positions,artists,titles
1,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2,GRANDE/CYRUS/LANA DEL REY,DON'T CALL ME ANGEL (CHARLIE'S ANGELS)
3,AITCH,TASTE (MAKE IT SHAKE)
4,KYGO & WHITNEY HOUSTON,HIGHER LOVE
5,AJ TRACEY,LADBROKE GROVE
6,JOEL CORRY,SORRY
7,DOMINIC FIKE,3 NIGHTS
8,POST MALONE,CIRCLES
9,LIL TECCA,RANSOM
10,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
11,REGARD,RIDE IT
12,SAM SMITH,HOW DO YOU SLEEP
13,HEADIE ONE,BOTH
14,TONES & I,DANCE MONKEY
15,POST MALONE FT YOUNG THUG,GOODBYES
16,D-BLOCK EUROPE FT LIL BABY,NOOKIE
17,SAM FELDT FT RANI,POST MALONE
18,JORJA SMITH FT BURNA BOY,BE HONEST
19,SHAWN MENDES/CAMILA CABELLO,SENORITA
20,DERMOT KENNEDY,OUTNUMBERED
21,MABEL,MAD LOVE
22,POST MALONE/OSBOURNE/SCOTT,TAKE WHAT YOU WANT
23,LIL NAS X,PANINI
24,DAVE,PROFESSOR X
25,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
26,JAX JONES & BEBE REXHA,HARDER
27,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
28,LEWIS CAPALDI,SOMEONE YOU LOVED
29,FREYA RIDINGS,CASTLES
30,LIZZO,TRUTH HURTS
31,STORMZY,SOUNDS OF THE SKENG
32,NORMANI,MOTIVATION
33,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
34,LAUV & ANNE-MARIE,F**K I'M LONELY
35,AITCH FT ZIEZIE,BUSS DOWN
36,TIESTO/JONAS BLUE/RITA ORA,RITUAL
37,STORMZY,WILEY FLOW
38,LIL NAS X,OLD TOWN ROAD
39,CAMILA CABELLO,LIAR
40,Y2K & BBNOS,LALALA
41,BILLIE EILISH,BAD GUY
42,TAYLOR SWIFT,LOVER
43,SAM FENDER,WILL WE TALK
44,MIST FT FREDO,SO HIGH
45,TAYLOR SWIFT,YOU NEED TO CALM DOWN
46,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
47,MILEY CYRUS,SLIDE AWAY
48,SAM FENDER,HYPERSONIC MISSILES
49,DAVE FT BURNA BOY,LOCATION
50,SIGALA & BECKY HILL,WISH YOU WELL
51,DRAKE,BEHIND BARZ
52,HALSEY,GRAVEYARD
53,FREDO,FREDDY
54,MAHALIA FT BURNA BOY,SIMMER
55,BECKY HILL & WEISS,I COULD GET USED TO THIS
56,WILEY/TORY LANEZ/KRANIUM/DAPPY,MY ONE
57,STORMZY,VOSSI BOP
58,LIZZO,GOOD AS HELL
59,SAM FENDER,THE BORDERS
60,SOLARDO & ELI BROWN,XTC
61,CHRIS BROWN FT DRAKE,NO GUIDANCE
62,TAYLOR SWIFT FT BRENDON URIE,ME
63,AJ TRACEY,ELASTIC
64,LANA DEL REY,DOIN' TIME
65,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
66,GEORGE EZRA,SHOTGUN
67,MEGAN THEE STALLION/MINAJ,HOT GIRL SUMMER
68,RAYE,LOVE ME AGAIN
69,LADY GAGA & BRADLEY COOPER,SHALLOW
70,5 SECONDS OF SUMMER,TEETH
71,RUSS & TION WAYNE,KEISHA & BECKY
72,LIL TECCA,LOVE ME
73,CAMILA CABELLO,SHAMELESS
74,CALVIN HARRIS & RAG'N'BONE MAN,GIANT
75,AITCH FT TYREEZY,ALREADY
76,YVES V FT AFROJACK & ICONA POP,WE GOT THAT COOL
77,BILLIE EILISH,ALL THE GOOD GIRLS GO TO HELL
78,TOM WALKER,JUST YOU AND I
79,HEADIE ONE,HARD TO BELIEVE
80,MABEL,DON'T CALL ME UP
81,PROFESSOR GREEN/ALICE CHATER,GOT IT ALL
82,CHAINSMOKERS/ILLENIUM/STELLA,TAKEAWAY
83,LEWIS CAPALDI,BRUISES
84,SL,100 THOUGHTS
85,AVA MAX,SWEET BUT PSYCHO
86,KOFFEE,TOAST
87,M HUNCHO,ONE SUMMER
88,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
89,D-BLOCK EUROPE,HOME P*SSY
90,DAVE,GOD'S EYE
91,DENO FT DIGDAT,CHANGE
92,KATY PERRY,SMALL TALK
93,SWAE LEE FT DRAKE,WON'T BE LATE
94,REX ORANGE COUNTY,10/10
95,KATY PERRY,NEVER REALLY OVER
96,KHALID/A BOOGIE WIT DA HOODIE,RIGHT BACK
97,LIL TJAY,F.N
98,KOJO FUNDS FT WIZKID,I LIKE
99,RITON & OLIVER HELDENS FT VULA,TURN ME ON
100,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
