positions,artists,titles
1,DRAKE FT WIZKID & KYLA,ONE DANCE
2,JUSTIN TIMBERLAKE,CAN'T STOP THE FEELING
3,CALVIN HARRIS FT RIHANNA,THIS IS WHAT YOU CAME FOR
4,GALANTIS,NO MONEY
5,SIA,CHEAP THRILLS
6,CLEAN BANDIT FT LOUISA JOHNSON,TEARS
7,DRAKE FT RIHANNA,TOO GOOD
8,GNASH FT OLIVIA O'BRIEN,I HATE U I LOVE U
9,MIKE POSNER,I TOOK A PILL IN IBIZA
10,KUNGS VS COOKIN' ON 3 BURNERS,THIS GIRL
11,DESIIGNER,PANDA
12,FIFTH HARMONY FT TY DOLLA SIGN,WORK FROM HOME
13,DNCE,CAKE BY THE OCEAN
14,CHEAT CODES/KRIS KROSS,SEX
15,LITTLE MIX,HAIR
16,DJ SNAKE FT BIPOLAR SUNSHINE,MIDDLE
17,TINIE TEMPAH FT ZARA LARSSON,GIRLS LIKE
18,ZARA LARSSON,LUSH LIFE
19,ALAN WALKER,FADED
20,LUKAS GRAHAM,7 YEARS
21,DRAKE,CONTROLLA
22,PINK,JUST LIKE FIRE
23,RIHANNA FT DRAKE,WORK
24,JONAS BLUE & DAKOTA,FAST CAR
25,ARIANA GRANDE,DANGEROUS WOMAN
26,MAJOR LAZER FT NYLA,LIGHT IT UP
27,TWENTY ONE PILOTS,STRESSED OUT
28,NICK JONAS FT TOVE LO,CLOSE
29,BLONDE & CRAIG DAVID,NOTHING LIKE THIS
30,JUSTIN BIEBER,LOVE YOURSELF
31,JUSTIN BIEBER,SORRY
32,COLDPLAY,HYMN FOR THE WEEKEND
33,CHAINSMOKERS FT DAYA,DON'T LET ME DOWN
34,ADELE,SEND MY LOVE (TO YOUR NEW LOVER)
35,SHAWN MENDES,STITCHES
36,ONEREPUBLIC,WHEREVER I GO
37,REGGIE 'N' BOLLIE,NEW GIRL
38,WILL I AM FT PIA MIA,BOYS & GIRLS
39,G-EAZY FT BEBE REXHA,ME MYSELF & I
40,BEYONCE,HOLD UP
41,CHAINSMOKERS FT ROZES,ROSES
42,CALUM SCOTT,DANCING ON MY OWN
43,SIGMA FT TAKE THAT,CRY
44,CRAIG DAVID,ONE MORE TIME
45,ARIANA GRANDE,INTO YOU
46,KYGO FT KODALINE,RAGING
47,ZAYN,PILLOWTALK
48,RIHANNA,NEEDED ME
49,MEGHAN TRAINOR,NO
50,BENNY BENASSI & CHRIS BROWN,PARADISE
51,RIHANNA,KISS IT BETTER
52,JASON DERULO,IF IT AIN'T LOVE
53,SIGALA FT IMANI & DJ FRESH,SAY YOU DO
54,SNAKEHIPS FT TINASHE & CHANCE,ALL MY FRIENDS
55,DUA LIPA,HOTTER THAN HELL
56,DRAKE FT THE THRONE,POP STYLE
57,DISTURBED,THE SOUND OF SILENCE
58,MNEK & ZARA LARSSON,NEVER FORGET YOU
59,JUSTIN BIEBER,WHAT DO YOU MEAN
60,JAY SEAN FT SEAN PAUL,MAKE MY LOVE GO
61,SHAWN MENDES/CAMILA CABELLO,I KNOW WHAT YOU DID LAST SUMMER
62,DAVID GUETTA FT ZARA LARSSON,THIS ONES FOR YOU
63,COLDPLAY,ADVENTURE OF A LIFETIME
64,MK & BECKY HILL,PIECE OF ME
65,DRAKE FT PARTYNEXTDOOR,WITH YOU
66,ONE DIRECTION,HISTORY
67,LITTLE MIX FT JASON DERULO,SECRET LOVE SONG
68,KYGO FT MATY NOYES,STAY
69,TOM ODELL,MAGNETISED
70,JUSTIN BIEBER,COMPANY
71,DRAKE,HOTLINE BLING
72,CHARLIE PUTH,ONE CALL AWAY
73,YEARS & YEARS,DESIRE
74,MAJOR LAZER FT MO & DJ SNAKE,LEAN ON
75,SELENA GOMEZ,HANDS TO MYSELF
76,DJ KENNO,WILL GRIGG'S ON FIRE
77,SIGALA FT BRYN CHRISTOPHER,SWEET LOVIN'
78,WALK THE MOON,SHUT UP & DANCE
79,SKEPTA,MAN
80,ADELE,HELLO
81,SIA,CHANDELIER
82,KIIARA,GOLD
83,ZAYN,LIKE I WOULD
84,JAMES BAY,LET IT GO
85,COLDPLAY,UP&UP
86,WEEKND,THE HILLS
87,SKRILLEX & DIPLO/JUSTIN BIEBER,WHERE ARE U NOW
88,ALESSIA CARA,WILD THINGS
89,DRAKE & FUTURE,JUMPMAN
90,ADELE,WHEN WE WERE YOUNG
91,ALUNAGEORGE FT POPCAAN,I'M IN CONTROL
92,DRAKE,FEEL NO WAYS
93,YEARS & YEARS,KING
94,99 SOULS,GIRL IS MINE (DESTINY'S CHILD & BRANDY)
95,WEEKND,CAN'T FEEL MY FACE
96,CATFISH & THE BOTTLEMEN,7
97,DAVID GUETTA FT SIA,BANG MY HEAD
98,DRAKE FT FUTURE,GRAMMYS
99,ED SHEERAN,PHOTOGRAPH
100,GORGON CITY FT VAULTS,ALL FOUR WALLS
