positions,artists,titles
1,DAVID ESSEX,HOLD ME CLOSE
2,ART GARFUNKEL,I ONLY HAVE EYES FOR YOU
3,THE DRIFTERS,THERE GOES MY FIRST LOVE
4,MORRIS ALBERT,FEELINGS
5,THE CHI-LITES,IT'S TIME FOR LOVE
6,THE FOUR SEASONS,WHO LOVES YOU
7,ABBA,SOS
8,BAND OF THE BLACK WATCH,SCOTCH ON THE ROCKS
9,JONATHAN KING,UNA PALOMA BLANCA
10,MUD,L-L-LUCY
11,DAVID BOWIE,SPACE ODDITY {1975}
12,SMOKIE,DON'T PLAY YOUR ROCK AND ROLL TO ME
13,CARL MALCOLM,FATTIE BUM BUM
14,JUDGE DREAD,BIG TEN
15,GEORGE BAKER SELECTION,PALOMA BLANCA
16,JASPER CARROTT,FUNKY MOPED/MAGIC ROUNDABOUT
17,ESTHER PHILLIPS,WHAT A DIFF'RENCE A DAY MAKES
18,MAC AND KATIE KISSOON,LIKE A BUTTERFLY
19,5000 VOLTS,I'M ON FIRE
20,ROD STEWART,SAILING
21,GOODIES,NAPPY LOVE/WILD THING
22,ELTON JOHN,ISLAND GIRL
23,SHOWADDYWADDY,HEARTBEAT
24,BOB MARLEY & THE WAILERS,NO WOMAN NO CRY
25,GLEN CAMPBELL,RHINESTONE COWBOY
26,SPARKS,"LOOKS, LOOKS, LOOKS"
27,ROXY MUSIC,LOVE IS THE DRUG
28,THE TRAMMPS,HOLD BACK THE NIGHT
29,BAD COMPANY,FEEL LIKE MAKIN' LOVE
30,ROGER WHITTAKER,THE LAST FAREWELL
31,EXCITERS,REACHING FOR THE BEST
32,LEO SAYER,MOONLIGHTING
33,PILOT,JUST A SMILE
34,CHEQUERS,ROCK ON BROTHER
35,NATALIE COLE,THIS WILL BE
36,T.REX,DREAMY LADY
37,DEE CLARK,RIDE A WILD HORSE
38,RAY STEVENS,INDIAN LOVE CALL
39,GEORGE HARRISON,YOU
40,PEOPLE'S CHOICE,DO IT ANYWAY YOU WANNA
41,"HAMILTON, JOE FRANK AND REYNOLDS",FALLIN' IN LOVE
42,JOHN MILES,HIGHFLY
43,JOHNNY NASH,LET'S BE FRIENDS
44,TOMMY HUNT,CRACKIN' UP
45,GEORGE MCCRAE,I AIN'T LYIN'
46,CHRIS FARLOWE,OUT OF TIME
47,DOBIE GRAY,OUT ON THE FLOOR
48,HELLO,NEW YORK GROOVE
49,PAUL MCCARTNEY AND WINGS,LETTING GO
50,REPARATA,SHOES
