positions,artists,titles
1,DAVID WHITFIELD WITH MANTOVANI AND HIS ORCHESTRA,CARA MIA
2,KITTY KALLEN,LITTLE THINGS MEAN A LOT
3,DORIS DAY,SECRET LOVE
4,AL MARTINO,WANTED
5,PERRY COMO,IDLE GOSSIP
6,FRANK SINATRA,THREE COINS IN THE FOUNTAIN
7,PETULA CLARK,THE LITTLE SHOEMAKER
8,PERRY COMO,WANTED
9,JOHNNIE RAY,SUCH A NIGHT
10,OBERNKIRCHEN CHILDREN'S CHOIR,THE HAPPY WANDERER
11,WINIFRED ATWELL,RACHMANINOFF'S 18TH VARIATION ON A THEME BY PAGANINI (THE STORY OF THREE LOVES)
12,BILLY COTTON AND HIS BAND,FRIENDS AND NEIGHBOURS
