positions,artists,titles
1,TEENAGERS FEATURING FRANKIE LYMON,WHY DO FOOLS FALL IN LOVE FT FRANKIE LYMON
2,PAT BOONE,I'LL BE HOME
3,VARIOUS ARTISTS,ALL STAR HIT PARADE (EP)
4,ELVIS PRESLEY,HEARTBREAK HOTEL
5,GOONS,I'M WALKING BACKWARDS FOR CHRISTMAS/BLUEBOTTLE BLUES
6,PERRY COMO,HOT DIGGITY (DOG ZIGGITY BOOM)
7,JOHNNY DANKWORTH,EXPERIMENTS WITH MICE
7,TONY MARTIN,WALK HAND IN HAND
9,GOGI GRANT,THE WAYWARD WIND
10,RONNIE HILTON,WHO ARE WE
10,LONNIE DONEGAN,LOST JOHN/STEWBALL
12,TEX RITTER,THE WAYWARD WIND
12,DORIS DAY,WHATEVER WILL BE WILL BE (QUE SERA SERA)
14,MORRIS STOLOFF,MOONGLOW AND THE THEME FROM 'PICNIC'
15,FRANK SINATRA,SONGS FOR SWINGIN' LOVERS (LP)
16,DAVID WHITFIELD,MY SEPTEMBER LOVE
17,BILL HALEY AND HIS COMETS,THE SAINTS ROCK 'N' ROLL
18,TERESA BREWER,A TEAR FELL
19,HUMPHREY LYTTELTON BAND,BAD PENNY BLUES
20,WINIFRED ATWELL,LEFT BANK
21,TERESA BREWER,SWEET OLD-FASHIONED GIRL
21,NAT 'KING' COLE,TOO YOUNG TO GO STEADY
23,RONNIE HILTON,NO OTHER LOVE
24,JOE 'FINGERS' CARR,PORTUGUESE WASHERWOMAN
25,ELVIS PRESLEY,I WANT YOU I NEED YOU I LOVE YOU
26,TED HEATH AND HIS MUSIC,THE FAITHFUL HUSSAR
27,LOUIS ARMSTRONG WITH HIS ALL-STARS,THE FAITHFUL HUSSAR
28,ALMA COGAN,THE BIRDS AND THE BEES
29,MICHAEL HOLLIDAY,HOT DIGGITY (DOG ZIGGITY BOOM)/THE GAL WITH THE YALLER SHOES
30,GENE VINCENT,BE BOP A LULA
