positions,artists,titles
1,KLF FEATURING THE CHILDREN OF THE REVOLUTION,3AM ETERNAL FT THE CHILDREN OF THE REVOLUTION
2,SIMPSONS,DO THE BARTMAN
3,2 IN A ROOM,WIGGLE IT
4,NOMAD FEATURING MC MIKEE FREEDOM,(I WANNA GIVE YOU) DEVOTION FT MC MIKEE FREEDOM
5,PRAISE,ONLY YOU
6,EMF,I BELIEVE
7,KYLIE MINOGUE,WHAT DO I HAVE TO DO
8,SOHO,HIPPY CHICK {1991}
9,RICK ASTLEY,CRY FOR HELP
10,VANILLA ICE,PLAY THAT FUNKY MUSIC
11,SEAL,CRAZY
12,QUEEN,INNUENDO
13,ENIGMA,SADENESS PART 1
14,C&C MUSIC FACTORY FEATURING FREEDOM WILLIAMS,GONNA MAKE YOU SWEAT FT FREEDOM WILLIAMS
15,OLETA ADAMS,GET HERE
16,ROBERT PALMER,MERCY MERCY ME/I WANT YOU
17,NEW KIDS ON THE BLOCK,GAMES
18,A TRIBE CALLED QUEST,CAN I KICK IT?
19,OFF-SHORE,I CAN'T TAKE THE POWER
20,RALPH TRESVANT,SENSITIVITY
21,KIM APPLEBY,G.L.A.D.
22,THE SOURCE,YOU GOT THE LOVE
23,MIXMASTERS,THE NIGHT FEVER MEGAMIX
24,KENNY THOMAS,OUTSTANDING {1991}
25,GLORIA ESTEFAN,COMING OUT OF THE DARK
26,BILL MEDLEY AND JENNIFER WARNES,(I'VE HAD) THE TIME OF MY LIFE {1990}
27,MARK SUMMERS,SUMMER'S MAGIC
28,BELINDA CARLISLE,SUMMER RAIN
29,THE FARM,ALL TOGETHER NOW
30,CHRIS ISAAK,BLUE HOTEL {1991}
31,JOHN TRAVOLTA AND OLIVIA NEWTON-JOHN,THE GREASE MEGAMIX
32,JIMMY SOMERVILLE WITH BRONSKI BEAT,SMALLTOWN BOY (1991 REMIX)
33,WHITNEY HOUSTON,ALL THE MAN THAT I NEED
34,TONGUE 'N' CHEEK,FORGET ME NOTS
35,LITTLE ANGELS,BONEYARD
36,VANILLA ICE,ICE ICE BABY
37,RAILWAY CHILDREN,EVERY BEAT OF THE HEART
38,JIMMY BARNES AND INXS,GOOD TIMES
39,FREE,ALL RIGHT NOW {1991}
40,MARIAH CAREY,SOMEDAY
41,JULIAN COPE,BEAUTIFUL LOVE
42,JESUS JONES,INTERNATIONAL BRIGHT YOUNG THING
43,JELLYFISH,THE KING IS HALF UNDRESSED
44,LIVING COLOUR,LOVE REARS ITS UGLY HEAD
45,PATSY CLINE,CRAZY {1990}
46,2 MAD,THINKING ABOUT YOUR BODY
47,MILLTOWN BROTHERS,WHICH WAY SHOULD I JUMP?
48,WILL TO POWER,I'M NOT IN LOVE
49,UB40,THE WAY YOU DO THE THINGS YOU DO
50,BANANARAMA,PREACHERMAN
51,D-SHAKE,MY HEART THE BEAT
52,ALEXANDER O'NEAL,ALL TRUE MAN
53,SHADES OF RHYTHM,HOMICIDE/EXORCIST
54,LALAH HATHAWAY,BABY DON'T CRY
55,DINOSAUR JR,THE WAGON
56,CARON WHEELER,DON'T QUIT
57,QUARTZ FEATURING DINA CARROLL,IT'S TOO LATE FT DINA CARROLL
58,THIN LIZZY,DEDICATION
59,JJ,IF THIS IS LOVE
60,BIG DISH,MISS AMERICA
61,BADMAN,MAGIC STYLE
62,KING BEE,MUST BEE THE MUSIC
63,MC HAMMER,PRAY
64,THAT PETROL EMOTION,TINGLE
65,MADONNA,JUSTIFY MY LOVE
66,LOVE INC,LOVE IS THE MESSAGE
67,DONNY OSMOND,MY LOVE IS A FIRE
68,THEM,BABY PLEASE DON'T GO {1991}
69,TANITA TIKARAM,ONLY THE ONES WE LOVE
70,THROWING MUSES,COUNTING BACKWARDS
71,SNAP!,MARY HAD A LITTLE BOY
72,JOHNNY PANIC AND THE BIBLE OF DREAMS,JOHNNY PANIC AND THE BIBLE OF DREAMS
73,THE RIGHTEOUS BROTHERS,YOU'VE LOST THAT LOVIN' FEELIN' {1990}
74,ORBITAL,SATAN
75,SCIENTIST,THE BEE
76,REAL PEOPLE,OPEN UP YOUR MIND (LET ME IN)
77,CARLTON,LOVE AND PAIN
78,DOUBLE DEE AND DANY,FOUND LOVE
79,CLAUDIA BRUCKEN,KISS LIKE ETHER
80,SLAUGHTER,FLY TO THE ANGELS
81,DESKEE,KID GET HYPED
82,NO SWEAT,TEAR DOWN THE WALLS {1991}
83,JUNIOR GISCOMBE,MORNING WILL COME
84,BIRDLAND,EVERYBODY NEEDS SOMEBODY
85,JULEE CRUISE,ROCKIN' BACK INSIDE MY HEART
86,TUFF LITTLE UNIT,JOIN THE FUTURE
87,TEKNO TOO,FEEEL THE POWER
88,SPACEMEN 3,BIG CITY
89,SHUT UP AND DANCE,DEREK WENT MAD
90,4 HERO,THE SCORCHER/KIRK IS BACK
91,V.I.M.,MAGGIE'S LAST PARTY
92,DARYL HALL AND JOHN OATES,EVERYWHERE I LOOK
93,WENDY AND LISA,DON'T TRY TO TELL ME
94,MANIC STREET PREACHERS,MOTOWN JUNK
95,SUNSONIC,DRIVEAWAY
96,IF?,SATURDAY'S ANGELS
97,DAMN YANKEES,HIGH ENOUGH
98,DYLANS,GODLIKE
99,HOLLOW MAN,PINK PANTHER (PANTERA ROSA)
100,LOUD,SONG FOR THE LONELY
