positions,artists,titles
1,UNION GAP,YOUNG GIRL
2,ENGELBERT HUMPERDINCK,A MAN WITHOUT LOVE
3,BOBBY GOLDSBORO,HONEY
4,THE SMALL FACES,LAZY SUNDAY
5,LOUIS ARMSTRONG,WHAT A WONDERFUL WORLD/CABARET
6,HERD,I DON'T WANT OUR LOVING TO DIE
7,1910 FRUITGUM COMPANY,SIMON SAYS
8,ANDY WILLIAMS,CAN'T TAKE MY EYES OFF YOU
9,LOVE AFFAIR,RAINBOW VALLEY
10,JACKY,WHITE HORSES
11,JOHN ROWLES,IF I ONLY HAD TIME
12,HERMAN'S HERMITS,SLEEPY JOE
13,SCOTT WALKER,JOANNA
14,THE TREMELOES,HELULE HELULE
15,JULIE DRISCOLL AND THE BRIAN AUGER TRINITY,THIS WHEEL'S ON FIRE
16,SHOWSTOPPERS,AIN'T NOTHIN' BUT A HOUSEPARTY
17,CLIFF RICHARD,CONGRATULATIONS
18,ELVIS PRESLEY,U.S. MALE
19,DIONNE WARWICK,DO YOU KNOW THE WAY TO SAN JOSE
20,ROGER MILLER,LITTLE GREEN APPLES
21,THE HOLLIES,JENNIFER ECCLES
22,THE BOX TOPS,CRY LIKE A BABY
23,HONEYBUS,I CAN'T LET MAGGIE GO
24,EASYBEATS,"HELLO, HOW ARE YOU"
25,PAPER DOLLS,SOMETHING HERE IN MY HEART (KEEPS A-TELLIN' ME NO)
26,GENE PITNEY,SOMEWHERE IN THE COUNTRY
27,TOM JONES,DELILAH
28,SOLOMON KING,WHEN WE WERE YOUNG
29,THE BEACH BOYS,FRIENDS
30,BILL HALEY AND HIS COMETS,ROCK AROUND THE CLOCK {1968}
31,EQUALS,BABY COME BACK
32,DIANA ROSS AND THE SUPREMES,FOREVER CAME TODAY
33,DES O'CONNOR,I PRETEND
34,TYRANNOSAURUS REX,DEBORA
35,ASSOCIATIONS,TIME FOR LIVIN'
36,EDDIE COCHRAN,SUMMERTIME BLUES {1968}
37,REPARATA AND THE DELRONS,CAPTAIN OF YOUR SHIP
38,ARETHA FRANKLIN,THINK
39,THE EVERLY BROTHERS,IT'S MY TIME
40,OTIS REDDING,(SITTIN' ON) THE DOCK OF THE BAY
41,BUDDY HOLLY,PEGGY SUE/RAVE ON
42,FLEETWOOD MAC,BLACK MAGIC WOMAN
43,NIRVANA {60'S},RAINBOW CHASER
44,LEMON PIPERS,RICE IS NICE
45,MARMALADE,LOVIN' THINGS
46,RAYMOND LEFEVRE,SOUL COAXING (AME CALINE)
47,STEVIE WONDER,SHOO BE DOO BE DOO DA DAY
48,JOE COCKER,MARJORINE
49,PAUL MAURIAT,LOVE IS BLUE (L'AMOUR EST BLEU)
50,THE FOUR TOPS,IF I WERE A CARPENTER
