positions,artists,titles
1,CLIFF RICHARD,THE YOUNG ONES
2,MR. ACKER BILK,STRANGER ON THE SHORE
3,DANNY WILLIAMS,MOON RIVER
4,SANDY NELSON,LET THERE BE DRUMS
5,BILLY FURY,I'D NEVER FIND ANOTHER YOU
6,NEIL SEDAKA,"HAPPY BIRTHDAY, SWEET SIXTEEN"
7,PAT BOONE,JOHNNY WILL
8,KENNY BALL AND HIS JAZZMEN,MIDNIGHT IN MOSCOW
9,BOBBY DARIN,MULTIPLICATION
10,DEL SHANNON,SO LONG BABY
11,TOKENS,THE LION SLEEPS TONIGHT
12,FRANKIE VAUGHAN,TOWER OF STRENGTH
13,BOBBY VEE,RUN TO HIM
14,JOHN D. LOUDERMILK,THE LANGUAGE OF LOVE
15,PETULA CLARK,MY FRIEND THE SEA
16,BOBBY VEE,TAKE GOOD CARE OF MY BABY
17,RUSS CONWAY,TOY BALLOONS
18,JIM REEVES,YOU'RE THE ONLY GOOD THING
19,JOHN LEYTON,"SON, THIS IS SHE"
20,G-CLEFS,I UNDERSTAND
21,DOROTHY PROVINE,DON'T BRING LULU
22,CHUBBY CHECKER,LET'S TWIST AGAIN
23,HELEN SHAPIRO,WALKING BACK TO HAPPINESS
24,ELVIS PRESLEY,HIS LATEST FLAME/LITTLE SISTERS
25,JIMMY DEAN,BIG BAD JOHN
26,LEROY VAN DYKE,WALK ON BY
27,CHUBBY CHECKER,THE TWIST {1962}
28,JAMES DARREN,GOODBYE CRUEL WORLD
29,DOUG SHELDON,YOUR MA SAID YOU CRIED IN YOUR SLEEP LAST NIGHT
30,TEMPERANCE SEVEN,CHARLESTON
31,SHIRLEY BASSEY,I'LL GET BY
32,CLIFF RICHARD,WHEN THE GIRL IN YOUR ARMS IS THE GIRL IN YOUR HEART
33,GARY MILLER,THE NIGHT IS YOUNG/THERE GOES THAT SONG AGAIN
34,RICKY STEVENS,I CRIED FOR YOU
35,ADAM FAITH,THE TIME HAS COME
36,JIMMY CRAWFORD,I LOVE HOW YOU LOVE ME
37,TERRY LIGHTFOOT AND HIS NEW ORLEANS JAZZMEN,KING KONG
38,DAVE BRUBECK,TAKE FIVE
39,SPRINGFIELDS,BAMBINO
40,ROSE BRENNAN,TALL DARK STRANGER
41,BOB WALLIS AND HIS STORYVILLE JAZZMEN,COME ALONG PLEASE
42,JOE BROWN,WHAT A CRAZY WORLD WE'RE LIVING IN
43,HIGHWAYMEN,GYPSY ROVER
44,IAIN GREGORY,CAN'T YOU HEAR THE BEAT OF A BROKEN HEART
45,TROY SHONDELL,THIS TIME
46,MRS MILLS,MRS. MILLS MEDLEY
47,NAT KING COLE,LET TRUE LOVE BEGIN
48,THE CHAKACHAS,TWIST TWIST
49,HANK LEVINE,IMAGE
50,CHRIS BARBER'S JAZZ BAND,REVIVAL
