positions,artists,titles
1,THE BEATLES,I WANT TO HOLD YOUR HAND
2,THE DAVE CLARK FIVE,GLAD ALL OVER
3,THE BEATLES,SHE LOVES YOU
4,FREDDIE AND THE DREAMERS,YOU WERE MADE FOR ME
5,GENE PITNEY,TWENTY FOUR HOURS FROM TULSA
6,DUSTY SPRINGFIELD,I ONLY WANT TO BE WITH YOU
7,THE SINGING NUN,DOMINIQUE
8,LOS INDIOS TABAJARAS,MARIA ELENA
9,KATHY KIRBY,SECRET LOVE
10,CLIFF RICHARD,DON'T TALK TO HIM
11,BIG DEE IRWIN,SWINGING ON A STAR
12,THE SHADOWS,GERONIMO
13,SWINGING BLUE JEANS,HIPPY HIPPY SHAKE
14,ELVIS PRESLEY,KISS ME QUICK
15,THE ROLLING STONES,I WANNA BE YOUR MAN
16,GERRY AND THE PACEMAKERS,YOU'LL NEVER WALK ALONE
17,THE HOLLIES,STAY
18,CHRIS SANDFORD,NOT TOO LITTLE - NOT TOO MUCH
19,BERN ELLIOTT AND THE FENMEN,MONEY
20,ADAM FAITH,WE ARE IN LOVE
21,BILLY J KRAMER AND THE DAKOTAS,I'LL KEEP YOU SATISFIED
22,HARRY SECOMBE,IF I RULED THE WORLD
23,ROY ORBISON,BLUE BAYOU/MEAN WOMAN BLUES
24,DORA BRYAN,ALL I WANT FOR CHRISTMAS IS A BEATLE
25,SHIRLEY BASSEY,I (WHO HAVE NOTHING)
26,WILFRED BRAMBELL AND HARRY H CORBETT,AT THE PALACE (PARTS 1 AND 2)
27,HEINZ,COUNTRY BOY
28,BUDDY HOLLY,WHAT TO DO {1963}
29,MATT MONRO,FROM RUSSIA WITH LOVE
30,MARK WYNTER,IT'S ALMOST TOMORROW
31,JOHNNY KIDD AND THE PIRATES,HUNGRY FOR LOVE
32,FOURMOST,I'M IN LOVE
33,BRIAN POOLE AND THE TREMELOES,I CAN DANCE
34,NINO TEMPO AND APRIL STEVENS,DEEP PURPLE
35,"PETER, PAUL AND MARY",BLOWING IN THE WIND
36,CHUCK BERRY,RUN RUDOLF RUN
37,BILLY FURY,DO YOU REALLY LOVE ME TOO?
38,THE SEARCHERS,SUGAR AND SPICE
39,CHAD STUART AND JEREMY CLYDE,YESTERDAY'S GONE
40,RICHARD ANTHONY,WALKING ALONE
41,RONETTES,BE MY BABY
42,TRINI LOPEZ,KANSAS CITY
43,TRINI LOPEZ,IF I HAD A HAMMER
44,CHUCK BERRY,LET IT ROCK/MEMPHIS TENNESSEE
45,RAY CHARLES,BUSTED
46,BOBBY VINTON,THERE! I'VE SAID IT AGAIN
47,JIMMY YOUNG,MISS YOU
48,FOURMOST,HELLO LITTLE GIRL
49,JIMMY GILMER AND THE FIREBALLS,SUGAR SHACK
50,TOMMY ROE,EVERYBODY
