positions,artists,titles
1,QUEEN,INNUENDO
2,KLF FEATURING THE CHILDREN OF THE REVOLUTION,3AM ETERNAL FT THE CHILDREN OF THE REVOLUTION
3,ENIGMA,SADENESS PART 1
4,SEAL,CRAZY
5,C&C MUSIC FACTORY FEATURING FREEDOM WILLIAMS,GONNA MAKE YOU SWEAT FT FREEDOM WILLIAMS
6,2 IN A ROOM,WIGGLE IT
7,OFF-SHORE,I CAN'T TAKE THE POWER
8,BILL MEDLEY AND JENNIFER WARNES,(I'VE HAD) THE TIME OF MY LIFE {1990}
9,ROBERT PALMER,MERCY MERCY ME/I WANT YOU
10,JOHN TRAVOLTA AND OLIVIA NEWTON-JOHN,THE GREASE MEGAMIX
11,SIMPSONS,DO THE BARTMAN
12,THE FARM,ALL TOGETHER NOW
13,VANILLA ICE,ICE ICE BABY
14,RICK ASTLEY,CRY FOR HELP
15,JESUS JONES,INTERNATIONAL BRIGHT YOUNG THING
16,SOHO,HIPPY CHICK {1991}
17,WHITNEY HOUSTON,ALL THE MAN THAT I NEED
18,A TRIBE CALLED QUEST,CAN I KICK IT?
19,RALPH TRESVANT,SENSITIVITY
20,PATSY CLINE,CRAZY {1990}
21,BANANARAMA,PREACHERMAN
22,MC HAMMER,PRAY
23,BELINDA CARLISLE,SUMMER RAIN
24,POP WILL EAT ITSELF,"X, Y AND ZEE"
25,ALEXANDER O'NEAL,ALL TRUE MAN
26,TONGUE 'N' CHEEK,FORGET ME NOTS
27,OLETA ADAMS,GET HERE
28,GLORIA ESTEFAN,COMING OUT OF THE DARK
29,WILL TO POWER,I'M NOT IN LOVE
30,SNAP!,MARY HAD A LITTLE BOY
31,ORBITAL,SATAN
32,IRON MAIDEN,BRING YOUR DAUGHTER... TO THE SLAUGHTER
33,KENNY THOMAS,OUTSTANDING {1991}
34,THE RIGHTEOUS BROTHERS,YOU'VE LOST THAT LOVIN' FEELIN' {1990}
35,THIN LIZZY,DEDICATION
36,MARK SUMMERS,SUMMER'S MAGIC
37,BIG DISH,MISS AMERICA
38,MADONNA,JUSTIFY MY LOVE
39,STING,ALL THIS TIME
40,BLACK BOX,TOTAL MIX
41,THE STRANGLERS,ALWAYS THE SUN {1991}
42,LINDY LAYTON,ECHO MY HEART
43,TWENTY4SEVEN FEATURING CAPTAIN HOLLYWOOD,ARE YOU DREAMING? FT CAPTAIN HOLLYWOOD
44,KING BEE,MUST BEE THE MUSIC
45,MARIAH CAREY,SOMEDAY
46,L.A. MIX,MYSTERIES OF LOVE
47,SCIENTIST,THE BEE
48,CARTER THE UNSTOPPABLE SEX MACHINE,BLOODSPORT FOR ALL
49,HIGH,BOX SET GO {1991}
50,BROTHER BEYOND,THE GIRL I USED TO KNOW
51,TOM JONES,COULDN'T SAY GOODBYE
52,DEBORAH HARRY AND IGGY POP,WILL DID YOU EVAH!
53,DONNA SUMMER,BREAKAWAY
54,LONDON BOYS,FREEDOM
55,BLUE NILE,SATURDAY NIGHT
56,WINGER,MILES AWAY
57,YAZOO,SITUATION
58,DAVID LEE ROTH,A LIL' AIN'T ENOUGH
59,MARIA McKEE,BREATHE
60,THE GO-GO'S,COOL JERK
61,FRANK 'K' AND WISTON OFFICE,EVERYBODY LET'S SOMEBODY LOVE
62,CHRIS ISAAK,WICKED GAME
63,JIMMY BARNES AND INXS,GOOD TIMES
64,MAUREEN,WHERE HAS ALL THE LOVE GONE
65,THE BLACK CROWES,TWICE AS HARD
66,STATUS QUO,THE ANNIVERSARY WALTZ - PART TWO
67,INXS,DISAPPEAR
68,V.I.M.,MAGGIE'S LAST PARTY
69,ANTHRAX,GOT THE TIME
70,PREFAB SPROUT,JORDAN: THE EP
71,EMF,UNBELIEVABLE
72,THE RIGHTEOUS BROTHERS,UNCHAINED MELODY {1990}
73,JELLYFISH,THE KING IS HALF UNDRESSED
74,DARYL HALL AND JOHN OATES,EVERYWHERE I LOOK
75,STEX,STILL FEEL THE RAIN
76,INNOCENCE,A MATTER OF FACT
77,CHUBB ROCK,TREAT 'EM RIGHT
78,SURFACE,THE FIRST TIME
79,3 TIMES DOPE,MR SANDMAN
80,SILJE,TELL ME WHERE YOU'RE GOING {1990 RE-RELEASE}
81,DAMN YANKEES,HIGH ENOUGH
82,DREAM FREQUENCY,LOVE PEACE AND HARMONY
83,IF?,SATURDAY'S ANGELS
84,LOST,THE GONZO
85,KIM CARNEGIE,JAZZ RAP
86,CACTUS RAIN,TILL COMES THE MORNING
87,ASSOCIATES,JUST CAN'T SAY GOODBYE
88,POWER OF DREAMS,AMERICAN DREAM
89,A-HA,I CALL YOUR NAME
90,PAUL YOUNG,CALLING YOU
91,A HOMEBOY A HIPPIE AND A FUNKI DREDD,FREEDOM
92,808 STATE,CUBIK/OLYMPIC
93,COLIN JAMES,IF YOU LEAN ON ME
94,FALLON,GET ON THE MOVE
95,PAUL MCCARTNEY,ALL MY TRIALS
96,ADONTE,FEEL IT
97,CARTOUCHE,FEEL THE GROOVE
98,JELLYBEAN FEATURING NIKI HARRIS,WHAT'S IT GONNA BE FT NIKI HARRIS
99,ARTHUR MILES,HELPING HAND
100,PARCHMAN,RIDE
