positions,artists,titles
1,THE SHADOWS,KON-TIKI
2,BILLY FURY,JEALOUSY
3,HIGHWAYMEN,MICHAEL
4,JOHN LEYTON,JOHNNY REMEMBER ME
5,SHIRLEY BASSEY,REACH FOR THE STARS/CLIMB EV'RY MOUNTAIN
6,ELVIS PRESLEY,WILD IN THE COUNTRY/I FEEL SO BAD
7,CLEO LAINE,YOU'LL ANSWER TO ME
8,CONNIE FRANCIS,TOGETHER
9,DEL SHANNON,HATS OFF TO LARRY
10,EDEN KANE,GET LOST
11,HELEN SHAPIRO,YOU DON'T KNOW
12,HELEN SHAPIRO,WALKING BACK TO HAPPINESS
13,LONNIE DONEGAN,MICHAEL ROW THE BOAT/LUMBERED
14,DON GIBSON,SEA OF HEARTBREAK
15,MR ACKER BILK,THAT'S MY HOME
16,BROOK BROTHERS,AIN'T GONNA WASH FOR A WEEK
17,FRANK SINATRA,GRANADA
18,SAM COOKE,CUPID
19,EDEN KANE,WELL I ASK YOU
20,BOBBY VEE,HOW MANY TEARS
21,JOE LOSS,WHEELS CHA CHA
22,BILLY FURY,HALFWAY TO PARADISE
23,U.S. BONDS,QUARTER TO THREE
24,VISCOUNTS,WHO PUT THE BOMP
25,JOHN LEYTON,WILD WIND
26,LAURIE JOHNSON ORCHESTRA,SUCU SUCU
27,DOROTHY SQUIRES AND RUSS CONWAY,SAY IT WITH FLOWERS
28,ROY ORBISON,CRYIN'
29,THE EVERLY BROTHERS,MUSKRAT/DON'T BLAME ME
30,KARL DENVER,MARCHETA
31,PETULA CLARK,ROMEO
32,KEN DODD,ONCE IN EVERY LIFETIME
33,SPRINGFIELDS,BREAKAWAY
34,TEMPERANCE SEVEN,HARD HEARTED HANNAH
35,JAN AND DEAN,HEART AND SOUL
36,CHARLIE DRAKE,MY BOOMERANG WON'T COME BACK
37,TONY ORLANDO,BLESS YOU
38,BEN E KING,AMOR
39,KENNY BALL AND HIS JAZZMEN,SOMEDAY (YOU'LL BE SORRY)
40,RAL DONNER,YOU DON'T KNOW WHAT YOU'VE GOT (UNTIL YOU LOSE IT)
41,PING PING AND AL VERLAINE,SUCU SUCU
42,NINA AND FREDERICK,SUCU SUCU
43,EDDIE HODGES,I'M GONNA KNOCK ON YOUR DOOR
44,DUANE EDDY,CARAVAN
45,NINA AND FREDERICK,LONGTIME BOY
46,BUDDY HOLLY,BABY I DON'T CARE/VALLEY OF TEARS
47,TEMPERANCE SEVEN,PASADENA
48,DUANE EDDY,DRIVIN' HOME
49,MATT MONRO,GONNA BUILD A MOUNTAIN
50,TED HEATH ORCHESTRA,SUCU SUCU
