positions,artists,titles
1,LONNIE DONEGAN,CUMBERLAND GAP
2,TAB HUNTER,YOUNG LOVE
2,HARRY BELAFONTE,THE BANANA BOAT SONG
4,LITTLE RICHARD,LONG TALL SALLY
5,PAT BOONE,DON'T FORBID ME
6,GUY MITCHELL,KNEE DEEP IN THE BLUES
7,LONNIE DONEGAN,DON'T YOU ROCK ME DADDY-O
8,JOHNNIE RAY,"LOOK HOMEWARD, ANGEL"
9,LITTLE RICHARD,THE GIRL CAN'T HELP IT
10,VIPERS SKIFFLE GROUP,CUMBERLAND GAP
10,BING CROSBY AND GRACE KELLY,TRUE LOVE
12,JOHNNIE RAY,YOU DON'T OWE ME A THING/LOOK HOMEWARD ANGEL
13,GUY MITCHELL,SINGING THE BLUES
14,MAX BYGRAVES,HEART
15,LITTLE RICHARD,SHE'S GOT IT
16,FRANKIE LYMON AND THE TEENAGERS,I'M NOT A JUVENILE DELINQUENT
17,TAB HUNTER,99 WAYS
18,FRANKIE LYMON AND THE TEENAGERS,BABY BABY
19,SHIRLEY BASSEY,THE BANANA BOAT SONG
20,PAT BOONE,FRIENDLY PERSUASION
21,CHARLES MCDEVITT SKIFFLE GROUP FEATURING NANCY WHISKEY,FREIGHT TRAIN FT NANCY WHISKEY
22,JULIE LONDON,CRY ME A RIVER
23,NORMAN WISDOM,THE WISDOM OF A FOOL
24,PATIENCE AND PRUDENCE,GONNA GET ALONG WITHOUT YA NOW
25,SLIM WHITMAN,I'LL TAKE YOU HOME AGAIN KATHLEEN
26,TOMMY STEELE AND THE STEELMEN,KNEE DEEP IN THE BLUES
27,HILLTOPPERS,MARIANNE
28,DAVID WHITFIELD,I'LL FIND YOU
29,PLATTERS,YOU'LL NEVER NEVER KNOW/IT ISN'T RIGHT
30,PLATTERS,THE GREAT PRETENDER/ONLY YOU
30,MALCOLM VAUGHAN,THE WORLD IS MINE
