positions,artists,titles
1,LISA STANSFIELD,ALL AROUND THE WORLD
2,PHIL COLLINS,ANOTHER DAY IN PARADISE
3,NEW KIDS ON THE BLOCK,YOU GOT IT (THE RIGHT STUFF)
4,KYLIE MINOGUE,NEVER TOO LATE
5,MILLI VANILLI,GIRL I'M GONNA MISS YOU
6,LINDA RONSTADT AND AARON NEVILLE,DON'T KNOW MUCH
7,MARTIKA,I FEEL THE EARTH MOVE
8,JIVE BUNNY AND THE MASTERMIXERS,THAT'S WHAT I LIKE
9,MIXMASTER,GRAND PIANO
10,REBEL MC AND DOUBLE TROUBLE,STREET TUFF
11,LIVING IN A BOX,ROOM IN YOUR HEART
12,IRON MAIDEN,INFINITE DREAMS (LIVE)
13,LUTHER VANDROSS,NEVER TOO MUCH {1989}
14,BELINDA CARLISLE,LEAVE A LIGHT ON
15,D MOB INTRODUCING CATHY DENNIS,C'MON AND GET MY LOVE
16,DEBORAH HARRY,I WANT THAT MAN
17,CHRIS REA,THE ROAD TO HELL (PART 2)
18,BLACK BOX,RIDE ON TIME
19,CHER,IF I COULD TURN BACK TIME
20,808 STATE,PACIFIC STATE
21,BILLY JOEL,WE DIDN'T START THE FIRE
22,DE LA SOUL,EYE KNOW
23,JANET JACKSON,RHYTHM NATION
24,UB40,HOMELY GIRL
25,EURYTHMICS,DON'T ASK ME WHY
26,TECHNOTRONIC FEATURING FELLY,PUMP UP THE JAM FT FELLY
27,KAOMA,LAMBADA
28,INNER CITY,WHATCHA GONNA DO WITH MY LOVIN'
29,SYDNEY YOUNGBLOOD,IF ONLY I COULD
30,TRANSVISION VAMP,BORN TO BE SOLD
31,ALARM FEATURING THE MORRISON ORPHEUS MALE VOICE CHOIR,A NEW SOUTH WALES/THE ROCK FT THE MORRISON ORPHEUS MALE VOICE CHOIR
32,ELECTRIBE 101,TELL ME WHEN THE FEVER ENDED
33,JIMMY SOMERVILLE WITH JUNE MILES-KINGSTON,COMMENT TE DIRE ADIEU
34,FINE YOUNG CANNIBALS,I'M NOT THE MAN I USED TO BE
35,PRINCE AND SHEENA EASTON,THE ARMS OF ORION
36,THE WONDER STUFF,GOLDEN GREEN
37,THE BELOVED,THE SUN RISING
38,AND WHY NOT?,RESTLESS DAYS (SHE SCREAMS OUT LOUD)
39,THE CULT,SUN KING/EDIE (CIAO BABY)
40,ADEVA,I THANK YOU
41,QUIREBOYS,7 O'CLOCK
42,FRESH 4 FEATURING LIZZ E,WISHING ON A STAR FT LIZZ E
43,SYBIL,DON'T MAKE ME OVER
44,TEARS FOR FEARS,WOMAN IN CHAINS
45,RICHARD MARX,ANGELIA
46,ALYSON WILLIAMS,I SECOND THAT EMOTION
47,OH WELL,OH WELL
48,SKID ROW,YOUTH GONE WILD
49,INSPIRAL CARPETS,MOVE
50,TINA TURNER,I DON'T WANNA LOSE YOU
51,ROD STEWART FEATURING RONALD ISLEY,THIS OLD HEART OF MINE FT RONALD ISLEY
52,HOUSE OF LOVE,I DON'T KNOW WHY I LOVE YOU
53,TAYLOR DAYNE,WITH EVERY BEAT OF MY HEART
54,FAST EDDIE FEATURING SUNDANCE,GIT ON UP FT SUNDANCE
55,IMPEDANCE,TAINTED LOVE
56,JIVE BUNNY AND THE MASTERMIXERS,SWING THE MOOD
57,THE JESUS AND MARY CHAIN,HEAD ON
58,CLIFF RICHARD,LEAN ON YOU
59,KISS,HIDE YOUR HEART
60,GUN,INSIDE OUT
61,ELTON JOHN,SACRIFICE
62,RAUL ORELLANA,THE REAL WILD HOUSE
63,BROTHER BEYOND,DRIVE ON
64,DOUG LAZY,LET THE RHYTHM PUMP
65,SIMON HARRIS FEATURING EINSTEIN,ANOTHER MONSTERJAM FT EINSTEIN
66,2 IN A ROOM,SOMEBODY IN THE HOUSE SAY YEAH!
67,WET WET WET,SWEET SURRENDER
68,TINA TURNER,THE BEST
69,MOTLEY CRUE,DR FEELGOOD
70,UNIQUE THREE,THE THEME
71,45 KING,THE KING IS HERE/THE 900 NUMBER
72,WENDY AND LISA,WATERFALL '89
73,ERASURE,DRAMA!
74,STEVIE NICKS,WHOLE LOTTA TROUBLE
75,ARTHUR BAKER AND THE BACKBEAT DISCIPLES FEATURING AL GREEN,THE MESSAGE IS LOVE FT AL GREEN
76,WATERFRONT,MOVE ON
77,AEROSMITH,JANIE'S GOT A GUN
78,MALCOLM MCLAREN AND THE BOOTZILLA ORCHESTRA,HOUSE OF THE BLUE DANUBE
79,TOM PETTY,FREE FALLIN'
80,ROBERT PALMER,BAD CASE OF LOVING YOU (DOCTOR DOCTOR)
81,TIN MACHINE,PRISONER OF LOVE
82,THE NEVILLE BROTHERS,WITH GOD ON OUR SIDE
83,DAVID SYLVIAN,POP SONG
84,MR LEE,GET BUSY
85,MIRAGE,LATINO HOUSE
86,QUARTZ,MELTDOWN
87,FRANKIE 'BONES' AND LENNY DEE,JUST AS LONG AS I GOT YOU
88,RHYTHIM IS RHYTHIM,STRINGS OF LIFE '89
89,JESUS LOVES YOU,AFTER THE LOVE
90,CLIMIE FISHER,FIRE ON THE OCEAN
91,SWING OUT SISTER,FOREVER BLUE
92,JOHNNIE O,I'M NOT GONNA STAND FOR THIS
93,VAIN,BEAT THE BULLET
94,RUTHJOY,SOUL POWER
95,TERRY BLAIR AND ANOUCHKA,MISSING
96,IAN MCCULLOCH,FAITH AND HEALING
97,ARETHA FRANKLIN AND JAMES BROWN,GIMME YOUR LOVE
98,RENEGADE SOUNDWAVE,SPACE GLADIATOR
99,KATRINA AND THE WAVES,ROCK 'N' ROLL GIRL
100,JERMAINE STEWART,TREN DE AMOUR
