positions,artists,titles
1,MELANIE B FT MISSY ELLIOTT,I WANT YOU BACK
2,ROBBIE WILLIAMS,MILLENNIUM
3,T-SPOON,SEX ON THE BEACH
4,JENNIFER PAIGE,CRUSH
5,BOYZONE,NO MATTER WHAT
6,HONEYZ,FINALLY FOUND
7,STEPS,ONE FOR SORROW
8,AEROSMITH,I DON'T WANT TO MISS A THING
9,LUTRICIA MCNEAL,SOMEONE LOVES YOU HONEY
10,SAVAGE GARDEN,TO THE MOON AND BACK
11,DEETAH,RELAX
12,STARDUST,MUSIC SOUNDS BETTER WITH YOU
13,FIVE,EVERYBODY GET UP
14,ALISHA'S ATTIC,THE INCIDENTALS
15,ALL SAINTS,BOOTIE CALL
16,R KELLY,HALF ON A BABY
17,MANIC STREET PREACHERS,IF YOU TOLERATE THIS YOUR CHILDREN...
18,SWEETBOX,EVERYTHING'S GONNA BE ALRIGHT
19,DIVINE COMEDY,GENERATION SEX
20,FAITHLESS,GOD IS A DJ
21,CORRS,WHAT CAN I DO
22,SASH! FT TINA COUSINS,MYSTERIOUS TIMES
23,EELS,LAST STOP:THIS TOWN
24,CAM'RON FT MASE,HORSE & CARRIAGE
25,P J HARVEY,A PERFECT DAY ELISE
26,SILVER SUN,I'LL SEE YOU AROUND
27,MAVERICKS,I'VE GOT THIS FEELING
28,ALDA,REAL GOOD TIME
29,HOLE,CELEBRITY SKIN
30,BRANDY & MONICA,THE BOY IS MINE
31,K-CI & JOJO,DON'T RUSH (TAKE LOVE SLOWLY)
32,DODGY,EVERY SINGLE DAY
33,SHERYL CROW,MY FAVORITE MISTAKE
34,PRAS MICHEL FT ODB & MYA,GHETTO SUPASTAR [THAT IS WHAT YOU ARE]
35,OMD,THE OMD REMIXES
36,LEANN RIMES,HOW DO I LIVE
37,AALIYAH,ARE YOU THAT SOMEBODY?
38,SPICE GIRLS,VIVA FOREVER
39,DEPECHE MODE,ONLY WHEN I LOSE MYSELF
40,GROOVERIDER,RAINBOWS OF COLOUR
41,B'WITCHED,C'EST LA VIE
42,PUFF DADDY FT JIMMY PAGE,COME WITH ME
43,ANOTHER LEVEL,FREAK ME
44,DARIO G,SUNMACHINE
45,TIN TIN OUT FT SHELLEY NELSON,SOMETIMES
46,CLEOPATRA,I WANT YOU BACK
47,NEJA,RESTLESS (I KNOW YOU KNOW)
48,SIMPLY RED,THE AIR THAT I BREATHE
49,ELECTRASY,MORNING AFTERGLOW
50,MADONNA,DROWNED WORLD (SUBSTITUTE FOR LOVE)
51,WILL SMITH,JUST THE TWO OF US
52,SMASHING PUMPKINS,PERFECT
53,ACE OF BASE,LIFE IS A FLOWER
54,PITCHSHIFTER,MICROWAVED
55,KLESHAY,REASONS
56,DAVID MORALES PTS THE FACE,NEEDIN' U
57,PULP,PARTY HARD
58,AGE OF LOVE,THE AGE OF LOVE
59,EAGLE-EYE CHERRY,SAVE TONIGHT
60,APOLLO FOUR FORTY,LOST IN SPACE
61,JAMIROQUAI,DEEPER UNDERGROUND
62,AXUS,ABACUS (WHEN I FALL IN LOVE)
63,CELINE DION WITH THE BEE GEES,IMMORTALITY
64,LUCID,I CAN'T HELP MYSELF
65,PAUL VAN DYK,FOR AN ANGEL
66,BILLIE,BECAUSE WE WANT TO
67,RODDY FRAME,REASON FOR LIVING
68,ARETHA FRANKLIN,HERE WE GO AGAIN
69,GOMEZ,WHIPPIN' PICCADILLY
70,MOUSSE T VS HOT'N'JUICY,HORNY
71,N-TRANCE,PARADISE CITY
72,DES'REE,LIFE
73,AQUA,MY OH MY
74,SLEAZE SISTERS,WORK IT UP
75,VARIOUS ARTISTS,TRADE EP 2
76,CARRERAS/DOMINGO/PAVAROTTI,YOU'LL NEVER WALK ALONE
77,EMBRACE,MY WEAKNESS IS NONE OF YOUR BUSINESS
78,MARILLION,THESE CHAINS
79,DELAKOTA FT ROSE SMITH,C'MON CINCINNATI
80,SPARKLE FEATURING R KELLY,BE CAREFUL
81,SHANIA TWAIN,YOU'RE STILL THE ONE
82,JOEY LAWRENCE,NEVER GONNA CHANGE MY MIND
83,VARIOUS ARTISTS,TRADE EP 3
84,MURK,REACH FOR ME
85,VARIOUS ARTISTS,TRADE EP 1
86,HELEN LOVE,LONG LIVE THE UK MUSIC SCENE
87,ROBBIE WILLIAMS,ANGELS
88,REGURGITATOR,BLACK BUGS
89,CHARLI BALTIMORE,MONEY
90,WAGON CHRIST,LOVELY
91,DOUBLE SIX,REAL GOOD
92,SAVAGE GARDEN,TRULY MADLY DEEPLY
93,MINDY MCCREADY,OH ROMEO
94,MADONNA,RAY OF LIGHT
95,DAZE,TOGETHER FOREVER (THE CYBER PET SONG)
96,DON HENLEY,THE BOYS OF SUMMER
97,MASSIVE ATTACK,ANGEL
98,TOM WILSON,U GOT THE PASSION
99,DOM & ROLAND,TIMEFRAME
100,N.Y.C.C.,CAN YOU FEEL IT (ROCK DA HOUSE)
