positions,artists,titles
1,ONE DIRECTION,ONE WAY OR ANOTHER (TEENAGE KICKS)
2,MACKLEMORE/RYAN LEWIS/WANZ,THRIFT SHOP
3,BAAUER,HARLEM SHAKE
4,JUSTIN TIMBERLAKE,MIRRORS
5,AVICII VS NICKY ROMERO,I COULD BE THE ONE
6,TAYLOR SWIFT,I KNEW YOU WERE TROUBLE
7,BRUNO MARS,WHEN I WAS YOUR MAN
8,RIHANNA FT MIKKY EKKO,STAY
9,BEN HOWARD,ONLY LOVE
10,EMELI SANDE,CLOWN
11,DISCLOSURE/ALUNAGEORGE,WHITE NOISE
12,MUMFORD & SONS,I WILL WAIT
13,ELLIE GOULDING,EXPLOSIONS
14,JUSTIN TIMBERLAKE FT JAY Z,SUIT & TIE
15,CALVIN HARRIS FT TINIE TEMPAH,DRINKING FROM THE BOTTLE
16,PINK FT NATE RUESS,JUST GIVE ME A REASON
17,GABRIELLE APLIN,PLEASE DON'T SAY YOU LOVE ME
18,WILL I AM FT BRITNEY SPEARS,SCREAM & SHOUT
19,LITTLE MIX,CHANGE YOUR LIFE
20,LUMINEERS,HO HEY
21,DIZZEE RASCAL,BASSLINE JUNKIE
22,RITA ORA,RADIOACTIVE
23,OLLY MURS,ARMY OF TWO
24,BINGO PLAYERS FT FAR EAST,GET UP (RATTLE)
25,ADELE,SKYFALL
26,BRUNO MARS,LOCKED OUT OF HEAVEN
27,ONE DIRECTION,KISS YOU
28,FALL OUT BOY,MY SONGS KNOW WHAT YOU DID IN THE DARK
29,JAMES ARTHUR,IMPOSSIBLE
30,PSY,GANGNAM STYLE
31,RIHANNA,DIAMONDS
32,FOALS,MY NUMBER
33,DRAKE,STARTED FROM THE BOTTOM
34,ZEDD/FOXES,CLARITY
35,LABRINTH FT EMELI SANDE,BENEATH YOUR BEAUTIFUL
36,SCRIPT,IF YOU COULD SEE ME NOW
37,SWEDISH HOUSE MAFIA/MARTIN,DON'T YOU WORRY CHILD
38,TYLER JAMES,WORRY ABOUT YOU
39,ROBBIE WILLIAMS,CANDY
40,LAWSON,LEARN TO LOVE AGAIN
41,OLLY MURS FT FLO RIDA,TROUBLEMAKER
42,PITBULL FT TJR,DON'T STOP THE PARTY
43,STEREOPHONICS,INDIAN SUMMER
44,LIL WAYNE/DRAKE/FUTURE,LOVE ME
45,EMELI SANDE,NEXT TO ME
46,JAKE BUGG,LIGHTNING BOLT
47,KESHA,DIE YOUNG
48,IMAGINE DRAGONS,RADIOACTIVE
49,EXAMPLE,PERFECT REPLACEMENT
50,ALICIA KEYS,GIRL ON FIRE
51,PINK,TRY
52,50 CENT/EMINEM/ADAM LEVINE,MY LIFE
53,TAYLOR SWIFT,WE ARE NEVER EVER GETTING BACK TOGETHER
54,1975,CHOCOLATE
55,BIRDY,PEOPLE HELP THE PEOPLE
56,SCRIPT FT WILL I AM,HALL OF FAME
57,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
58,MUSE,SUPREMACY
59,DISCLOSURE FT SAM SMITH,LATCH
60,ASAP ROCKY FT SKRILLEX,WILD FOR THE NIGHT
61,FLO RIDA,LET IT ROLL
62,CARLY RAE JEPSEN,CALL ME MAYBE
63,MUMFORD & SONS,LITTLE LION MAN
64,JOE COCKER,FIRE IT UP
65,SURVIVOR,EYE OF THE TIGER
66,ONE DIRECTION,LITTLE THINGS
67,CONOR MAYNARD FT WILEY,ANIMAL
68,EMELI SANDE,READ ALL ABOUT IT PT 3
69,JUSTIN BIEBER FT NICKI MINAJ,BEAUTY AND A BEAT
70,KESHA,C'MON
71,CALVIN HARRIS/FLORENCE WELCH,SWEET NOTHING
72,FUN FT JANELLE MONAE,WE ARE YOUNG
73,FLORENCE & THE MACHINE,SPECTRUM
74,ONE DIRECTION,LIVE WHILE WE'RE YOUNG
75,BEN HOWARD,KEEP YOUR HEAD UP
76,MAROON 5,ONE MORE NIGHT
77,SHAKIRA FT WYCLEF JEAN,HIPS DON'T LIE
78,RUDIMENTAL FT JOHN NEWMAN,FEEL THE LOVE
79,50 CENT/TIMBERLAKE/TIMBALAND,AYO TECHNOLOGY
80,DROIDEKA,GET HYPER
81,ALEX CLARE,TOO CLOSE
82,TOM ODELL,CAN'T PRETEND
83,ELLIE GOULDING,ANYTHING COULD HAPPEN
84,TOM ODELL,ANOTHER LOVE
85,DAVID GUETTA FT SIA,TITANIUM
86,MATRIX/FUTUREBOUND/BABY BLUE,MAGNETIC EYES
87,AVRIL LAVIGNE,COMPLICATED
88,DEVLIN FT DIANE BIRCH,REWIND
89,DJ FRESH,GOLD DUST
90,EMELI SANDE,CLOWN/NEXT TO ME
91,PALOMA FAITH,PICKING UP THE PIECES
92,BASTILLE,FLAWS
93,ONE DIRECTION,WHAT MAKES YOU BEAUTIFUL
94,FRANK OCEAN,THINKIN BOUT YOU
95,CHRISTINA PERRI,A THOUSAND YEARS
96,NATALIE IMBRUGLIA,TORN
97,LITTLE MIX,WINGS
98,BLONDIE,ONE WAY OR ANOTHER
99,NEWTON FAULKNER,DREAM CATCH ME
100,NICKI MINAJ,STARSHIPS
