positions,artists,titles
1,SHOWADDYWADDY,UNDER THE MOON OF LOVE
2,JOHNNY MATHIS,WHEN A CHILD IS BORN
3,QUEEN,SOMEBODY TO LOVE
4,ELECTRIC LIGHT ORCHESTRA,LIVIN' THING
5,ABBA,"MONEY, MONEY, MONEY"
6,YVONNE ELLIMAN,LOVE ME
7,MUD,LEAN ON ME
8,CHICAGO,IF YOU LEAVE ME NOW
9,MIKE OLDFIELD,PORTSMOUTH
10,LEO SAYER,YOU MAKE ME FEEL LIKE DANCING
11,CHRIS HILL,BIONIC SANTA
12,SMOKIE,LIVING NEXT DOOR TO ALICE
13,ROD STEWART,GET BACK
14,KURSAAL FLYERS,LITTLE DOES SHE KNOW
15,BONNIE TYLER,LOST IN FRANCE
16,BILLY OCEAN,STOP ME (IF YOU'VE HEARD IT ALL BEFORE)
17,ELTON JOHN,SORRY SEEMS TO BE THE HARDEST WORD
18,TINA CHARLES,DR. LOVE
19,STATUS QUO,WILD SIDE OF LIFE
20,PAUL NICHOLAS,GRANDMA'S PARTY
21,BARRY WHITE,DON'T MAKE ME WAIT TOO LONG
22,DANA,FAIRY TALE
23,DR HOOK,IF NOT YOU
24,THE STYLISTICS,YOU'LL NEVER GET TO HEAVEN EP
25,PUSSYCAT,MISSISSIPPI
26,BARRY BIGGS,SIDESHOW
27,10CC,THINGS WE DO FOR LOVE
28,HANK C. BURNETTE,SPINNING ROCK BOOGIE
29,STEVIE WONDER,I WISH
30,GLADYS KNIGHT AND THE PIPS,SO SAD THE SONG
31,ROD STEWART,MAGGIE MAY
32,THE STEVE MILLER BAND,ROCK 'N' ME
33,STEELY DAN,HAITIAN DIVORCE
34,CLIFF RICHARD,HEY MR DREAM MAKER
35,WILD CHERRY,PLAY THAT FUNKY MUSIC
36,KC AND THE SUNSHINE BAND,KEEP IT COMIN' LOVE
37,DAVID SOUL,DON'T GIVE UP ON US
38,THE SEX PISTOLS,ANARCHY IN THE UK
39,NEIL DIAMOND,BEAUTIFUL NOISE
40,ROD STEWART,SAILING {1976}
41,JETHRO TULL,RING OUT SOLSTICE BELLS
42,BILLIE JO SPEARS,SING ME AN OLD FASHIONED SONG
43,THE FOUR SEASONS,WE CAN WORK IT OUT
44,SANDPIPERS,HANG ON SLOOPY
45,TOMMY HUNT,ONE FINE MORNING
46,LIVERPOOL EXPRESS,EVERY MAN MUST HAVE A DREAM
47,THE DRIFTERS,YOU'RE MORE THAN A NUMBER IN MY LITTLE RED BOOK
48,WILLIE MITCHELL,THE CHAMPION
49,BONEY M,DADDY COOL
50,JESSE GREEN,FLIP
