positions,artists,titles
1,DICKIE VALENTINE,CHRISTMAS ALPHABET
2,BILL HALEY AND HIS COMETS,ROCK AROUND THE CLOCK
3,FOUR ACES,LOVE IS A MANY SPLENDORED THING
4,WINIFRED ATWELL,LET'S HAVE A DING DONG
5,MAX BYGRAVES,MEET ME ON THE CORNER
5,STARGAZERS,TWENTY TINY FINGERS
7,DAVID WHITFIELD WITH MANTOVANI AND HIS ORCHESTRA,WHEN YOU LOSE THE ONE YOU LOVE
8,JOHNSTON BROTHERS,HERNANDO'S HIDEAWAY
9,MITCH MILLER,THE YELLOW ROSE OF TEXAS
10,PAT BOONE,AIN'T THAT A SHAME
11,FRANKIE LAINE,HAWKEYE
12,PETULA CLARK,SUDDENLY THERE'S A VALLEY
13,SINGING DOGS,THE SINGING DOGS (MEDLEY)
14,LEE LAWRENCE,SUDDENLY THERE'S A VALLEY
15,JO STAFFORD,SUDDENLY THERE'S A VALLEY
16,HARRY SECOMBE,ON WITH THE MOTLEY
17,ALMA COGAN,TWENTY TINY FINGERS
18,FRANKIE VAUGHAN,SEVENTEEN
19,ANNE SHELTON,ARRIVEDERCI DARLING
20,DICKIE VALENTINE,THE OLD PIANNA RAG
