positions,artists,titles
1,ALL SAINTS,NEVER EVER
2,BAMBOO,BAMBOOGIE
3,WILDCHILD,RENEGADE MASTER 98
4,VARIOUS ARTISTS,PERFECT DAY
5,JANET JACKSON,TOGETHER AGAIN
6,ROBBIE WILLIAMS,ANGELS
7,LIGHTHOUSE FAMILY,HIGH
8,SPACE,AVENGING ANGELS
9,SPICE GIRLS,TOO MUCH
10,NATALIE IMBRUGLIA,TORN
11,CLOCK,THAT'S THE WAY (I LIKE IT)
12,BERNARD BUTLER,STAY
13,QUEEN,NO-ONE BUT YOU/TIE YOUR MOTHER DOWN
14,BOYZONE,BABY CAN I HOLD YOU/SHOOTING STAR
15,TELETUBBIES,TELETUBBIES SAY EH-OH!
16,STEPS,"5,6,7,8"
17,WARREN G FEAT SISSEL,PRINCE IGOR
18,AQUA,BARBIE GIRL
19,ALLURE,ALL CRIED OUT
20,RIALTO,UNTOUCHABLE
21,ELTON JOHN,SOMETHING ABOUT THE WAY YOU LOOK/CANDLE
22,STEVEN HOUGHTON,WIND BENEATH MY WINGS
23,SMOKIN BEATS FT LYN EDEN,DREAMS
24,LUTRICIA MCNEAL,AIN'T THAT JUST THE WAY
25,MASE,FEEL SO GOOD
26,FIVE,SLAM DUNK (DA FUNK)
27,VANILLA,NO WAY NO WAY
28,SHERYL CROW,TOMORROW NEVER DIES
29,FAITH NO MORE,ASHES TO ASHES
30,FAMILY STAND,GHETTO HEAVEN
31,CELINE DION,THE REASON
32,VERVE,LUCKY MAN
33,BT,FLAMING JUNE
34,BARBRA STREISAND & CELINE DION,TELL HIM
35,2 PAC,I WONDER IF HEAVEN GOT A GHETTO
36,BACKSTREET BOYS,AS LONG AS YOU LOVE ME
37,SEAHORSES,YOU CAN TALK TO ME
38,BRAND NEW HEAVIES,SHELTER
39,REDS UNITED,SING UP FOR THE CHAMPIONS!
40,PROPELLERHEADS/SHIRLEY BASSEY,HISTORY REPEATING
41,INDUSTRY STANDARD,VOLUME 1 (WHAT YOU WANT WHAT YOU NEED)
42,LOUISE,LET'S GO ROUND AGAIN
43,PF PROJECT FEAT EWAN MCGREGOR,CHOOSE LIFE
44,JOE,GOOD GIRLS
45,DAVID HOLMES,DON'T DIE JUST YET
46,CHICKEN SHED,I AM IN LOVE WITH THE WORLD
47,BRYAN ADAMS,BACK TO YOU
48,GALA,LET A BOY CRY
49,PRODIGY,SMACK MY BITCH UP
50,SPICE GIRLS,SPICE UP YOUR LIFE
51,MORRISSEY,SATAN REJECTED MY SOUL
52,U2,IF GOD WILL SEND HIS ANGELS
53,OASIS,STAND BY ME
54,STING & THE POLICE,ROXANNE '97
55,MARIAH CAREY,BUTTERFLY
56,INSANE CLOWN POSSE,HALLS OF ILLUSIONS
57,TODD TERRY PRESENTS SHANNON,IT'S OVER LOVE
58,AARON CARTER,CRUSH ON YOU
59,DARIO G,SUNCHYME
60,JAMIROQUAI,HIGH TIMES
61,M PEOPLE,FANTASY ISLAND
62,SPACE BROTHERS,FORGIVEN (I FEEL YOUR LOVE)
63,BLACKSTREET,(MONEY CAN'T) BUY ME LOVE
64,WILL SMITH,JUST CRUISIN'
65,LEVELLERS,DOG TRAIN
66,BJORK,BACHELORETTE
67,TEXAS,PUT YOUR ARMS AROUND ME
68,PETER ANDRE,LONELY
69,PEACH,ON MY OWN
70,SASH! FT LA TREC,STAY
71,PAUL MCCARTNEY,BEAUTIFUL NIGHT
72,RED 5,LIFT ME UP
73,911,PARTY PEOPLE...FRIDAY NIGHT
74,HANSON,I WILL COME TO YOU
75,WOOLPACKERS,LINE DANCE PARTY
76,VERVE,BITTER SWEET SYMPHONY
77,FAITHLESS,DON'T LEAVE
78,USHER,YOU MAKE ME WANNA
79,DOUBLE 99,RIPGROOVE
80,EMBRACE,ALL YOU GOOD GOOD PEOPLE EP
81,CORRS,I NEVER LOVED YOU ANYWAY
82,MICHAEL BOLTON,THE BEST OF LOVE/GO THE DISTANCE
83,DANNII,EVERYTHING I WANTED
84,OASIS,D'YOU KNOW WHAT I MEAN?
85,CLOCK,U SEXY THING
86,JON BON JOVI,"JANIE, DON'T TAKE YOUR LOVE TO TOWN"
87,TODD TERRY,SOMETHING GOIN' ON
88,CAST,I'M SO LONELY
89,SUNDAYS,CRY
90,BOYZONE WITH ALLIAGE,TE GARDER PRES DE MOI
91,GOLDIE FT KRS ONE,DIGITAL
92,PROPELLERHEADS/DAVID ARNOLD,ON HER MAJESTY'S SECRET SERVICE
93,SHIMMON & WOOLFSON,WELCOME TO THE FUTURE
94,NALIN & KANE,BEACHBALL
95,LSG,NETHERWORLD
96,R KELLY,I BELIEVE I CAN FLY
97,HANSON,WHERE'S THE LOVE
98,SARAH BRIGHTMAN/ANDREA BOCELLI,TIME TO SAY GOODBYE (CON TE PARTIRO)
99,ARTEMESIA,BITS + PIECES
100,DESTINY'S CHILD,NO NO NO
