positions,artists,titles
1,TYPICALLY TROPICAL,BARBADOS
2,BAY CITY ROLLERS,GIVE A LITTLE LOVE
3,THE STYLISTICS,I CAN'T GIVE YOU ANYTHING (BUT MY LOVE)
4,SMOKIE,IF YOU THINK YOU KNOW HOW TO LOVE ME
5,THE BEE GEES,JIVE TALKIN'
6,LINDA LEWIS,IT'S IN HIS KISS
7,BRIAN HYLAND,SEALED WITH A KISS {1975}
8,SENSATIONAL ALEX HARVEY BAND,DELILAH
9,JUDGE DREAD,JE T'AIME
10,JOHNNY NASH,TEARS ON MY PILLOW
11,DAVID CASSIDY,I WRITE THE SONGS/GET IT UP FOR LOVE
12,ADRIAN BAKER,SHERRY
13,GEORGE MCCRAE,IT'S BEEN SO LONG
14,ROGER WHITTAKER,THE LAST FAREWELL
15,T. REX,NEW YORK CITY
16,BILLIE JO SPEARS,BLANKET ON THE GROUND
17,DAVID ESSEX,ROLLIN' STONE
18,MOMENTS,DOLLY MY LOVE
19,THE SWEET,ACTION
20,RAY STEVENS,MISTY
21,THE CHI-LITES,HAVE YOU SEEN HER/OH GIRL
22,TAMMY WYNETTE,DIVORCE
23,VAN MCCOY,THE HUSTLE
24,LINDA CARR AND THE LOVE SQUAD,HIGHWIRE
25,SUSAN CADOGAN,LOVE ME BABY
26,BIMBO JET,EL BIMBO
27,RIMSHOTS,7-6-5-4-3-2-1 (BLOW YOUR WHISTLE)
28,SPARKS,GET IN THE SWING
29,HAMILTON BOHANNON,FOOT STOMPIN' MUSIC
30,GLADYS KNIGHT AND THE PIPS,THE BEST THING THAT EVER HAPPENED TO ME
31,PETE WINGFIELD,EIGHTEEN WITH A BULLET
32,MUD,ONE NIGHT
33,DAVID BOWIE,FAME
34,HAMILTON BOHANNON,DISCO STOMP
35,BIDDU ORCHESTRA,SUMMER OF '42
36,WOMBLES,SUPER WOMBLE
37,MFSB,SEXY
38,KC AND THE SUNSHINE BAND,THAT'S THE WAY (I LIKE IT)
39,THE CAPTAIN AND TENNILLE,LOVE WILL KEEP US TOGETHER
40,10CC,I'M NOT IN LOVE
41,ABBA,I DO I DO I DO I DO I DO
42,MIKE HARDING,ROCHDALE COWBOY
43,EAGLES,ONE OF THESE NIGHTS
44,GLITTER BAND,LOVE IN THE SUN
45,GARY BENSON,DON'T THROW IT ALL AWAY
46,MAJOR HARRIS,LOVE WON'T LET ME WAIT
47,BING CROSBY,THAT'S WHAT LIFE IS ALL ABOUT
48,MIKE POST COALITION,AFTERNOON OF THE RHINO
49,GLORIA GAYNOR,ALL I NEED IS YOUR SWEET LOVIN'
50,HOT CHOCOLATE,A CHILD'S PRAYER
