positions,artists,titles
1,GLORIA GAYNOR,I WILL SURVIVE
2,THE VILLAGE PEOPLE,IN THE NAVY
3,THE SEX PISTOLS,SOMETHING ELSE/FRIGGIN' IN THE RIGGIN'
4,ELVIS COSTELLO AND THE ATTRACTIONS,OLIVER'S ARMY
5,LENE LOVICH,LUCKY NUMBER
6,CHIC,I WANT YOUR LOVE
7,REAL THING,CAN YOU FEEL THE FORCE?
8,PLAYERS ASSOCIATION,TURN THE MUSIC UP
9,QUEEN,DON'T STOP ME NOW
10,GARY'S GANG,KEEP ON DANCING
11,THE BEE GEES,TRAGEDY
12,THIN LIZZY,WAITING FOR AN ALIBI
13,SKIDS,INTO THE VALLEY
14,DENNIS BROWN,MONEY IN MY POCKET
15,TOTO,HOLD THE LINE
16,SQUEEZE,COOL FOR CATS
17,THE CARS,JUST WHAT I NEEDED
18,DIRE STRAITS,SULTANS OF SWING
19,ART GARFUNKEL,BRIGHT EYES
20,VIOLINSKI,CLOG DANCE
21,HERBIE HANCOCK,YOU BET YOUR LOVE
22,BONEY M,PAINTER MAN
23,KATE BUSH,WOW
24,THE JAM,STRANGE TOWN
25,SISTER SLEDGE,HE'S THE GREATEST DANCER
26,THE JACKSONS,SHAKE YOUR BODY (DOWN TO THE GROUND)
27,THE CLASH,ENGLISH CIVIL WAR
28,NEIL DIAMOND,FOREVER IN BLUE JEANS
29,SHAM 69,QUESTIONS AND ANSWERS
30,THE THREE DEGREES,THE RUNNER
31,EDWIN STARR,CONTACT
32,GENE CHANDLER,GET DOWN
33,SIOUXSIE AND THE BANSHEES,THE STAIRCASE (MYSTERY)
34,RACEY,SOME GIRLS
35,BUZZCOCKS,EVERYBODY'S HAPPY NOWADAYS
36,DAVID ESSEX,IMPERIAL WIZARD
37,THE DOOBIE BROTHERS,WHAT A FOOL BELIEVES
38,BLONDIE,HEART OF GLASS
39,THE POINTER SISTERS,FIRE
40,VOYAGE,LET'S FLY AWAY
41,GIBSON BROTHERS,CUBA
42,ROCKY SHARPE AND THE REPLAYS,IMAGINATION
43,INNER CIRCLE,EVERYTHING IS GREAT
44,THE PRETENDERS,STOP YOUR SOBBING
45,KANDIDATE,I DON'T WANNA LOSE YOU
46,THE DOOLEYS,HONEY I'M LOST
47,GQ,DISCO NIGHTS (ROCK FREAK)
48,GIORGIO MORODER,CHASE
49,DARTS,GET IT
50,MOTORHEAD,OVERKILL
51,KLEEER,KEEP YOUR BODY WORKING
52,ABBA,CHIQUITITA
53,DONNA SUMMER,HEAVEN KNOWS
54,SUPERTRAMP,THE LOGICAL SONG
55,LATE SHOW,BRISTOL STOMP
56,MEMBERS,THE SOUND OF THE SUBURBS
57,ROXY MUSIC,TRASH
58,F.L.B.,BOOGIE TOWN
59,MANFRED MANN'S EARTH BAND,YOU ANGEL YOU
60,GONZALEZ,HAVEN'T STOPPED DANCING YET
61,SYLVESTER,I (WHO HAVE NOTHING)
62,DUFFO,GIVE ME BACK ME BRAIN
63,BARRY WHITE,SHA LA LA MEANS I LOVE YOU
64,BLACK LACE,MARY ANN
65,GEORGE HARRISON,BLOW AWAY
66,UFO,SHOOT SHOOT
67,LEYTON BUZZARDS,SATURDAY NIGHT BENEATH THE PLASTIC PALM TREES
68,BELL AND JAMES,LIVIN' IT UP (FRIDAY NIGHT)
69,DANA,SOMETHING'S COOKIN' IN THE KITCHEN
70,SHOWADDYWADDY,REMEMBER THEN
71,GEORGE BENSON,LOVE BALLAD
72,ARPEGGIO,LOVE AND DESIRE
73,CLIFF RICHARD,GREEN LIGHT
74,DEN HEGARTY,VOODOO VOODOO
75,THE BEACH BOYS,HERE COMES THE NIGHT
