positions,artists,titles
1,TENNESSEE ERNIE FORD,SIXTEEN TONS
2,BILL HAYES,THE BALLAD OF DAVY CROCKETT
3,FRANK SINATRA,LOVE AND MARRIAGE
4,BILL HALEY AND HIS COMETS,ROCK-A-BEATIN' BOOGIE
5,FOUR ACES,LOVE IS A MANY SPLENDORED THING
6,BILL HALEY AND HIS COMETS,ROCK AROUND THE CLOCK
7,TENNESSEE ERNIE FORD,THE BALLAD OF DAVY CROCKETT
8,MAX BYGRAVES,MEET ME ON THE CORNER
9,FRANK SINATRA,(LOVE IS) THE TENDER TRAP
10,LONNIE DONEGAN,ROCK ISLAND LINE
11,FRANKIE LAINE WITH THE MELLOMEN,SIXTEEN TONS
12,ALMA COGAN,NEVER DO A TANGO WITH AN ESKIMO
13,EVE BOSWELL,PICKIN' A CHICKEN
14,DAVID WHITFIELD WITH MANTOVANI AND HIS ORCHESTRA,WHEN YOU LOSE THE ONE YOU LOVE
15,PETULA CLARK,SUDDENLY THERE'S A VALLEY
16,STARGAZERS,TWENTY TINY FINGERS
17,DICK JAMES WITH STEPHEN JAMES AND HIS CHUMS,ROBIN HOOD/THE BALLAD OF DAVY CROCKETT
18,JIMMY YOUNG,SOMEONE ON YOUR MIND
19,GARY MILLER,ROBIN HOOD
20,EAMONN ANDREWS,THE SHIFTING WHISPERING SANDS
