positions,artists,titles
1,THE SHADOWS,WONDERFUL LAND
2,B. BUMBLE AND THE STINGERS,NUT ROCKER
3,BRENDA LEE,SPEAK TO ME PRETTY
4,BRUCE CHANNEL,HEY! BABY
5,DEL SHANNON,HEY! LITTLE GIRL
6,KETTY LESTER,LOVE LETTERS
7,ROY ORBISON,DREAM BABY
8,DANNY WILLIAMS,WONDERFUL WORLD OF THE YOUNG
9,LONNIE DONEGAN,THE PARTY'S OVER
10,KARL DENVER,NEVER GOODBYE
11,SAM COOKE,TWISTIN' THE NIGHT AWAY
12,JIMMY JUSTICE,WHEN MY LITTLE GIRL IS SMILING
13,CRAIG DOUGLAS,WHEN MY LITTLE GIRL IS SMILING
14,ELVIS PRESLEY,CAN'T HELP FALLING IN LOVE/ROCK-A-HULA BABY
15,MR. ACKER BILK,STRANGER ON THE SHORE
16,ELVIS PRESLEY,GOOD LUCK CHARM
17,HELEN SHAPIRO,TELL ME WHAT HE SAID
18,JOHNNY KEATING,THEME FROM 'Z CARS'
19,RICKY NELSON,YOUNG WORLD
20,CLIFF RICHARD,DO YOU WANT TO DANCE/I'M LOOKING OUT THE WINDOW
21,JOHNNY SPENCE,THEME FROM 'DR KILDARE'
22,JOE LOSS,THEME FROM 'MAIGRET'
23,ADAM FAITH,AS YOU LIKE IT
24,HELEN SHAPIRO,LET'S TALK ABOUT LOVE
25,FRANK SINATRA,EVERYBODY'S TWISTING
26,BILLY FURY,LAST NIGHT WAS MADE FOR LOVE
27,NEIL SEDAKA,KING OF CLOWNS
28,CHUBBY CHECKER,LET'S TWIST AGAIN
29,PAUL ANKA,LOVE ME WARM AND TENDER
30,MATT MONRO,SOFTLY AS I LEAVE YOU
31,CLIFF RICHARD,THE YOUNG ONES
32,BERNARD CRIBBINS,HOLE IN THE GROUND
33,KARL DENVER,WIMOWEH
34,SHIRLEY BASSEY,AVE MARIA
35,JOHN LEYTON,LONELY CITY
36,BRIAN HYLAND,GINNY COME LATELY
37,PERRY COMO,CATERINA
38,CHUBBY CHECKER,SLOW TWISTIN'
39,CONNIE FRANCIS,DON'T BREAK THE HEART THAT LOVES YOU
40,PATTI LYNN,JOHNNY ANGEL
41,LEROY VAN DYKE,BIG MAN IN A BIG HOUSE
42,KENNY BALL AND HIS JAZZMEN,MARCH OF THE SIAMESE CHILDREN
43,SHELLEY FABARES,JOHNNY ANGEL
44,SHANE FENTON AND THE FENTONES,IT'S ALL OVER NOW
45,CLINTON FORD,FANLIGHT FANNY
46,MIKE SARNE WITH WENDY RICHARD,COME OUTSIDE
47,SAMMY DAVIS JR,WHAT KIND OF FOOL AM I/GONNA BUILD A MOUNTAIN
48,KEN DODD,PIANISSIMO
49,COUNTRYMEN,I KNOW WHERE I'M GOING
50,EDEN KANE,I DON'T KNOW WHY
