positions,artists,titles
1,CALVIN HARRIS & DUA LIPA,ONE KISS
2,ARIANA GRANDE,NO TEARS LEFT TO CRY
3,DRAKE,NICE FOR WHAT
4,LIL DICKY FT CHRIS BROWN,FREAKY FRIDAY
5,GEORGE EZRA,PARADISE
6,SIGALA & PALOMA FAITH,LULLABY
7,BANX & RANX/ELLA EYRE/BANE,ANSWERPHONE
8,ANNE-MARIE,2002
9,ZEDD/MAREN MORRIS/GREY,THE MIDDLE
10,POST MALONE FT TY DOLLA SIGN,PSYCHO
11,BEBE REXHA FT FLORIDA GEORGIA,MEANT TO BE
12,KHALID & NORMANI,LOVE LIES
13,SETTLE/GREATEST SHOWMAN ENS,THIS IS ME
14,B YOUNG,JUMANJI
15,RUDIMENTAL/GLYNNE/MACKLEMORE,THESE DAYS
16,JUSTIN TIMBERLAKE FT STAPLETON,SAY SOMETHING
17,J COLE,KOD
18,SHAWN MENDES,IN MY BLOOD
19,WEEKND,CALL OUT MY NAME
20,CARDI B/BAD BUNNY/J BALVIN,I LIKE IT
21,M O/LOTTO BOYZZ/MR EAZI,BAD VIBE
22,SEAN PAUL/GUETTA/BECKY G,MAD LOVE
23,DRAKE,GOD'S PLAN
24,EO,GERMAN
25,MARSHMELLO & ANNE-MARIE,FRIENDS
26,AVICII,WAKE ME UP
27,PORTUGAL THE MAN,FEEL IT STILL
28,J COLE,ATM
29,BLOCBOY JB FT DRAKE,LOOK ALIVE
30,J COLE,PHOTOGRAPH
31,YXNG BANE,VROOM
32,GUETTA/GARRIX/BROOKS,LIKE I DO
33,DAVID GUETTA FT SIA,FLAMES
34,LIAM PAYNE & J BALVIN,FAMILIAR
35,CARDI B,BE CAREFUL
36,AVICII,LEVELS
37,ZAYN,LET ME
38,DUA LIPA,IDGAF
39,XXXTENTACION,SAD
40,NINES,I SEE YOU SHINING
41,NICKI MINAJ,CHUN-LI
42,MOSTACK,WHAT I WANNA
43,AVICII,HEY BROTHER
44,NINES/SL/YUNG FUME/TIGGS DA,OH MY
45,SHAKKA FT ALUNAGEORGE,MAN DOWN
46,ZIV ZAIFMAN/JACKMAN/WILLIAMS,A MILLION DREAMS
47,YEARS & YEARS,SANCTIFY
48,ED SHEERAN,PERFECT
49,RAYE/MABEL/STEFFLON DON,CIGARETTE
50,DUA LIPA,NEW RULES
51,DENNIS LLOYD,NEVERMIND
52,KYLIE MINOGUE,STOP ME FROM FALLING
53,GEORGE EZRA,SHOTGUN
54,MIGOS FT DRAKE,WALK IT TALK IT
55,LOREN ALLRED,NEVER ENOUGH
56,PALOMA FAITH,MAKE YOUR OWN KIND OF MUSIC
57,CAMILA CABELLO FT YOUNG THUG,HAVANA
58,RAMZ,FAMILY TREE
59,KENDRICK LAMAR & SZA,ALL THE STARS
60,M-22 FT MEDINA,FIRST TIME
61,NINES FT RAY BLK & SKRAPZ,RUBBER BANDS
62,JAX JONES FT INA WROLDSEN,BREATHE
63,KHALID/TY DOLLA SIGN/6LACK,OTW
64,CHARLIE PUTH FT KEHLANI,DONE FOR ME
65,JASON DERULO FT FRENCH MONTANA,TIP TOE
66,TAYLOR SWIFT,DELICATE
67,NOT3S FT MALEEK BERRY,SIT BACK DOWN
68,RICH THE KID,PLUG WALK
69,MABEL FT NOT3S,FINE LINE
70,ED SHEERAN,SHAPE OF YOU
71,YUNGEN FT JESS GLYNNE,MIND ON IT
72,SIGRID,STRANGERS
73,WEEKND,WASTED TIMES
74,KYLE FT KEHLANI,PLAYINWITME
75,POST MALONE FT 21 SAVAGE,ROCKSTAR
76,HARDY CAPRIO,RAPPER
77,NOTD FT BEA MILLER,I WANNA KNOW
78,CALUM SCOTT,YOU ARE THE REASON
79,CAMILA CABELLO,NEVER BE THE SAME
80,5 SECONDS OF SUMMER,YOUNGBLOOD
81,EMINEM FT ED SHEERAN,RIVER
82,CLEAN BANDIT FT JULIA MICHAELS,I MISS YOU
83,BRUNO MARS & CARDI B,FINESSE
84,RAMZ,BARKING
85,AJ TRACEY,MIMI
86,ALICE MERTON,NO ROOTS
87,CHAINSMOKERS & DREW LOVE,SOMEBODY
88,LUIS FONSI/DADDY YANKEE/BIEBER,DESPACITO (REMIX)
89,LIL PUMP,ESSKEETIT
90,SL FT CHIP,GENES
91,HRVY & MALU TREVEJO,HASTA LUEGO
92,RITA ORA,ANYWHERE
93,NICKI MINAJ,BARBIE TINGZ
94,SWAE LEE/SLIM JXMMI,GUATEMALA
95,6IX9INE,GOTTI
96,NOT3S,MY LOVER
97,CARDI B FT MIGOS,DRIP
98,LIAM PAYNE/RITA ORA,FOR YOU (FIFTY SHADES FREED)
99,LOSKI,FORREST GUMP
100,OFFSET & METRO BOOMIN,RIC FLAIR DRIP
