positions,artists,titles
1,PAT BOONE,I'LL BE HOME
2,VARIOUS ARTISTS,ALL STAR HIT PARADE (EP)
3,ELVIS PRESLEY,HEARTBREAK HOTEL
4,GOONS,I'M WALKING BACKWARDS FOR CHRISTMAS/BLUEBOTTLE BLUES
5,TEENAGERS FEATURING FRANKIE LYMON,WHY DO FOOLS FALL IN LOVE FT FRANKIE LYMON
6,PERRY COMO,HOT DIGGITY (DOG ZIGGITY BOOM)
7,LONNIE DONEGAN,LOST JOHN/STEWBALL
7,JOHNNY DANKWORTH,EXPERIMENTS WITH MICE
9,GOGI GRANT,THE WAYWARD WIND
10,DAVID WHITFIELD,MY SEPTEMBER LOVE
11,TEX RITTER,THE WAYWARD WIND
12,RONNIE HILTON,WHO ARE WE
13,BILL HALEY AND HIS COMETS,THE SAINTS ROCK 'N' ROLL
14,RONNIE HILTON,NO OTHER LOVE
15,TERESA BREWER,A TEAR FELL
16,FRANK SINATRA,SONGS FOR SWINGIN' LOVERS (LP)
17,NAT 'KING' COLE,TOO YOUNG TO GO STEADY
18,MORRIS STOLOFF,MOONGLOW AND THE THEME FROM 'PICNIC'
19,ELVIS PRESLEY,BLUE SUEDE SHOES
20,TERESA BREWER,SWEET OLD-FASHIONED GIRL
21,HUMPHREY LYTTELTON BAND,BAD PENNY BLUES
21,TONY MARTIN,WALK HAND IN HAND
23,TED HEATH AND HIS MUSIC,THE FAITHFUL HUSSAR
24,MICHAEL HOLLIDAY,HOT DIGGITY (DOG ZIGGITY BOOM)/THE GAL WITH THE YALLER SHOES
24,GEORGIA GIBBS,KISS ME ANOTHER
26,JOE 'FINGERS' CARR,PORTUGUESE WASHERWOMAN
27,LONNIE DONEGAN,SKIFFLE SESSION (EP)
28,DORIS DAY,WHATEVER WILL BE WILL BE (QUE SERA SERA)
29,LOUIS ARMSTRONG WITH HIS ALL-STARS,THE FAITHFUL HUSSAR
30,GENE VINCENT,BE BOP A LULA
30,ALMA COGAN,THE BIRDS AND THE BEES
30,ELVIS PRESLEY,I WANT YOU I NEED YOU I LOVE YOU
