positions,artists,titles
1,CHARLES AND EDDIE,WOULD I LIE TO YOU
2,WHITNEY HOUSTON,I WILL ALWAYS LOVE YOU
3,BOYZ II MEN,END OF THE ROAD
4,HEAVEN 17,TEMPTATION (BROTHERS IN RHYTHM REMIX)
5,UNDERCOVER,NEVER LET HER SLIP AWAY
6,THE PRODIGY,OUT OF SPACE/RUFF IN THE JUNGLE BIZNESS
7,ARRESTED DEVELOPMENT,PEOPLE EVERYDAY
8,GUNS N' ROSES,YESTERDAYS
9,THE SHAMEN,BOSS DRUM
10,GENESIS,INVISIBLE TOUCH (LIVE)
11,SIMPLY RED,THE MONTREUX EP
12,VANESSA PARADIS,BE MY BABY
13,RAGE,RUN TO YOU
14,DEACON BLUE,YOUR TOWN
15,ERMA FRANKLIN,(TAKE A LITTLE) PIECE OF MY HEART
16,EN VOGUE,FREE YOUR MIND/GIVING HIM SOMETHING HE CAN FEEL
17,SHABBA RANKS FEATURING JOHNNY GILL,SLOW AND SEXY FT JOHNNY GILL
18,AMBASSADORS OF FUNK,SUPERMARIOLAND FT MC MARIO
19,BRIAN MAY,BACK TO THE LIGHT
20,KYLIE MINOGUE,CELEBRATION
21,CARTER - THE UNSTOPPABLE SEX MACHINE,THE IMPOSSIBLE DREAM
22,THE PASADENAS,LET'S STAY TOGETHER
23,EMF,IT'S YOU
24,CATHY DENNIS,IRRESISTIBLE
25,BIZARRE INC,I'M GONNA GET YOU FT ANGIE BROWN
26,JASON DONOVAN,AS TIME GOES BY
27,DIANA ROSS,IF WE HOLD ON TOGETHER
28,FAITH NO MORE,EVERYTHING'S RUINED
29,MANIC STREET PREACHERS,LITTLE BABY NOTHING
30,TASMIN ARCHER,SLEEPING SATELLITE
31,CHRIS REA,GOD'S GREAT BANANA SKIN
32,PM DAWN,I'D DIE WITHOUT YOU
33,MAXI PRIEST/MAXI PRIEST FEATURING APACHE INDIAN,JUST WANNA KNOW/FE REAL FT APACHE INDIAN
34,SHAKESPEARS SISTER,HELLO (TURN YOUR RADIO ON)
35,CHER,OH NO NOT MY BABY
36,ELECTROSET,HOW DOES IT FEEL?
37,INXS,TASTE IT
38,BASSHEADS,WHO CAN MAKE ME FEEL GOOD?
39,MICHAEL BOLTON,TO LOVE SOMEBODY
40,ENYA,THE CELTS
41,R.E.M.,MAN ON THE MOON
42,BOB MARLEY & THE WAILERS,WHY SHOULD I
43,EAST 17,GOLD
44,MADNESS,THE HARDER THEY COME
45,NEIL DIAMOND,MORNING HAS BROKEN
46,TAKE THAT,A MILLION LOVE SONGS (EP)
47,VEGAS,SHE
48,ELTON JOHN,THE LAST SONG
49,ERASURE,WHO NEEDS LOVE LIKE THAT
50,RICHARD MARX,CHAINS AROUND MY HEART
51,TC 1992,FUNKY GUITAR
52,LIONEL RICHIE,LOVE OH LOVE
53,THE BLACK CROWES,HOTEL ILLNESS
54,BON JOVI,KEEP THE FAITH
55,ROTTERDAM TERMINATION SOURCE,POING
56,GARY GLITTER,THROUGH THE YEARS
57,ALL ABOUT EVE,SOME FINER DAY
58,PAVEMENT,"WATERY, DOMESTIC (EP)"
59,ROXETTE,QUEEN OF RAIN
60,ALY-US,FOLLOW ME
61,FELIX,IT WILL MAKE ME CRAZY
62,SADE,FEEL NO PAIN
63,BILLY RAY CYRUS,THESE BOOTS ARE MADE FOR WALKIN'
64,JOE COCKER,WHEN THE NIGHT COMES {1992}
65,TREY LORENZ,SOMEONE TO HOLD
66,L7,PRETEND WE'RE DEAD
67,MADONNA,EROTICA
68,JOHN PAUL YOUNG,LOVE IS IN THE AIR (REMIX)
69,INNER CIRCLE,SWEAT (A LA LA LA LA LONG)
70,GARY CLAIL ON-U SOUND SYSTEM,WHO PAYS THE PIPER
71,BANANARAMA,LAST THING ON MY MIND
72,MARY J BLIGE,REAL LOVE
73,ALISON LIMERICK,HEAR MY CALL
74,MARTHA WASH,CARRY ON
75,JOE PUBLIC,I'VE BEEN WATCHIN'
