positions,artists,titles
1,MARTIN GARRIX,ANIMALS
2,LILY ALLEN,SOMEWHERE ONLY WE KNOW
3,ELLIE GOULDING,HOW LONG WILL I LOVE YOU
4,EMINEM FT RIHANNA,THE MONSTER
5,LITTLE MIX,MOVE
6,STORM QUEEN,LOOK RIGHT THROUGH
7,LORDE,ROYALS
8,ONE DIRECTION,STORY OF MY LIFE
9,LADY GAGA & R KELLY,DO WHAT U WANT
10,ROBBIE WILLIAMS,GO GENTLE
11,ONEREPUBLIC,COUNTING STARS
12,MILEY CYRUS,WRECKING BALL
13,POPPY GIRLS,THE CALL (NO NEED TO SAY GOODBYE)
14,CELINE DION,LOVED ME BACK TO LIFE
15,KATY PERRY,ROAR
16,RIZZLE KICKS,SKIP TO THE GOOD BIT
17,FATBOYSLIM/RIVASTARR/BEARDYMAN,EAT SLEEP RAVE REPEAT
18,WILKINSON FT BECKY HILL,AFTERGLOW
19,SHOWTEK/WE ARE LOUD/WILSON,BOOYAH
20,DRAKE FT MAJID JORDAN,HOLD ON WE'RE GOING HOME
21,ED SHEERAN,I SEE FIRE
22,JAMES BLUNT,BONFIRE HEART
23,KILLERS,SHOT AT THE NIGHT
24,TINIE TEMPAH FT JOHN MARTIN,CHILDREN OF THE SUN
25,PASSENGER,LET HER GO
26,KEANE,SOMEWHERE ONLY WE KNOW
27,ELLIE GOULDING,BURN
28,YLVIS,THE FOX
29,KATY B,5 AM
30,JAMES ARTHUR,YOU'RE NOBODY 'TIL SOMEBODY LOVES YOU
31,FOXES,YOUTH
32,VAMPS,CAN WE DANCE
33,AVICII,WAKE ME UP
34,JUSTIN BIEBER,ALL BAD
35,CONOR MAYNARD,R U CRAZY
36,JASON DERULO FT 2 CHAINZ,TALK DIRTY
37,BRITNEY SPEARS,WORK BITCH
38,ROBIN THICKE/KENDRICK LAMAR,GIVE IT 2 U
39,RUDIMENTAL FT EMELI SANDE,FREE
40,DIZZEE RASCAL FT TEDDY SKY,LOVE THIS TOWN
41,EMINEM,BERZERK
42,AWOLNATION,SAIL
43,BEN PEARCE,WHAT I MIGHT DO
44,ROBIN THICKE/TI/PHARRELL,BLURRED LINES
45,WANTED,SHOW ME LOVE (AMERICA)
46,1975,GIRLS
47,AVICII,YOU MAKE ME
48,BASTILLE,POMPEII
49,EMINEM,SURVIVAL
50,SATURDAYS,DISCO LOVE
51,LADY GAGA,APPLAUSE
52,LAWSON,JULIET
53,MACKLEMORE/LEWIS/LAMBERT,SAME LOVE
54,IMAGINE DRAGONS,ON TOP OF THE WORLD
55,RY X,BERLIN
56,LANA DEL REY VS CEDRIC GERVAIS,SUMMERTIME SADNESS
57,LITTLE MIX,THESE FOUR WALLS
58,LUMINEERS,HO HEY
59,JOHN NEWMAN,LOVE ME AGAIN
60,JESSIE J,SEXY LADY
61,MILEY CYRUS,WE CAN'T STOP
62,BRUNO MARS,GORILLA
63,GEORGINA ANDERSON,TWO THIRDS OF A PIECE
64,TAYLOR SWIFT & GARY LIGHTBODY,THE LAST TIME
65,KEANE,EVERYBODY'S CHANGING
66,DAFT PUNK FT PHARRELL WILLIAMS,GET LUCKY
67,KLANGKARUSSELL FT WILL HEARD,SONNENTANZ (SUN DON'T SHINE)
68,EMINEM,RAP GOD
69,ONE DIRECTION,BEST SONG EVER
70,ROD STEWART,FOREVER YOUNG
71,KATY PERRY,UNCONDITIONALLY
72,NAUGHTY BOY FT SAM SMITH,LA LA LA
73,FALL OUT BOY,YOUNG VOLCANOES
74,CHRISTINA PERRI,A THOUSAND YEARS
75,YOU ME AT SIX,HOPE FOR THE BEST
76,LADY GAGA,VENUS
77,LITTLE MIX,LITTLE ME
78,KID INK FT CHRIS BROWN,SHOW ME
79,JAY-Z FT JUSTIN TIMBERLAKE,HOLY GRAIL
80,AVICII,HEY BROTHER
81,CHASE & STATUS FT MOKO,COUNT ON ME
82,1975,CHOCOLATE
83,KILLERS,JUST ANOTHER GIRL
84,ARCTIC MONKEYS,DO I WANNA KNOW
85,IMAGINE DRAGONS,RADIOACTIVE
86,IGGY AZALEA FT TI,CHANGE YOUR LIFE
87,KILLERS,WHEN YOU WERE YOUNG
88,KILLERS,MR BRIGHTSIDE
89,ROBBIE WILLIAMS,SHINE MY SHOES
90,MARIAH CAREY,THE ART OF LETTING GO
91,BUSTED,YEAR 3000
92,UNION J,BEAUTIFUL LIFE
93,JESSIE J,IT'S MY PARTY
94,LONDON GRAMMAR,STRONG
95,JAMES ARTHUR,IMPOSSIBLE
96,OLLY MURS,DEAR DARLIN'
97,MACKLEMORE/RYAN LEWIS/DALTON,CAN'T HOLD US
98,MARIAH CAREY,ALL I WANT FOR CHRISTMAS IS YOU
99,AGNETHA FALTSKOG,I SHOULD'VE FOLLOWED YOU HOME
100,SWEDISH HOUSE MAFIA/MARTIN,DON'T YOU WORRY CHILD
