positions,artists,titles
1,PET SHOP BOYS,IT'S A SIN
2,BRUCE WILLIS,UNDER THE BOARDWALK
3,THE FIRM,STAR TREKKIN'
4,TERENCE TRENT D'ARBY,WISHING WELL
5,A-HA,THE LIVING DAYLIGHTS
6,CLIFF RICHARD,MY PRETTY ONE
7,ATLANTIC STARR,ALWAYS
8,WHITNEY HOUSTON,I WANNA DANCE WITH SOMEBODY (WHO LOVES ME)
9,JOHN FARNHAM,YOU'RE THE VOICE
10,CURIOSITY KILLED THE CAT,MISFIT {1987}
11,WHITESNAKE,IS THIS LOVE
12,BLACK,SWEETEST SMILE
13,CHRIS REA,LET'S DANCE
14,ABC,WHEN SMOKEY SINGS
15,HEART,ALONE
16,MEL AND KIM,F.L.M.
17,BILLY IDOL,SWEET SIXTEEN
18,BROKEN ENGLISH,COMIN' ON STRONG
19,GEORGE MICHAEL,I WANT YOUR SEX
20,JOHNNY LOGAN,HOLD ME NOW
21,JACKIE WILSON,(YOUR LOVE KEEPS LIFTING ME) HIGHER AND HIGHER {1987}
22,GENESIS,THROWING IT ALL AWAY
23,SAMANTHA FOX,NOTHING'S GONNA STOP ME NOW
24,PRINCE,IF I WAS YOUR GIRLFRIEND
25,SIMPLE MINDS,PROMISED YOU A MIRACLE (LIVE)
26,SHAKIN' STEVENS,A LITTLE BOOGIE WOOGIE (IN THE BACK OF MY MIND)
27,THE CHRISTIANS,HOOVERVILLE (AND THEY PROMISED US THE WORLD)
28,STARSHIP,NOTHING'S GONNA STOP US NOW
29,U2,I STILL HAVEN'T FOUND WHAT I'M LOOKING FOR
30,THE CURE,CATCH
31,BOOGIE BOX HIGH,JIVE TALKIN'
32,KENNY G,SONGBIRD
33,CROWDED HOUSE,DON'T DREAM IT'S OVER
34,ERASURE,VICTIM OF LOVE
35,JODY WATLEY,LOOKING FOR A NEW LOVE
36,LIVING IN A BOX,SCALES OF JUSTICE
37,FREDDIE MCGREGOR,JUST DON'T WANT TO BE LONELY
38,JOYCE SIMS,LIFETIME LOVE
39,TOM JONES,IT'S NOT UNUSUAL {1987}
40,MIRAGE,JACK MIX II/III
41,HERB ALPERT,DIAMONDS {1987}
42,DAVID BOWIE,TIME WILL CRAWL
43,MAN 2 MAN,I NEED A MAN
44,PEPSI AND SHIRLIE,GOODBYE STRANGER
45,ERROL BROWN,PERSONAL TOUCH
46,MANTRONIX,SCREAM
47,RUN-DMC,IT'S TRICKY
48,THE KANE GANG,MOTORTOWN
49,JANET JACKSON,THE PLEASURE PRINCIPLE
50,HUE AND CRY,LABOUR OF LOVE
51,PETER GABRIEL,RED RAIN
52,THE GAP BAND,OOPS UPSIDE YOUR HEAD {1987}
53,JUDY BOUCHER,YOU CAUGHT MY EYE
54,ROBERT CRAY BAND,RIGHT NEXT DOOR
55,BANANARAMA,I HEARD A RUMOUR
56,BEASTIE BOYS,NO SLEEP TILL BROOKLYN
57,SWING OUT SISTER,FOOLED BY A SMILE
58,ANTHRAX,INDIANS
59,ALEXANDER O'NEAL,FAKE
60,LUTHER VANDROSS,I REALLY DIDN'T MEAN IT
61,NOEL MURPHY,MURPHY AND THE BRICKS
62,BREAKFAST CLUB,RIGHT ON TRACK
63,DENNIS EDWARDS AND SIEDAH GARRETT,DON'T LOOK ANY FURTHER
64,PRINCESS,RED HOT
65,LINDA RONSTADT AND JAMES INGRAM,SOMEWHERE OUT THERE
66,WET WET WET,WISHING I WAS LUCKY
67,ROBBIE NEVIL,WOT'S IT TO YA
68,FLEETWOOD MAC,SEVEN WONDERS
69,ELKIE BROOKS,WE'VE GOT TONIGHT
70,THAT PETROL EMOTION,DANCE
71,BEN E KING,SAVE THE LAST DANCE FOR ME
72,JOHNNY HATES JAZZ,SHATTERED DREAMS
73,KING SUN-D MOET,HEY LOVE
74,TROUBLE FUNK,WOMAN OF PRINCIPLE
75,SUZANNE VEGA,LUKA
76,LL COOL J,I'M BAD
77,BALAAM AND THE ANGEL,I'LL SHOW YOU SOMETHING SPECIAL
78,LAINER AND CO,DANCING IN THE NIGHT
79,THE BEATMASTERS FEATURING THE COOKIE CREW,ROK DA HOUSE FT THE COOKIE CREW
80,BRYAN ADAMS,HEARTS ON FIRE
81,JENNIFER WARNES,FIRST WE TAKE MANHATTAN
82,LISA LISA AND CULT JAM,HEAD TO TOE
83,OLIVER CHEATHAM,WISH ON A STAR
84,ARETHA FRANKLIN,ROCK-A-LOTT
85,MARILLION,INCOMMUNICADO
86,BOBBY WOMACK,HOW COULD YOU BREAK MY HEART
87,THE B-52S,WIG
88,ROGER DALTREY,HEARTS ON FIRE
89,PRIMAL SCREAM,GENTLE TUESDAY
90,RUSS BROWN,TAKE MY LOVE
91,THE FATBACK BAND,I FOUND LOVIN' {1987}
92,DONNA ALLEN,SATISFIED
93,SPAGNA,CALL ME
94,THE FATBACK BAND,RHYTHM OF THE NIGHT
95,RUBY TURNER,IN MY LIFE
96,KOOL CHIP,JAZZ IT UP
97,TERENCE TRENT D'ARBY,IF YOU LET ME STAY
98,REGINA BELLE,SHOW ME THE WAY
99,RADIO HEART FEATURING GARY NUMAN,LONDON TIMES FT GARY NUMAN
100,ULTRAVOX,ALL IN ONE DAY
