positions,artists,titles
1,ABBA,NAME OF THE GAME
2,BACCARA,YES SIR I CAN BOOGIE
3,ROD STEWART,YOU'RE IN MY HEART
4,STATUS QUO,ROCKIN' ALL OVER THE WORLD
5,TOM ROBINSON,2-4-6-8 MOTORWAY
6,QUEEN,WE ARE THE CHAMPIONS
7,LA BELLE EPOQUE,BLACK IS BLACK
8,RAM JAM,BLACK BETTY
9,THE CARPENTERS,CALLING OCCUPANTS OF INTERPLANETARY CRAFT
10,SMOKIE,NEEDLES AND PINS
11,ROXY MUSIC,VIRGINIA PLAIN {1977}
12,THE BEE GEES,HOW DEEP IS YOUR LOVE
13,THE SEX PISTOLS,HOLIDAY IN THE SUN
14,THE BARRON KNIGHTS,LIVE IN TROUBLE
15,DAVID SOUL,SILVER LADY
16,NAZARETH,HOT TRACKS (EP)
17,SHOWADDYWADDY,DANCIN' PARTY
18,SANTANA,SHE'S NOT THERE
19,GIORGIO,FROM HERE TO ETERNITY
20,MECO,STAR WARS THEME
21,DARTS,DADDY COOL
22,BONEY M,BELFAST
23,DOROTHY MOORE,I BELIEVE YOU
24,ELECTRIC LIGHT ORCHESTRA,TURN TO STONE
25,DAVID BOWIE,HEROES
26,TINA CHARLES,LOVE BUG
27,THE STRANGLERS,NO MORE HEROES
28,DANNY MIRROR,I REMEMBER ELVIS PRESLEY
29,RUBY WINTERS,I WILL
30,THE JACKSONS,GOIN' PLACES
31,JONATHAN RICHMAN AND THE MODERN LOVERS,EGYPTIAN REGGAE
32,SLADE,MY BABY LEFT ME
33,ELVIS COSTELLO,WATCHIN' THE DETECTIVES
34,MARY MASON,ANGEL OF THE MORNING/ANYWAY THAT YOU WANT ME
35,CRYSTAL GAYLE,DON'T IT MAKE MY BROWN EYES BLUE
36,YES,WONDEROUS STORIES
37,THE EMOTIONS,BEST OF MY LOVE
38,THE COMMODORES,BRICKHOUSE/SWEET LOVE
39,KENNY EVERETT AND MIKE VICKERS,CAPTAIN KREMMEN
40,LENNY WILLIAMS,SHOO DOO FU FU OOH
41,STELLA PARTON,THE DANGER OF A STRANGER
42,CHICAGO,BABY WHAT A BIG SURPRISE
43,THE DOOLEYS,LOVE OF MY LIFE
44,SANTA ESMERALDA,DON'T LET ME BE MISUNDERSTOOD
45,DENIECE WILLIAMS,"BABY, BABY MY LOVE IS ALL FOR YOU"
46,THE JAM,MODERN WORLD
47,DBM,DISCO BEATLEMANIA
48,NOOSHA FOX,GEORGINA BAILEY
49,ROKOTTO,BOOGIE ON UP
50,BRIGHOUSE AND RASTRICK BRASS BAND,FLORAL DANCE
