positions,artists,titles
1,DEXY'S MIDNIGHT RUNNERS WITH THE EMERALD EXPRESS,COME ON EILEEN
2,SURVIVOR,EYE OF THE TIGER
3,IRENE CARA,FAME
4,YAZOO,DON'T GO
5,HOT CHOCOLATE,IT STARTED WITH A KISS
6,BOYSTOWN GANG,CAN'T TAKE MY EYES OFF YOU
7,THE STRANGLERS,STRANGE LITTLE GIRL
8,MADNESS,DRIVING IN MY CAR
9,KID CREOLE AND THE COCONUTS,STOOL PIGEON
10,BAD MANNERS,MY GIRL LOLLIPOP (MY BOY LOLLIPOP)
11,THE BELLE STARS,THE CLAPPING SONG
12,TOTO COELO,I EAT CANNIBALS (PART 1)
13,SOFT CELL,WHAT
14,THE FIRM,ARTHUR DALEY (E'S ALRIGHT)
15,KOOL AND THE GANG,BIG FUN
16,HAYSI FANTAYZEE,JOHN WAYNE IS BIG LEGGY
17,WAVELENGTH,HURRY HOME
18,THE FUN BOY THREE,SUMMERTIME
19,BANANARAMA,SHY BOY
20,JAPAN,I SECOND THAT EMOTION
21,ASSOCIATES,18 CARAT LOVE AFFAIR/LOVE HANGOVER
22,TRIO,DA DA DA
23,PAUL MCCARTNEY,TAKE IT AWAY
24,DONNA SUMMER,LOVE IS IN CONTROL (FINGER ON THE TRIGGER)
25,CLIFF RICHARD,THE ONLY WAY OUT
26,THE KIDS FROM 'FAME' FEATURING VALERIE LANDSBERG,HI FIDELITY FT VALERIE LANDSBERG
27,DURAN DURAN,SAVE A PRAYER
28,TALK TALK,TODAY
29,JUNIOR,TOO LATE
30,BRAT,CHALK DUST - THE UMPIRE STRIKES BACK
31,STING,SPREAD A LITTLE HAPPINESS
32,DAVID ESSEX,ME AND MY GIRL (NIGHT-CLUBBING)
33,HAIRCUT 100,NOBODY'S FOOL
34,MODERN ROMANCE FEATURING JOHN DU PREZ,CHERRY PINK AND APPLE BLOSSOM WHITE FT JOHN DU PREZ
35,TOM TOM CLUB,UNDER THE BOARDWALK
36,CAPTAIN SENSIBLE,WOT!
37,ROCKER'S REVENGE FEATURING DONNIE CALVIN,WALKING ON SUNSHINE FT DONNIE CALVIN
38,SYLVIAN SAKAMOTO,BAMBOO HOUSES/BAMBOO MUSIC
39,SHEENA EASTON,MACHINERY
40,THE CLASH,ROCK THE CASBAH
41,THE STEVE MILLER BAND,ABRACADABRA
42,PINK FLOYD,WHEN THE TIGERS BROKE FREE
43,THE PSYCHEDELIC FURS,LOVE MY WAY
44,DOLLAR,VIDEOTHEQUE
45,SHALAMAR,A NIGHT TO REMEMBER
46,TIGHT FIT,SECRET HEART
47,CHINA CRISIS,AFRICAN AND WHITE
48,QUEEN,BACKCHAT
49,LEO SAYER,HEART (STOP BEATING IN TIME)
50,SCRITTI POLITTI,ASYLUMS IN JERUSALEM/JACQUES DERRIDA
51,DAVID CHRISTIE,SADDLE UP
52,BLANCMANGE,FEEL ME
53,VISAGE,NIGHT TRAIN
54,10 C.C.,RUN AWAY
55,DIANA ROSS,IT'S NEVER TOO LATE
56,THOMAS DOLBY,WINDPOWER
57,KING TRIGGER,THE RIVER
58,SHAKIN' STEVENS,GIVE ME YOUR HEART TONIGHT
59,LIQUID GOLD,WHERE DID WE GO WRONG
60,ORANGE JUICE,TWO HEARTS TOGETHER/HOKOYO
61,PHILIP JAP,SAVE US
62,PETE TOWNSHEND,UNIFORMS
63,WONDER DOGS,RUFF MIX
64,ODYSSEY,INSIDE OUT
65,KATE BUSH,THE DREAMING
66,JUDAS PRIEST,YOU'VE GOT ANOTHER THING COMIN'
67,FRIDA,I KNOW THERE'S SOMETHING GOING ON
68,FASHION,LOVE SHADOW
69,ROCKY SHARPE AND THE REPLAYS,CLAP YOUR HANDS
70,IMAGINATION,MUSIC AND LIGHTS
71,THE MCCRARYS,LOVE ON A SUMMER NIGHT
72,KEN BARRIE,POSTMAN PAT
73,CHICAGO,HARD TO SAY I'M SORRY
74,CARLY SIMON,WHY
75,NICOLE,GIVE ME MORE TIME
