positions,artists,titles
1,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2,EMELI SANDE,NEXT TO ME
3,DJ FRESH FT RITA ORA,HOT RIGHT NOW
4,FLO RIDA FT SIA,WILD ONES
5,DAVID GUETTA FT SIA,TITANIUM
6,JESSIE J,DOMINO
7,NICKI MINAJ,STARSHIPS
8,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
9,GYM CLASS HEROES FT NEON HITCH,ASS BACK HOME
10,WILL I AM/JAGGER/LOPEZ,T.H.E (THE HARDEST EVER)
11,ED SHEERAN,DRUNK
12,ALYSSA REID FT JUMP SMOKERS,ALONE AGAIN
13,KELLY CLARKSON,STRONGER
14,LANA DEL REY,BORN TO DIE
15,RIZZLE KICKS,MAMA DO THE HUMP
16,LMFAO,SEXY AND I KNOW IT
17,ED SHEERAN,LEGO HOUSE
18,PITBULL FT CHRIS BROWN,INTERNATIONAL LOVE
19,COVER DRIVE,TWILIGHT
20,LANA DEL REY,VIDEO GAMES
21,LIL WAYNE FT BRUNO MARS,MIRROR
22,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
23,COLDPLAY,PARADISE
24,ONE DIRECTION,ONE THING
25,CHER LLOYD FT ASTRO,WANT U BACK
26,OLLY MURS,DANCE WITH ME TONIGHT
27,EMELI SANDE,HEAVEN
28,ADELE,ROLLING IN THE DEEP
29,FLO RIDA,GOOD FEELING
30,COLDPLAY,CHARLIE BROWN
31,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
32,ADELE,SOMEONE LIKE YOU
33,ED SHEERAN,THE A TEAM
34,LLOYD FT ANDRE 3000/LIL WAYNE,DEDICATION TO MY EX (MISS THAT)
35,JASON DERULO,BREATHING
36,CHRISTINA PERRI,JAR OF HEARTS
37,JAY-Z & KANYE WEST,N****S IN PARIS
38,AVICII,LEVELS
39,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
40,NADIA ALI,RAPTURE
41,ADELE,SET FIRE TO THE RAIN
42,DRAKE FT RIHANNA,TAKE CARE
43,LMFAO/LAUREN BENNETT/GOONROCK,PARTY ROCK ANTHEM
44,WHITNEY HOUSTON,I WILL ALWAYS LOVE YOU
45,PIXIE LOTT,KISS THE STARS
46,FLORENCE & THE MACHINE,SHAKE IT OUT
47,NOEL GALLAGHER'S HIGH FLYING,AKA WHAT A LIFE
48,ONE DIRECTION,WHAT MAKES YOU BEAUTIFUL
49,BEYONCE,LOVE ON TOP
50,FLORENCE & THE MACHINE,NO LIGHT NO LIGHT
51,REBECCA FERGUSON,NOTHING'S REAL BUT LOVE
52,OLLY MURS FT RIZZLE KICKS,HEART SKIPS A BEAT
53,MIA,BAD GIRLS
54,REDLIGHT,GET OUT MY HEAD
55,TYGA,RACK CITY
56,DAVID GUETTA FT USHER,WITHOUT YOU
57,RIHANNA,YOU DA ONE
58,CHARLENE SORAIA,WHEREVER YOU WILL GO
59,EMELI SANDE,READ ALL ABOUT IT PT 3
60,M83,MIDNIGHT CITY
61,KATY PERRY,THE ONE THAT GOT AWAY
62,WHITNEY HOUSTON,I WANNA DANCE WITH SOMEBODY
63,JESSIE J FT BOB,PRICE TAG
64,BLUR,SONG 2
65,PROFESSOR GREEN FT EMELI SANDE,READ ALL ABOUT IT
66,FOSTER THE PEOPLE,PUMPED UP KICKS
67,BRUNO MARS,JUST THE WAY YOU ARE (AMAZING)
68,SKRILLEX & THE DOORS,BREAKN' A SWEAT
69,DJ FRESH FT SIAN EVANS,LOUDER
70,NICKI MINAJ,SUPER BASS
71,KANYE WEST FT JAMIE FOXX,GOLD DIGGER
72,ALOE BLACC,I NEED A DOLLAR
73,WANTED,LIGHTNING
74,BLUR,PARKLIFE
75,VERVE,BITTER SWEET SYMPHONY
76,SWEDISH HOUSE MAFIA/KNIFEPARTY,ANTIDOTE
77,ED SHEERAN,YOU NEED ME I DON'T NEED YOU
78,MAVERICK SABRE,LET ME GO
79,KASABIAN,GOODBYE KISS
80,WILSON PHILLIPS,HOLD ON
81,RIZZLE KICKS,DOWN WITH THE TRUMPETS
82,NERO,CRUSH ON YOU
83,BEN HOWARD,THE WOLVES
84,MATT CARDLE,AMAZING
85,CHASE & STATUS FT DELILAH,TIME
86,MAVERICK SABRE,I NEED
87,ADELE,MAKE YOU FEEL MY LOVE
88,BLUR,GIRLS AND BOYS
89,WHITNEY HOUSTON,ONE MOMENT IN TIME
90,NICKI MINAJ FT RIHANNA,FLY
91,BRUNO MARS,MARRY YOU
92,DRAKE FT LIL WAYNE,THE MOTTO
93,MADONNA/NICKI MINAJ/MIA,GIVE ME ALL YOUR LUVIN'
94,SKRILLEX FT SIRAH,BANGARANG
95,DON MCLEAN,AMERICAN PIE
96,PIXIE LOTT,ALL ABOUT TONIGHT
97,BLACK KEYS,LONELY BOY
98,WANTED,GLAD YOU CAME
99,ADELE,RUMOUR HAS IT
100,BIRDY,SKINNY LOVE
