positions,artists,titles
1,FRANK IFIELD,LOVESICK BLUES
2,DEL SHANNON,SWISS MAID
3,SUSAN MAUGHAN,BOBBY'S GIRL
4,CHRIS MONTEZ,LET'S DANCE
5,MARTY ROBBINS,DEVIL WOMAN
6,DUANE EDDY,DANCE WITH THE GUITAR MAN
7,MARK WYNTER,VENUS IN BLUE JEANS
8,ROLF HARRIS,SUN ARISE
9,TORNADOS,TELSTAR
10,LITTLE EVA,THE LOCO-MOTION
11,THE EVERLY BROTHERS,NO ONE CAN MAKE MY SUNSHINE SMILE
12,NAT 'KING' COLE,RAMBLIN' ROSE
13,THE FOUR SEASONS,SHERRY
14,PAT BOONE,THE MAIN ATTRACTION
15,CRAIG DOUGLAS,"OH, LONESOME ME"
16,JOHN BARRY ORCHESTRA,THE JAMES BOND THEME
17,RICHARD CHAMBERLAIN,LOVE ME TENDER
18,CAROLE KING,IT MIGHT AS WELL RAIN UNTIL SEPTEMBER
19,FRANK IFIELD,I REMEMBER YOU
20,JOE BROWN,IT ONLY TOOK A MINUTE
21,THE BEATLES,LOVE ME DO
22,TOMMY ROE,SHEILA
23,SHIRLEY BASSEY,WHAT NOW MY LOVE?
24,JOE LOSS ORCHESTRA,MUST BE MADISON
25,BOBBY VEE,A FOREVER KIND OF LOVE
26,ELVIS PRESLEY,RETURN TO SENDER
27,STAN GETZ AND CHARLIE BYRD,DESAFINADO
28,BRIAN HYLAND,WARMED OVER KISSES
29,MATT MONRO,MY LOVE AND DEVOTION
30,BRENDA LEE,ROCKIN' AROUND THE CHRISTMAS TREE
31,MR. ACKER BILK,LONELY
32,CHUBBY CHECKER,LIMBO ROCK
33,PETER JAY AND THE JAYWALKERS,CAN CAN '62
34,HANK LOCKLIN,WE'RE GONNA GO FISHIN'
35,NEIL SEDAKA,NEXT DOOR TO AN ANGEL
36,JOHNNY TILLOTSON,SEND ME THE PILLOW YOU DREAM ON
37,BILLY FURY,BECAUSE OF LOVE
38,JIMMY DEAN,LITTLE BLACK BOOK
39,MR. ACKER BILK,STRANGER ON THE SHORE
40,RAY CHARLES,YOU DON'T KNOW ME
41,RONNIE CARROLL,IF ONLY TOMORROW
42,JIM REEVES,I'M GONNA CHANGE EVERYTHING
43,ELVIS PRESLEY,SHE'S NOT YOU
44,MARTY WILDE,EVER SINCE YOU SAID GOODBYE
45,CRYSTALS,HE'S A REBEL
46,RUSS CONWAY,ALWAYS YOU AND ME
47,ELLA FITZGERALD,DESAFINADO
48,PATSY CLINE,HEARTACHES
49,BOBBY DARIN,BABY FACE
50,MAUREEN EVANS,LIKE I DO
