positions,artists,titles
1,OLLY MURS FT FLO RIDA,TROUBLEMAKER
2,GIRLS ALOUD,SOMETHING NEW
3,ONE DIRECTION,LITTLE THINGS
4,LABRINTH FT EMELI SANDE,BENEATH YOUR BEAUTIFUL
5,ALICIA KEYS,GIRL ON FIRE
6,PSY,GANGNAM STYLE
7,GABRIELLE APLIN,THE POWER OF LOVE
8,ROBBIE WILLIAMS,CANDY
9,BRUNO MARS,LOCKED OUT OF HEAVEN
10,RIHANNA,DIAMONDS
11,LUMINEERS,HO HEY
12,LITTLE MIX,DNA
13,CHRISTINA PERRI,A THOUSAND YEARS
14,RUDIMENTAL/NEWMAN/CLARE,NOT GIVING IN
15,SWEDISH HOUSE MAFIA/MARTIN,DON'T YOU WORRY CHILD
16,ADELE,SKYFALL
17,WILEY/SKEPTA/JME/MS D,CAN YOU HEAR ME (AYAYAYA)
18,CALVIN HARRIS/FLORENCE WELCH,SWEET NOTHING
19,DISCLOSURE FT SAM SMITH,LATCH
20,MAROON 5,ONE MORE NIGHT
21,SCRIPT FT WILL I AM,HALL OF FAME
22,RITA ORA,SHINE YA LIGHT
23,ED SHEERAN,GIVE ME LOVE
24,JUSTIN BIEBER FT NICKI MINAJ,BEAUTY AND A BEAT
25,TAYLOR SWIFT,WE ARE NEVER EVER GETTING BACK TOGETHER
26,SUB FOCUS FT ALPINES,TIDAL WAVE
27,AC/DC,BACK IN BLACK
28,ELLIE GOULDING,ANYTHING COULD HAPPEN
29,WANTED,I FOUND YOU
30,PINK,TRY
31,MCFLY,LOVE IS EASY
32,ONE DIRECTION,LIVE WHILE WE'RE YOUNG
33,FLO RIDA,I CRY
34,LITTLE MIX,WINGS
35,NICKI MINAJ,VA VA VOOM
36,RIHANNA FT DAVID GUETTA,RIGHT NOW
37,NAUGHTY BOY FT EMELI SANDE,WONDER
38,DJ FRESH,GOLD DUST
39,MISHA B,DO YOU THINK OF ME
40,AC/DC,HIGHWAY TO HELL
41,LUDACRIS/USHER/DAVID GUETTA,REST OF MY LIFE
42,AC/DC,YOU SHOOK ME ALL NIGHT LONG
43,OTTO KNOWS,MILLION VOICES
44,AC/DC,THUNDERSTRUCK
45,STOOSHE,WATERFALLS
46,OWL CITY/CARLY RAE JEPSEN,GOOD TIME
47,TAYLOR SWIFT,I KNEW YOU WERE TROUBLE
48,FUN FT JANELLE MONAE,WE ARE YOUNG
49,DAVID GUETTA FT SIA,SHE WOLF (FALLING TO PIECES)
50,NE-YO,LET ME LOVE YOU (UNTIL YOU LEARN TO LOVE
51,MONSTA,HOLDIN' ON
52,CARLY RAE JEPSEN,CALL ME MAYBE
53,POGUES FT KIRSTY MACCOLL,FAIRYTALE OF NEW YORK
54,CONOR MAYNARD FT NE-YO,TURN AROUND
55,FLORENCE & THE MACHINE,SPECTRUM
56,MARIAH CAREY,ALL I WANT FOR CHRISTMAS IS YOU
57,PALOMA FAITH,NEVER TEAR US APART
58,FUN,SOME NIGHTS
59,SCRIPT,SIX DEGREES OF SEPARATION
60,LAWSON,STANDING IN THE DARK
61,ROLLING STONES,DOOM AND GLOOM
62,SAM & THE WOMP,BOM BOM
63,RIHANNA FT CHRIS BROWN,NOBODY'S BUSINESS
64,LADYWELL PRIMARY SCHOOL,O HOLY NIGHT
65,EXAMPLE,CLOSE ENEMIES
66,LANA DEL REY,RIDE
67,MUMFORD & SONS,I WILL WAIT
68,AC/DC,WHOLE LOTTA ROSIE
69,ONE DIRECTION,WHAT MAKES YOU BEAUTIFUL
70,JASON MRAZ,I WON'T GIVE UP
71,PINK,BLOW ME (ONE LAST KISS)
72,RUDIMENTAL FT JOHN NEWMAN,FEEL THE LOVE
73,JLS,HOTTEST GIRL IN THE WORLD
74,NICKI MINAJ & LIL WAYNE,HIGH SCHOOL
75,RIHANNA,HALF OF ME
76,EMELI SANDE,READ ALL ABOUT IT PT 3
77,LENKA,EVERYTHING AT ONCE
78,OF MONSTERS & MEN,LITTLE TALKS
79,JAY-Z & KANYE WEST,N****S IN PARIS
80,CHRIS BROWN,DON'T JUDGE ME
81,CALVIN HARRIS FT TINIE TEMPAH,DRINKING FROM THE BOTTLE
82,CALVIN HARRIS FT EXAMPLE,WE'LL BE COMING BACK
83,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
84,RITA ORA,HOW WE DO (PARTY)
85,JULIO BASHMORE,AU SEVE
86,NICKI MINAJ,POUND THE ALARM
87,MAROON 5 FT WIZ KHALIFA,PAYPHONE
88,FRANKIE GOES TO HOLLYWOOD,THE POWER OF LOVE
89,TWO DOOR CINEMA CLUB,SUN
90,BIRDY,SKINNY LOVE
91,CHRISTINA AGUILERA,YOUR BODY
92,RIHANNA FT EMINEM,NUMB
93,WILLY MOON,YEAH YEAH
94,WILEY FT MS D,HEATWAVE
95,LADY ANTEBELLUM,NEED YOU NOW
96,FAITHLESS,INSOMNIA
97,NICKI MINAJ/CIARA,I'M LEGIT
98,AC/DC,SHOOT TO THRILL
99,DAVID GUETTA FT SIA,TITANIUM
100,JESSIE J,SILVER LINING (CRAZY 'BOUT YOU)
