positions,artists,titles
1,TOM JONES,IT'S NOT UNUSUAL
2,SEEKERS,I'LL NEVER FIND ANOTHER YOU
3,HERMAN'S HERMITS,SILHOUETTES
4,SANDIE SHAW,I'LL STOP AT NOTHING
5,WAYNE FONTANA AND THE MINDBENDERS,GAME OF LOVE
6,THE ROLLING STONES,THE LAST TIME
7,MARIANNE FAITHFULL,COME AND STAY WITH ME
8,THE ANIMALS,DON'T LET ME BE MISUNDERSTOOD
9,GENE PITNEY,I MUST BE SEEING THINGS
10,THE HOLLIES,YES I WILL
11,IVY LEAGUE,FUNNY HOW LOVE CAN BE
12,VAL DOONICAN,THE SPECIAL YEARS
13,THE SEARCHERS,GOODBYE MY LOVE
14,ROY ORBISON,GOODNIGHT
15,THE KINKS,TIRED OF WAITING FOR YOU
16,PJ PROBY,I APOLOGISE
17,JIM REEVES,IT HURTS SO MUCH
18,THE SHADOWS,MARY ANNE
19,PRETTY THINGS,HONEY I NEED
20,DEL SHANNON,KEEP SEARCHIN'
21,TWINKLE,GOLDEN LIGHTS
22,THE RIGHTEOUS BROTHERS,YOU'VE LOST THAT LOVIN' FEELIN'
23,RONNIE HILTON,A WINDMILL IN OLD AMSTERDAM
24,GEORGIE FAME,IN THE MEANTIME
25,DOBIE GRAY,THE 'IN' CROWD
26,THE WHO,I CAN'T EXPLAIN
27,UNIT FOUR PLUS TWO,CONCRETE AND CLAY
28,ADAM FAITH,STOP FEELING SORRY FOR YOURSELF
29,MANFRED MANN,COME TOMORROW
30,PETULA CLARK,I KNOW A PLACE
31,GOLDIE AND THE GINGERBREADS,CAN'T YOU HEAR MY HEART BEAT
32,ELVIS PRESLEY,DO THE CLAM
33,SOUNDS ORCHESTRAL,CAST YOUR FATE TO THE WIND
34,NASHVILLE TEENS,FIND MY WAY BACK HOME
35,SUE THOMPSON,PAPER TIGER
36,SHANGRI-LAS,LEADER OF THE PACK
37,THE MOODY BLUES,I DON'T WANT TO GO ON WITHOUT YOU
38,CLIFF RICHARD,THE MINUTE YOU'RE GONE
39,KATHY KIRBY,I BELONG
40,CILLA BLACK,YOU'VE LOST THAT LOVIN' FEELIN'
41,WAIKIKIS,HAWAII TATTOO
42,IAN CAMPBELL FOLK GROUP,THE TIMES THEY ARE A-CHANGIN'
43,BILLY FURY,I'M LOST WITHOUT YOU
44,THE DAVE CLARK FIVE,REELIN' AND ROCKIN'
45,DUSTY SPRINGFIELD,YOUR HURTIN' KIND OF LOVE
46,FRANKIE VAUGHAN,SOMEONE MUST HAVE HURT YOU A LOT
47,THE ZOMBIES,TELL HER NO
48,GERRY AND THE PACEMAKERS,FERRY CROSS THE MERSEY
49,LARRY CUNNINGHAM AND THE MIGHTY AVONS,TRIBUTE TO JIM REEVES
50,THE MOODY BLUES,GO NOW
