positions,artists,titles
1,UB40,RED RED WINE
2,KC AND THE SUNSHINE BAND,GIVE IT UP
3,SPANDAU BALLET,GOLD
4,MADNESS,WINGS OF A DOVE
5,ELTON JOHN,I'M STILL STANDING
6,WHAM!,CLUB TROPICANA
7,THE STYLE COUNCIL,LONG HOT SUMMER/PARIS MATCH
8,ROD STEWART,WHAT AM I GONNA DO
9,MODERN ROMANCE,WALKING IN THE RAIN
10,DAVID GRANT,"WATCHING YOU, WATCHING ME"
11,LEVEL 42,THE SUN GOES DOWN (LIVING IT UP)
12,HERBIE HANCOCK,ROCKIT
13,THE KINKS,COME DANCING
14,DEPECHE MODE,EVERYTHING COUNTS
15,CARMEL,BAD DAY
16,PEABO BRYSON AND ROBERTA FLACK,TONIGHT I CELEBRATE MY LOVE
17,NEW ORDER,CONFUSION
18,SHALAMAR,DISAPPEARING ACT
19,MALCOLM MCLAREN,DOUBLE DUTCH
20,GENESIS,MAMA
21,LOTUS EATERS,THE FIRST PICTURE OF YOU
22,BIG COUNTRY,CHANCE
23,KRAFTWERK,TOUR DE FRANCE
24,ROBERT PLANT,BIG LOG
25,FREEEZ,I.O.U.
26,GARY BYRD AND THE GB EXPERIENCE,THE CROWN
27,KIM WILDE,LOVE BLONDE
28,CREATURES,RIGHT NOW
29,GALAXY FEATURING PHIL FEARON,WAIT UNTIL TONIGHT (MY LOVE) FT PHIL FEARON
30,GARY NUMAN,WARRIORS
31,PAUL YOUNG,WHEREVER I LAY MY HAT (THAT'S MY HOME)
32,THE STRAY CATS,(SHE'S) SEXY AND 17
33,TRACIE,GIVE IT SOME EMOTION
34,EURYTHMICS,WHO'S THAT GIRL?
35,MIKE OLDFIELD,MOONLIGHT SHADOW
36,CLIFF RICHARD,NEVER SAY DIE (GIVE A LITTLE BIT MORE)
37,JO BOXERS,JOHNNY FRIENDLY
38,H2O,JUST OUTSIDE OF HEAVEN
39,THE MOODY BLUES,BLUE WORLD
40,ANNABEL LAMB,RIDERS ON THE STORM
41,DEF LEPPARD,ROCK OF AGES
42,WHITESNAKE,GUILTY OF LOVE
43,BANANARAMA,CRUEL SUMMER
44,TRUTH,A STEP IN THE RIGHT DIRECTION
45,RYAN PARIS,DOLCE VITA
46,ASIA,DON'T CRY
47,THE BEATLES,SHE LOVES YOU {1983}
48,TWISTED SISTER,YOU CAN'T STOP ROCK 'N' ROLL
49,SHAKATAK,IF YOU COULD SEE ME NOW
50,MICHAEL SEMBELLO,MANIAC
51,STEVE HARLEY AND COCKNEY REBEL,BALLERINA (PRIMA DONNA)
52,RAINBOW,STREET OF DREAMS
53,NEW ORDER,BLUE MONDAY
54,HAIRCUT 100,PRIME TIME
55,NEW EDITION,POPCORN LOVE
56,SHAKIN' STEVENS,IT'S LATE
57,BARRY MANILOW,YOU'RE LOOKIN' HOT TONIGHT
58,AGNETHA FALTSKOG,WRAP YOUR ARMS AROUND ME
59,ELECTRIC LIGHT ORCHESTRA,SECRET MESSAGES
60,KENNY LYNCH,HALF THE DAY'S GONE
61,DAVID ESSEX,TAHITI
62,DANSE SOCIETY,WAKE UP
63,HEAVEN 17,COME LIVE WITH ME
64,THE SPECIAL AKA,RACIST FRIEND/BRIGHT LIGHTS
65,Y&T,MEAN STREAK
66,THE POLICE,WRAPPED AROUND YOUR FINGER
67,NEWCLEUS,JAM ON (REVENGE)
68,ZZ TOP,GIMME ALL YOUR LOVIN'
69,FUNK MASTERS,IT'S OVER
70,DAVE STEWART AND BARBARA GASKIN,BUSY DOING NOTHING
71,IRENE CARA,FLASHDANCE....WHAT A FEELING
72,SYLVESTER,BAND OF GOLD
73,ROD STEWART,BABY JANE
74,WEATHER GIRLS,IT'S RAINING MEN
75,GLOVE,LIKE AN ANIMAL
76,PARADISE,"ONE MIND, TWO HEARTS"
77,UNIQUE,WHAT I GOT IS WHAT YOU NEED
78,THE CHI-LITES,CHANGING FOR YOU
79,DIO,HOLY DIVER
80,MEN AT WORK,DR HECKYLL AND MR JIVE
81,JOHN FOXX,YOUR DRESS
82,RAW SILK,JUST IN TIME
83,SHRIEKBACK,LINED UP (REMIX)
84,JEFFREY OSBORNE,DON'T YOU GET SO MAD
85,THE STYLE COUNCIL,MONEY GO ROUND (PART ONE)
86,HAYWOODE,A TIME LIKE THIS
87,STAR SISTERS,STAR SISTERS
88,MONYAKA,GO DEH YAKA (GO TO THE TOP)
89,MEN WITHOUT HATS,THE SAFETY DANCE
90,KID CREOLE AND THE COCONUTS,THERE'S SOMETHING WRONG IN PARADISE
91,COMSAT ANGELS,WILL YOU STAY TONIGHT
92,HOWARD JONES,NEW SONG
93,BRENDAN SHINE,COUNTY DOWN
94,JUNIOR,RUNNIN'
95,GANG OF FOUR,IS IT LOVE
96,KATIE KISSOON,YOU'RE THE ONE (YOU'RE MY NUMBER ONE)
97,PATRICK GAMMON,DO MY DITTY
98,A FLOCK OF SEAGULLS,(IT'S NOT ME) TALKING
99,NEW YORK SKYY,SHOW ME THE WAY
100,EDWIN STARR,SMOOTH
