positions,artists,titles
1,KATE BUSH,WUTHERING HEIGHTS
2,BLONDIE,DENIS
3,BRIAN AND MICHAEL,MATCHSTALK MEN AND MATCHSTALK CATS AND DOGS
4,GERRY RAFFERTY,BAKER STREET
5,ERUPTION,I CAN'T STAND THE RAIN
6,ROSE ROYCE,WISHING ON A STAR
7,DARTS,COME BACK MY LOVE
8,ABBA,TAKE A CHANCE ON ME
9,THE BEE GEES,STAYIN' ALIVE
10,NICK LOWE,I LOVE THE SOUND OF BREAKING GLASS
11,ELECTRIC LIGHT ORCHESTRA,MR. BLUE SKY
12,SAMANTHA SANG,EMOTIONS
13,BOB MARLEY & THE WAILERS,IS THIS LOVE
14,HOT CHOCOLATE,EVERY 1'S A WINNER
15,EARTH WIND AND FIRE,FANTASY
16,ANDY CAMERON,ALLY'S TARTAN ARMY
17,ELKIE BROOKS,LILAC WINE
18,REAL THING,WHENEVER YOU WANT MY LOVE
19,DONNA SUMMER,RUMOUR HAS IT
20,SUZI QUATRO,IF YOU CAN'T GIVE ME LOVE
21,YELLOW DOG,JUST ONE MORE NIGHT
22,GENESIS,FOLLOW YOU FOLLOW ME
23,FREE,THE FREE EP
24,THE MANHATTAN TRANSFER,WALK IN LOVE
25,SHOWADDYWADDY,I WONDER WHY
26,ELVIS COSTELLO AND THE ATTRACTIONS,(I DON'T WANNA GO TO) CHELSEA
27,THE JAM,NEWS OF THE WORLD
28,BILLY JOEL,JUST THE WAY YOU ARE
28,TINA CHARLES,I'LL GO WHERE YOUR MUSIC TAKES ME
30,DAN HILL,SOMETIMES WHEN WE TOUCH
31,TAVARES,THE GHOST OF LOVE
32,THE SWEET,LOVE IS LIKE OXYGEN
33,ANDREW GOLD,NEVER LET HER SLIP AWAY
34,SHEILA AND B DEVOTION,SINGIN' IN THE RAIN
35,THE STRANGLERS,FIVE MINUTES
36,PLAYER,BABY COME BACK
37,BROTHERHOOD OF MAN,FIGARO
38,THE COMMODORES,TOO HOT TO TROT/ZOOM
39,JOHNNY MATHIS AND DENIECE WILLIAMS,"TOO MUCH, TOO LITTLE, TOO LATE"
40,NOTTINGHAM FOREST AND PAPER LACE,WE'VE GOT THE WHOLE WORLD
41,TOM ROBINSON BAND,RISING FREE EP
42,ANDREA TRUE CONNECTION,"WHAT'S YOUR NAME, WHAT'S YOUR NUMBER"
43,THE VIBRATORS,AUTOMATIC LOVER
44,RITA COOLIDGE,WORDS
45,DAVID ESSEX,STAY WITH ME BABY
46,FLEETWOOD MAC,RHIANNON
47,GENERATION X,READY STEADY GO
48,THE CLASH,CLASH CITY ROCKERS
49,DR HOOK,MORE LIKE THE MOVIES
50,KELLEE PATTERSON,IF IT DON'T FIT DON'T FORCE IT
