positions,artists,titles
1,VANILLA ICE,ICE ICE BABY
2,THE RIGHTEOUS BROTHERS,UNCHAINED MELODY {1990}
3,EMF,UNBELIEVABLE
4,KIM APPLEBY,DON'T WORRY
5,PATRICK MACNEE AND HONOR BLACKMAN,KINKY BOOTS
6,CLIFF RICHARD,SAVIOUR'S DAY
7,ROD STEWART AND TINA TURNER,IT TAKES TWO
8,JULEE CRUISE,FALLING
9,MADONNA,JUSTIFY MY LOVE
10,BLACK BOX,FANTASY
11,CHRIS ISAAK,WICKED GAME
12,THE FARM,ALL TOGETHER NOW
13,NEW KIDS ON THE BLOCK,THIS ONE'S FOR THE CHILDREN
14,THE PROCLAIMERS,KING OF THE ROAD (EP)
15,JIMMY SOMERVILLE,TO LOVE SOMEBODY
16,DREAM WARRIORS,MY DEFINITION OF A BOOMBASTIC JAZZ STYLE
17,ROBERT PALMER AND UB40,I'LL BE YOUR BABY TONIGHT
18,DIMPLES D,SUCKER DJ
19,BOMBALURINA,SEVEN LITTLE GIRLS SITTING IN THE BACK SEAT
20,MC HAMMER,PRAY
21,MEGABASS,TIME TO MAKE THE FLOOR BURN
22,YAZOO,SITUATION
23,GAZZA AND LINDISFARNE,FOG ON THE TYNE (REVISITED)
24,SNAP!,MARY HAD A LITTLE BOY
25,TWENTY4SEVEN FEATURING CAPTAIN HOLLYWOOD,ARE YOU DREAMING? FT CAPTAIN HOLLYWOOD
26,PET SHOP BOYS,BEING BORING
27,BETTY BOO,24 HOURS
28,808 STATE,CUBIK/OLYMPIC
29,MALANDRA BURROWS,JUST THIS SIDE OF LOVE
30,SOUL II SOUL FEATURING KYM MAZELLE,MISSING FT KYM MAZELLE
31,DEEE-LITE,POWER OF LOVE/DEEE-LITE THEME
32,MONIE LOVE,DOWN TO EARTH
33,BERLIN,TAKE MY BREATH AWAY {1990}
34,THE BEAUTIFUL SOUTH,A LITTLE TIME
35,PAUL MCCARTNEY,ALL MY TRIALS
36,THE LA'S,THERE SHE GOES {1990}
37,MARIAH CAREY,LOVE TAKES TIME
38,JAMES,LOSE CONTROL
39,KYLIE MINOGUE,STEP BACK IN TIME
40,INXS,DISAPPEAR
41,THE CARPENTERS,MERRY CHRISTMAS DARLING/(THEY LONG TO BE) CLOSE TO YOU
42,JIVE BUNNY,LET'S SWING AGAIN
43,BELINDA CARLISLE,(WE WANT) THE SAME THING
44,LL COOL J,AROUND THE WAY GIRL/MAMA SAID
45,SEAL,CRAZY
46,INNOCENCE,A MATTER OF FACT
47,WHITNEY HOUSTON,I'M YOUR BABY TONIGHT
48,DEL AMITRI,SPIT IN THE RAIN
49,UB40,IMPOSSIBLE LOVE
50,AC/DC,MONEY TALKS
51,THE BEAUTIFUL SOUTH,MY BOOK
52,LONDONBEAT,A BETTER LOVE
53,MARIA MCKEE,SHOW ME HEAVEN
54,WORLD OF TWIST,THE STORM
55,METAL GURUS,MERRY XMAS EVERYBODY
56,CHIMES,LOVE COMES TO MIND
57,PHIL COLLINS,DO YOU REMEMBER (LIVE)
58,INSPIRAL CARPETS,ISLAND HEAD (EP)
59,LOOSE ENDS,LOVE'S GOT ME
60,MICA PARIS,SOUTH OF THE RIVER
61,PACK FEATURING NIGEL BENN,STAND AND FIGHT FT NIGEL BENN
62,EVE GALLAGHER,LOVE COME DOWN
63,SCIENTIST,THE EXORCIST
64,RUN DMC,WHAT'S IT ALL ABOUT
65,LORD TANAMO,I'M IN THE MOOD FOR LOVE
66,PATSY CLINE,CRAZY {1990}
67,JON BON JOVI,MIRACLE
68,DOUBLE DEE AND DANY,FOUND LOVE
69,HORSE,CAREFUL
70,ZOE,SUNSHINE ON A RAINY DAY
71,PAUL SIMON,THE OBVIOUS CHILD
72,ROXETTE,DRESSED FOR SUCCESS {1990}
73,RITA MCNEILL,WORKING MAN
74,TAIRRIE B,MURDER SHE WROTE
75,WORLD'S FAMOUS SUPREME TEAM SHOW,OPERAA HOUSE
76,ELTON JOHN,EASIER TO WALK AWAY
77,DREAD ZEPPELIN,YOUR TIME IS GONNA COME
78,SILJE,TELL ME WHERE YOU'RE GOING {1990 RE-RELEASE}
79,PINKY AND PERKY,GIVE US A KISS FOR CHRISTMAS
80,MC TUNES,PRIMARY RHYMING
81,MAXI PRIEST,HUMAN WORK OF ART
82,DOUBLE TROUBLE'S COLLECTIVE EFFORT,CELEBRATE
83,SINGING CORNER MEETS DONOVAN,JENNIFER JUNIPER
84,GARY MOORE,TOO TIRED
85,FAB FEATURING AQUA MARINA,THE STINGRAY MEGAMIX FT AQUA MARINA
86,SPITTING IMAGE,THE CHRISTMAS SINGLES
87,DORIS DAY,WINTER WONDERLAND/CHRISTMAS SONG
88,2 FOR JOY,IN A STATE
89,EON,SPICE
90,HI TEK 3 FEATURING MC SHAMROCK,COME ON (AND DANCE) FT MC SHAMROCK
91,BRUNO AND LIZ AND THE RADIO 1 DJ POSSEE,LET'S DANCE
92,CYCLONE,A PLACE CALLED BLISS
93,GARY GLITTER AND THE GANG,RED HOT (REPUTATION)
94,MICHAEL BOLTON,GEORGIA ON MY MIND
95,ANDY TAYLOR,STONE COLD SOBER
96,ERROL BROWN,SEND A PRAYER (TO HEAVEN)
97,BASS-O-MATIC,EASE ON BY
98,BUSTERS ALLSTARS,THE SOUND OF SKAAA
99,ASHLEY AND JACKSON,SOLID GOLD
100,HYPERSONICS,DANCE TONES
