positions,artists,titles
1,GEORGE MICHAEL,A DIFFERENT CORNER
2,CLIFF RICHARD AND THE YOUNG ONES,LIVING DOLL
3,FALCO,ROCK ME AMADEUS
4,QUEEN,A KIND OF MAGIC
5,SAMANTHA FOX,TOUCH ME (I WANT YOUR BODY)
6,SAM COOKE,WONDERFUL WORLD {1986}
7,REAL THING,YOU TO ME ARE EVERYTHING (THE DECADE REMIX 76/86)
8,A-HA,TRAIN OF THOUGHT
9,SIMPLE MINDS,ALL THE THINGS SHE SAID
10,BIG COUNTRY,LOOK AWAY
11,ATLANTIC STARR,SECRET LOVERS
12,ART OF NOISE FEATURING DUANE EDDY,PETER GUNN FT DUANE EDDY
13,BIG AUDIO DYNAMITE,E = MC2
14,FIVE STAR,CAN'T WAIT ANOTHER MINUTE
15,THE STYLE COUNCIL,HAVE YOU EVER HAD IT BLUE
16,JANET JACKSON,WHAT HAVE YOU DONE FOR ME LATELY
17,THE SOS BAND,THE FINEST
18,DIANA ROSS,CHAIN REACTION
19,JIM DIAMOND,HI HO SILVER
20,BRONSKI BEAT,"C'MON, C'MON"
21,DAVID BOWIE,ABSOLUTE BEGINNERS
22,BRYAN FERRY,IS YOUR LOVE STRONG ENOUGH
23,TIPPA IRIE,HELLO DARLING
24,STEVIE WONDER,OVERJOYED
25,MR MISTER,KYRIE
26,GRANGE HILL CAST,JUST SAY NO
27,SUZANNE VEGA,MARLENE ON THE WALL {1986}
28,IT'S IMMATERIAL,DRIVING AWAY FROM HOME (JIM'S TUNE)
29,BLOW MONKEYS,DIGGING YOUR SCENE
30,PET SHOP BOYS,LOVE COMES QUICKLY
31,THE BANGLES,MANIC MONDAY
32,PRINCE,KISS
33,WHITNEY HOUSTON,THE GREATEST LOVE OF ALL
34,GARY NUMAN,THIS IS LOVE
35,HUEY LEWIS AND THE NEWS,POWER OF LOVE/DO YOU BELIEVE IN LOVE
36,MAXI PRIEST,STROLLIN' ON
37,PRINCESS,I'LL KEEP ON LOVING YOU
38,BELOUIS SOME,SOME PEOPLE {1986}
39,AURRA,YOU AND ME TONIGHT
40,CULTURE CLUB,MOVE AWAY
41,HEAR 'N AID,STARS
42,FORCE MDS,TENDER LOVE
43,VAN HALEN,WHY CAN'T THIS BE LOVE
44,NEW ORDER,SHELLSHOCK
45,BILLY OCEAN,THERE'LL BE SAD SONGS (TO MAKE YOU CRY)
46,FOSTER & ALLEN,AFTER ALL THESE YEARS
47,LICK THE TINS,CAN'T HELP FALLING IN LOVE
48,AMAZULU,THE THINGS THE LONELY DO
49,SINITTA,SO MACHO/CRUISING
50,THE ROLLING STONES,HARLEM SHUFFLE
51,JOYCE SIMS,ALL AND ALL
51,ZZ TOP,ROUGH BOY
53,SERIOUS INTENTION,SERIOUS
54,HIPSWAY,THE HONEYTHIEF
55,MILLIE SCOTT,PRISONER OF LOVE
56,WHISTLE,(NOTHING SERIOUS) JUST BUGGIN'
57,SIGUE SIGUE SPUTNIK,LOVE MISSILE F1-11
58,FREDDIE JACKSON,ROCK ME TONIGHT (FOR OLD TIME'S SAKE) {1986}
59,FINE YOUNG CANNIBALS,FUNNY HOW LOVE IS
60,SHIRLEY MURDOCK,TRUTH OR DARE
61,HOWARD JONES,NO ONE IS TO BLAME
62,BILLY OCEAN,"WHEN THE GOING GETS TOUGH, THE TOUGH GET GOING"
63,RUBY TURNER,I'M IN LOVE
64,FEARGAL SHARKEY,SOMEONE TO SOMEBODY
65,ALEXANDER O'NEAL,A BROKEN HEART CAN MEND
66,VIOLA WILLS,DARE TO DREAM/BOTH SIDES NOW
67,FRANK SINATRA,"THEME FROM NEW YORK, NEW YORK"
68,HEART,THESE DREAMS
69,TAVARES,HEAVEN MUST BE MISSING AN ANGEL {1986}
70,JOE FAGIN,BACK WITH THE BOYS AGAIN/GET IT RIGHT
71,WAX,RIGHT BETWEEN THE EYES
72,THE DAMNED,ELOISE
73,ALEXANDER O'NEAL,IF YOU WERE HERE TONIGHT
74,INXS,WHAT YOU NEED
75,ENGLAND WORLD CUP SQUAD '86,WE'VE GOT THE WHOLE WORLD AT OUR FEET
76,PATTI AUSTIN,THE HEAT OF HEAT
77,EARTHA KITT,THIS IS MY LIFE
78,BONNIE TYLER,IF YOU WERE A WOMAN (AND I WAS A MAN)
79,BALAAM AND THE ANGEL,SHE KNOWS
80,STEVEN DANTE,GIVE IT UP FOR LOVE
81,PSYCHIC TV AND THE ANGELS OF LIGHT,GODSTAR
82,HAYWOODE,YOU'D BETTER NOT FOOL AROUND
83,EDWIN STARR,(I HEARD IT) THROUGH THE GRAPEVINE
84,SU POLLARD,STARTING TOGETHER
85,RUSS BROWN,GOTTA FIND A WAY
86,MELISSA MANCHESTER,THE MUSIC OF GOODBYE
87,MADE IN ENGLAND AND RAY DORSET,PROSPECTS
88,SIMPLE MINDS,SANCTIFY YOURSELF
89,LATIN QUARTER,MODERN TIMES
90,BELOUIS SOME,IMAGINATION {1986}
91,DOUBLE,YOUR PRAYER TAKES ME OFF
92,DINO TERRELL,YOU CAN DO IT (IT'S SO EASY)
93,STEPHANIE,IRRESISTIBLE
94,STEVE MYERS,LOVE'S GONNA LAST
95,THE HOUSEMARTINS,SHEEP
96,THE TEMPTATIONS,I'M FASCINATED
97,ICEHOUSE,NO PROMISES
98,MATCHROOM MOB WITH CHAS AND DAVE,SNOOKER LOOPY
99,SHEILA E,A LOVE BIZARRE
100,TOYIN,HERE I GO AGAIN
