positions,artists,titles
1,SAM BAILEY,SKYSCRAPER
2,PHARRELL WILLIAMS,HAPPY
3,LEONA LEWIS,ONE MORE SLEEP
4,AC/DC,HIGHWAY TO HELL
5,AVICII,HEY BROTHER
6,LILY ALLEN,SOMEWHERE ONLY WE KNOW
7,ELLIE GOULDING,HOW LONG WILL I LOVE YOU
8,JASON DERULO,TRUMPETS
9,EMINEM FT RIHANNA,THE MONSTER
10,ONE DIRECTION,STORY OF MY LIFE
11,GARY BARLOW,LET ME GO
12,BASTILLE,OF THE NIGHT
13,MARIAH CAREY,ALL I WANT FOR CHRISTMAS IS YOU
14,POGUES FT KIRSTY MACCOLL,FAIRYTALE OF NEW YORK
15,KATY PERRY,ROAR
16,MARTIN GARRIX,ANIMALS
17,CALVIN HARRIS/ALESSO/HURTS,UNDER CONTROL
18,AWOLNATION,SAIL
19,LITTLE MIX,MOVE
20,ED SHEERAN,I SEE FIRE
21,BIG REUNION CAST 2013,I WISH IT COULD BE CHRISTMAS EVERYDAY
22,ONEREPUBLIC,COUNTING STARS
23,LADY GAGA & R KELLY,DO WHAT U WANT
24,LORDE,ROYALS
25,KATY PERRY,UNCONDITIONALLY
26,CHASE & STATUS FT JACOB BANKS,ALIVE
27,AVICII,WAKE ME UP
28,JESSIE J,THUNDER
29,KILLERS,MR BRIGHTSIDE
30,KELLY CLARKSON,UNDERNEATH THE TREE
31,STORM QUEEN,LOOK RIGHT THROUGH
32,REBECCA FERGUSON,I HOPE
33,ALTERN8,ACTIV 8 (COME WITH ME)
34,BREACH FT ANDREYA TRIANA,EVERYTHING YOU NEVER HAD (WE HAD IT ALL)
35,SUB FOCUS,TURN BACK TIME
36,WHAM,LAST CHRISTMAS
37,DEMI LOVATO,SKYSCRAPER
38,ELLIE GOULDING,BURN
39,LITTLE MIX,LITTLE ME
40,JOHN NEWMAN,LOVE ME AGAIN
41,WIZZARD,I WISH IT COULD BE CHRISTMAS EVERYDAY
42,MILEY CYRUS,WRECKING BALL
43,RIHANNA,WHAT NOW
44,AFROJACK FT SPREE WILSON,THE SPARK
45,TOM ODELL,ANOTHER LOVE
46,KID INK FT CHRIS BROWN,SHOW ME
47,JAMES BLUNT,BONFIRE HEART
48,JOHN NEWMAN,LOSING SLEEP
49,RY X,BERLIN
50,JASON DERULO FT 2 CHAINZ,TALK DIRTY
51,SLADE,MERRY XMAS EVERYBODY
52,DRAKE FT MAJID JORDAN,HOLD ON WE'RE GOING HOME
53,CHRIS REA,DRIVING HOME FOR CHRISTMAS
54,WILKINSON FT BECKY HILL,AFTERGLOW
55,ROBBIE WILLIAMS,GO GENTLE
56,SIGMA FT DOCTOR,RUDEBOY
57,BEYONCE FT JAY-Z,DRUNK IN LOVE
58,YLVIS,THE FOX
59,SHAKIN' STEVENS,MERRY CHRISTMAS EVERYONE
60,ROBIN THICKE/TI/PHARRELL,BLURRED LINES
61,JAMES ARTHUR,RECOVERY
62,ONE DIRECTION,MIDNIGHT MEMORIES
63,BAND AID,DO THEY KNOW IT'S CHRISTMAS
64,ALL ABOUT SHE,HIGHER (FREE)
65,CELINE DION,LOVED ME BACK TO LIFE
66,BASTILLE,POMPEII
67,IDINA MENZEL,LET IT GO
68,ONE DIRECTION,BEST SONG EVER
69,PASSENGER,LET HER GO
70,LONDON GRAMMAR,NIGHTCALL
71,ELLIE GOULDING,ANYTHING COULD HAPPEN
72,BRENDA LEE,ROCKIN' AROUND THE CHRISTMAS TREE
73,OLLY MURS,DEAR DARLIN'
74,VAMPS,CAN WE DANCE
75,OLLY MURS,HAND ON HEART
76,BUSTA RHYMES/Q-TIP/KANYE WEST,THANK YOU
77,ARCTIC MONKEYS,DO I WANNA KNOW
78,DAFT PUNK FT PHARRELL WILLIAMS,GET LUCKY
79,RIZZLE KICKS,SKIP TO THE GOOD BIT
80,GARY BARLOW & ELTON JOHN,FACE TO FACE
81,MICHAEL BUBLE,IT'S BEGINNING TO LOOK A LOT LIKE
82,LANA DEL REY VS CEDRIC GERVAIS,SUMMERTIME SADNESS
83,KILLERS,HUMAN
84,CLUTHA APPEAL,WON'T FORGET
85,EAST 17,STAY ANOTHER DAY
86,AVICII,YOU MAKE ME
87,SUSAN BOYLE & ELVIS PRESLEY,O COME ALL YE FAITHFUL
88,JOHN & YOKO/PLASTIC ONO BAND,HAPPY XMAS (WAR IS OVER)
89,BEYONCE FT DRAKE,MINE
90,FATBOYSLIM/RIVASTARR/BEARDYMAN,EAT SLEEP RAVE REPEAT
91,VANCE JOY,RIPTIDE
92,DEMI LOVATO,LET IT GO
93,ELLA EYRE,DEEPER
94,PSY,GANGNAM STYLE
95,MILEY CYRUS,WE CAN'T STOP
96,NAUGHTY BOY FT SAM SMITH,LA LA LA
97,TOM ODELL,I KNOW
98,RONETTES,SLEIGH RIDE
99,EMINEM,SURVIVAL
100,SWEDISH HOUSE MAFIA/MARTIN,DON'T YOU WORRY CHILD
