positions,artists,titles
1,JIVE BUNNY AND THE MASTERMIXERS,THAT'S WHAT I LIKE
2,MILLI VANILLI,GIRL I'M GONNA MISS YOU
3,LISA STANSFIELD,ALL AROUND THE WORLD
4,REBEL MC AND DOUBLE TROUBLE,STREET TUFF
5,LIVING IN A BOX,ROOM IN YOUR HEART
6,BELINDA CARLISLE,LEAVE A LIGHT ON
7,CHER,IF I COULD TURN BACK TIME
8,BILLY JOEL,WE DIDN'T START THE FIRE
9,BLACK BOX,RIDE ON TIME
10,CHRIS REA,THE ROAD TO HELL (PART 2)
11,TECHNOTRONIC FEATURING FELLY,PUMP UP THE JAM FT FELLY
12,MARTIKA,I FEEL THE EARTH MOVE
13,DEBORAH HARRY,I WANT THAT MAN
14,DE LA SOUL,EYE KNOW
15,SYDNEY YOUNGBLOOD,IF ONLY I COULD
16,FRESH 4 FEATURING LIZZ E,WISHING ON A STAR FT LIZZ E
17,KYLIE MINOGUE,NEVER TOO LATE
18,ADEVA,I THANK YOU
19,LUTHER VANDROSS,NEVER TOO MUCH {1989}
20,SYBIL,DON'T MAKE ME OVER
21,D MOB INTRODUCING CATHY DENNIS,C'MON AND GET MY LOVE
22,PHIL COLLINS,ANOTHER DAY IN PARADISE
23,MIXMASTER,GRAND PIANO
24,CLIFF RICHARD,LEAN ON YOU
25,WET WET WET,SWEET SURRENDER
26,THE BELOVED,THE SUN RISING
27,QUEEN,SCANDAL
28,OH WELL,OH WELL
29,JIVE BUNNY AND THE MASTERMIXERS,SWING THE MOOD
30,CURIOSITY KILLED THE CAT,NAME AND NUMBER
31,TRANSVISION VAMP,BORN TO BE SOLD
32,TINA TURNER,THE BEST
33,ERASURE,DRAMA!
34,RAUL ORELLANA,THE REAL WILD HOUSE
35,THE BEAUTIFUL SOUTH,YOU KEEP IT ALL IN
36,FISH,STATE OF MIND
37,SINITTA,LOVE ON A MOUNTAIN TOP
38,ARTHUR BAKER AND THE BACKBEAT DISCIPLES FEATURING AL GREEN,THE MESSAGE IS LOVE FT AL GREEN
39,LEVEL 42,TAKE CARE OF YOURSELF
40,BROTHER BEYOND,DRIVE ON
41,ELECTRIBE 101,TELL ME WHEN THE FEVER ENDED
42,JANET JACKSON,RHYTHM NATION
43,SONIA,CAN'T FORGET YOU
44,EURYTHMICS,DON'T ASK ME WHY
45,AND WHY NOT?,RESTLESS DAYS (SHE SCREAMS OUT LOUD)
46,SIMPLY RED,YOU'VE GOT IT
47,DAMIAN,THE TIME WARP {1989}
48,NORMAN COOK FEATURING LESTER,FOR SPACIOUS LIES FT LESTER
49,KAOMA,LAMBADA
50,MOTLEY CRUE,DR FEELGOOD
51,ALARM FEATURING THE MORRISON ORPHEUS MALE VOICE CHOIR,A NEW SOUTH WALES/THE ROCK FT THE MORRISON ORPHEUS MALE VOICE CHOIR
52,DOUG LAZY,LET THE RHYTHM PUMP
53,RICHARD MARX,RIGHT HERE WAITING
54,QUIREBOYS,7 O'CLOCK
55,GLORIA ESTEFAN,OYE MI CANTO (HEAR MY VOICE)
56,FAST EDDIE FEATURING SUNDANCE,GIT ON UP FT SUNDANCE
57,STATUS QUO,NOT AT ALL
58,BROS,CHOCOLATE BOX
59,HALO JAMES,WANTED
60,THE CALL,LET THE DAY BEGIN
61,KARIYA,LET ME LOVE YOU FOR TONIGHT
62,FRANKIE KNUCKLES,YOUR LOVE
63,PANDORA'S BOX,IT'S ALL COMING BACK TO ME NOW
64,MADONNA,CHERISH
65,UNIQUE THREE,THE THEME
66,CABARET VOLTAIRE,HYPNOTISED
67,S-EXPRESS,MANTRA FOR A STATE OF MIND
68,ROXETTE,LISTEN TO YOUR HEART
69,45 KING,THE KING IS HERE/THE 900 NUMBER
70,ELTON JOHN,SACRIFICE
71,ALICE COOPER,BED OF NAILS
72,KARYN WHITE,SECRET RENDEZVOUS {1989 RE-RELEASE}
73,WILL DOWNING,TEST OF TIME
74,JASON DONOVAN,EVERY DAY (I LOVE YOU MORE)
75,MICHAEL BALL AND DIANA MORRISON,THE FIRST MAN YOU REMEMBER
76,WE'VE GOT A FUZZBOX AND WE'RE GONNA USE IT,WALKING ON THIN ICE
77,NEW KIDS ON THE BLOCK,YOU GOT IT (THE RIGHT STUFF)
78,REID,LOVIN' ON THE SIDE
79,JESUS LOVES YOU,AFTER THE LOVE
80,REGINA BELLE,GOOD LOVIN'
81,QUARTZ,MELTDOWN
82,TERRY BLAIR AND ANOUCHKA,MISSING
83,LIVING COLOUR,GLAMOUR BOYS {1989}
84,NEIL DIAMOND,THIS TIME
85,BARBRA STREISAND,WE'RE NOT MAKIN' LOVE ANYMORE
86,DEPECHE MODE,PERSONAL JESUS
87,DAD,SLEEPING MY DAY AWAY
88,DEBBIE MALONE,RESCUE ME
89,GUN,INSIDE OUT
90,JOHNNIE O,I'M NOT GONNA STAND FOR THIS
91,SUENO LATINO FEATURING CAROLINA DAMAS,SUENO LATINO FT CAROLINA DAMAS
92,HIS LATEST FLAME,AMERICA BLUE
93,LOVE AND MONEY,UP ESCALATOR
94,BIG AUDIO DYNAMITE,CONTACT
95,SAM DEES,AFTER ALL
96,YOUNG MC,BUST A MOVE
97,DON HENLEY,NEW YORK MINUTE
98,BOB DYLAN,EVERYTHING IS BROKEN
99,DEE LEWIS,DOUBLE STANDARD
100,CHUBBS ROCK WITH HOWIE TEE,YA BAD CHUBBS
