positions,artists,titles
1,T. REX,TELEGRAM SAM
2,CHICORY TIP,SON OF MY FATHER
3,NEIL REID,MOTHER OF MINE
4,THE NEW SEEKERS,I'D LIKE TO TEACH THE WORLD TO SING (IN PERFECT HARMONY)
5,THE CHI-LITES,HAVE YOU SEEN HER
6,AMERICA,HORSE WITH NO NAME
7,AL GREEN,LET'S STAY TOGETHER
8,MELANIE,BRAND NEW KEY
9,SLADE,LOOK WOT YOU DUN
10,SONNY AND CHER,ALL I EVER NEED IS YOU
11,THE FACES,STAY WITH ME
12,DONNIE ELBERT,WHERE DID OUR LOVE GO
13,ELVIS PRESLEY,I JUST CAN'T HELP BELIEVING
14,GREYHOUND,MOON RIVER
15,DON MCLEAN,AMERICAN PIE
16,FORTUNES,STORM IN A TEACUP
17,BADFINGER,DAY AFTER DAY
18,BREAD,BABY I'M-A WANT YOU
19,SLY AND THE FAMILY STONE,FAMILY AFFAIR
20,THE BEE GEES,MY WORLD
21,JOHN BARRY ORCHESTRA,THE PERSUADERS
22,STEVIE WONDER,IF YOU REALLY LOVE ME
23,CAT STEVENS,MORNING HAS BROKEN
24,JOHNNY PEARSON ORCHESTRA,SLEEPY SHORES
25,MIDDLE OF THE ROAD,SOLEY SOLEY
26,VIENNA PHILHARMONIC ORCHESTRA,THEME FROM 'THE ONEDIN LINE'
27,NILSSON,WITHOUT YOU
28,GILBERT O'SULLIVAN,NO MATTER HOW I TRY
29,CONGREGATION,SOFTLY WHISPERING I LOVE YOU
30,THE SWEET,POPPA JOE
31,HOLLY SHERWOOD,DAY BY DAY
32,BENNY HILL,ERNIE (THE FASTEST MILKMAN IN THE WEST)
33,ISAAC HAYES,THEME FROM 'SHAFT'
34,NEW WORLD,"KARA, KARA"
35,VAL DOONICAN,MORNING
36,THE TEMPTATIONS,SUPERSTAR
37,JONATHAN KING,FLIRT
38,SHIRLEY BASSEY,DIAMONDS ARE FOREVER
39,MICHAEL JACKSON,GOT TO BE THERE
40,LABI SIFFRE,IT MUST BE LOVE
41,CILLA BLACK,SOMETHING TELLS ME (SOMETHING IS GONNA HAPPEN TONIGHT)
42,PIONEERS,GIVE AND TAKE
43,BARRY RYAN,CAN'T LET YOU GO
44,T. REX,JEEPSTER
45,TONY CHRISTIE,IS THIS THE WAY TO AMARILLO
46,BURUNDI STEIPHENSON BLACK,BURUNDI BLACK
47,COLIN BLUNSTONE,SAY YOU DON'T MIND
48,GERRY MONROE,GIRL OF MY DREAMS
49,OLIVIA NEWTON-JOHN,BANKS OF THE OHIO
50,JIMI HENDRIX,JOHNNY B. GOODE
