positions,artists,titles
1,EDDIE CALVERT,CHERRY PINK AND APPLE BLOSSOM WHITE
2,AL HIBBLER,UNCHAINED MELODY
3,JIMMY YOUNG,UNCHAINED MELODY
4,TONY BENNETT,STRANGER IN PARADISE
4,CREW CUTS,EARTH ANGEL
6,PEREZ 'PREZ' PRADO AND HIS ORCHESTRA,CHERRY PINK AND APPLE BLOSSOM WHITE
7,JOHNNIE RAY,IF YOU BELIEVE
8,ALMA COGAN,DREAMBOAT
9,FOUR ACES,STRANGER IN PARADISE
10,TONY MARTIN,STRANGER IN PARADISE
11,ROSEMARY CLOONEY AND THE MELLOMEN,WHERE WILL THE DIMPLE BE?
12,LES BAXTER,UNCHAINED MELODY
13,FRANK SINATRA,YOU MY LOVE
14,JOE 'MR PIANO' HENDERSON,SING IT WITH JOE
15,TENNESSEE ERNIE FORD,GIVE ME YOUR WORD
16,DICKIE VALENTINE,I WONDER
17,RUBY MURRAY,SOFTLY SOFTLY
18,STARGAZERS,THE CRAZY OTTO RAG
19,JUDY GARLAND,THE MAN THAT GOT AWAY
20,EARTHA KITT,UNDER THE BRIDGES OF PARIS
