positions,artists,titles
1,TINIE TEMPAH FT JESS GLYNNE,NOT LETTING GO
2,LOST FREQUENCIES,ARE YOU WITH ME
3,JASON DERULO,WANT TO WANT ME
4,WALK THE MOON,SHUT UP & DANCE
5,MAJOR LAZER FT MO & DJ SNAKE,LEAN ON
6,OMI,CHEERLEADER (FELIX JAEHN REMIX)
7,FLO RIDA FT THICKE & WHITE,I DON'T LIKE IT I LOVE IT
8,FETTY WAP,TRAP QUEEN
9,DEORRO & CHRIS BROWN,FIVE MORE HOURS
10,GALANTIS,RUNAWAY (U & I)
11,SKRILLEX & DIPLO/JUSTIN BIEBER,WHERE ARE U NOW
12,WIZ KHALIFA FT CHARLIE PUTH,SEE YOU AGAIN
13,DAVID GUETTA/N MINAJ/AFROJACK,HEY MAMA
14,LUNCHMONEY LEWIS,BILLS
15,ED SHEERAN,PHOTOGRAPH
16,NATALIE LA ROSE FT JEREMIH,SOMEBODY
17,JAMES BAY,LET IT GO
18,JESSIE J,FLASHLIGHT
19,JESS GLYNNE,HOLD MY HAND
20,TAYLOR SWIFT FT KENDRICK LAMAR,BAD BLOOD
21,MARK RONSON FT BRUNO MARS,UPTOWN FUNK
22,MAROON 5,SUGAR
23,KYGO FT CONRAD SEWELL,FIRESTONE
24,MARTIN GARRIX FT USHER,DON'T LOOK DOWN
25,JAMES BAY,HOLD BACK THE RIVER
26,CARLY RAE JEPSEN,I REALLY LIKE YOU
27,KYGO FT PARSON JAMES,STOLE THE SHOW
28,YEARS & YEARS,KING
29,ZEDD FT SELENA GOMEZ,I WANT YOU TO KNOW
30,HOZIER,SOMEONE NEW
31,STEREO KICKS,LOVE ME SO
32,DUKE DUMONT,THE GIVER
33,WEEKND,CAN'T FEEL MY FACE
34,ED SHEERAN,THINKING OUT LOUD
35,HOZIER,TAKE ME TO CHURCH
36,NICK JONAS,JEALOUS
37,ARIANA GRANDE,ONE LAST TIME
38,BLONDE FT ALEX NEWELL,ALL CRIED OUT
39,ELLIE GOULDING,LOVE ME LIKE YOU DO
40,WEEKND,THE HILLS
41,AVICII,WAITING FOR LOVE
42,TOVE LO,TALKING BODY
43,IGGY AZALEA FT JENNIFER HUDSON,TROUBLE
44,AVICII,THE NIGHTS
45,FLO RIDA FT SAGE THE GEMINI,GDFR
46,CHRIS BROWN & TYGA,AYO
47,SELENA GOMEZ FT ASAP ROCKY,GOOD FOR YOU
48,ED SHEERAN,BLOODSTREAM
49,RUDIMENTAL FT FOY VANCE,NEVER LET YOU GO
50,RIXTON,WE ALL WANT THE SAME THING
51,RIHANNA/KANYE WEST/MCCARTNEY,FOURFIVE SECONDS
52,FLORENCE & THE MACHINE,SHIP TO WRECK
53,WEEKND,EARNED IT
54,MEGHAN TRAINOR,DEAR FUTURE HUSBAND
55,BRITNEY SPEARS & IGGY AZALEA,PRETTY GIRLS
56,SIA,ELASTIC HEART
57,DAVID ZOWIE,HOUSE EVERY WEEKEND
58,T-WAYNE,NASTY FREESTYLE
59,SIA,CHANDELIER
60,MARLON ROUDETTE,WHEN THE BEAT DROPS OUT
61,PITBULL FT NE-YO,TIME OF OUR LIVES
62,LILLY WOOD & ROBIN SCHULZ,PRAYER IN C
63,CLEAN BANDIT FT JESS GLYNNE,RATHER BE
64,GEORGE EZRA,BUDAPEST
65,DISCLOSURE FT GREGORY PORTER,HOLDING ON
66,DJ SKT FT RAE,TAKE ME AWAY
67,RUDIMENTAL/ANNE-MARIE/HEARD,RUMOUR MILL
68,PHARRELL WILLIAMS,HAPPY
69,VANCE JOY,RIPTIDE
70,JOHN LEGEND,ALL OF ME
71,ALESSO FT TOVE LO,HEROES (WE COULD BE)
72,OLLY MURS FT DEMI LOVATO,UP
73,DR KUCHO/GREGOR SALTO/ANE BRUN,CAN'T STOP PLAYING (MAKES ME HIGH)
74,SAM SMITH,STAY WITH ME
75,PHILIP GEORGE,WISH YOU WERE MINE
76,LAWSON,ROADS
77,ELLA EYRE,TOGETHER
78,TAYLOR SWIFT,SHAKE IT OFF
79,KAREN HARDING,SAY SOMETHING
80,CHARLES HAMILTON FT RITA ORA,NEW YORK RAINING
81,FIFTH HARMONY FT KID INK,WORTH IT
82,AXWELL & INGROSSO,SUN IS SHINING
83,MR PROBZ,WAVES
84,BRANDON FLOWERS,I CAN CHANGE
85,JESSIE J/GRANDE/MINAJ,BANG BANG
86,OMARION/CHRIS BROWN/JHENE AIKO,POST TO BE
87,MEGHAN TRAINOR,ALL ABOUT THAT BASS
88,RIHANNA,BITCH BETTER HAVE MY MONEY
89,CLEAN BANDIT,STRONGER
90,NE-YO FT JUICY J,SHE KNOWS
91,KODALINE,ALL I WANT
92,ED SHEERAN,SING
93,SAM SMITH,LIKE I CAN
94,USHER FT JUICY J,I DON'T MIND
95,CHEMICAL BROTHERS,GO
96,DAVID GUETTA FT EMELI SANDE,WHAT I DID FOR LOVE
97,ALESSO FT ROY ENGLISH,COOL
98,KODALINE,THE ONE
99,KELLY CLARKSON,HEARTBEAT SONG
100,SAM SMITH,LAY ME DOWN
