positions,artists,titles
1,BOMBALURINA,ITSY BITSY TEENY WEENY YELLOW POLKA DOT BIKINI
2,DNA FEATURING SUZANNE VEGA,TOM'S DINER FT SUZANNE VEGA
3,PARTNERS IN KRYME,TURTLE POWER
4,NEW KIDS ON THE BLOCK,TONIGHT
5,BLUE PEARL,NAKED IN THE RAIN
6,ROXETTE,LISTEN TO YOUR HEART/DANGEROUS
7,MC HAMMER,U CAN'T TOUCH THIS
8,GEORGE MICHAEL,PRAYING FOR TIME
9,BETTY BOO,WHERE ARE YOU BABY?
10,SOUP DRAGONS FEATURING JUNIOR REID,I'M FREE FT JUNIOR REID
11,DEACON BLUE,FOUR BACHARACH AND DAVID SONGS (EP)
12,TOGETHER,HARDCORE UPROAR
13,JON BON JOVI,BLAZE OF GLORY
14,JIVE BUNNY AND THE MASTERMIXERS,CAN CAN YOU PARTY
15,STING,ENGLISHMAN IN NEW YORK
16,KLF FEATURING THE CHILDREN OF THE REVOLUTION,WHAT TIME IS LOVE? FT THE CHILDREN OF THE REVOLUTION
17,CLIFF RICHARD,SILHOUETTES
18,GO WEST,KING OF WISHFUL THINKING
19,MADONNA,HANKY PANKY
20,TRICKY DISCO,TRICKY DISCO
21,CRAIG MCLACHLAN AND CHECK 1-2,AMANDA
22,MARIAH CAREY,VISION OF LOVE
23,LINDY LAYTON FEATURING JANET KAY,SILLY GAMES FT JANET KAY
24,ELTON JOHN,SACRIFICE/HEALING HANDS
25,TECHNOTRONIC FEATURING YA KID K,ROCKIN' OVER THE BEAT FT YA KID K
26,LFO,LFO
27,PRINCE,THIEVES IN THE TEMPLE
28,PRIMAL SCREAM,COME TOGETHER
29,THE HUMAN LEAGUE,HEART LIKE A WHEEL
30,THE HOTHOUSE FLOWERS,I CAN SEE CLEARLY NOW
31,TINA TURNER,LOOK ME IN THE HEART
32,DEEE-LITE,GROOVE IS IN THE HEART/WHAT IS LOVE?
33,BELL BIV DEVOE,POISON
34,THE STEVE MILLER BAND,THE JOKER
35,RIVER CITY PEOPLE,CARRY THE BLAME/CALIFORNIA DREAMIN'
36,WILSON PHILLIPS,RELEASE ME
37,SONIA,END OF THE WORLD
38,ASWAD,NEXT TO YOU
39,WHITESNAKE,NOW YOU'RE GONE
40,WET WET WET,STAY WITH ME HEARTACHE/I FEEL FINE
41,DREAM WARRIORS,WASH YOUR FACE IN MY SINK
42,DNA,LA SERENISSIMA
43,ROXETTE,IT MUST HAVE BEEN LOVE
44,UB40,WEAR YOU TO THE BALL
45,BRUCE DICKINSON,DIVE! DIVE! DIVE!
46,SEIKO AND DONNIE,THE RIGHT COMBINATION
47,ELTON JOHN,CLUB AT THE END OF THE STREET/WHISPERS
48,LOOSE ENDS,DON'T BE A FOOL
49,SNAP!,OOPS UP
50,TONGUE 'N' CHEEK,NOBODY
51,PREFAB SPROUT,LOOKING FOR ATLANTIS
52,GARY MOORE,WALKING BY MYSELF
53,MAGNUM,HEARTBROKE AND BUSTED
