positions,artists,titles
1,HARRY BELAFONTE,MARY'S BOY CHILD
2,THE EVERLY BROTHERS,WAKE UP LITTLE SUSIE
3,MALCOLM VAUGHAN,MY SPECIAL ANGEL
4,JOHNNY OTIS AND HIS ORCHESTRA WITH MARIE ADAMS,MA HE'S MAKING EYES AT ME
5,JERRY LEE LEWIS,GREAT BALLS OF FIRE
6,JACKIE WILSON,REET PETITE (THE SWEETEST GIRL IN TOWN)
7,PAUL ANKA,I LOVE YOU BABY
8,FRANK SINATRA,ALL THE WAY/CHICAGO
9,PETULA CLARK,ALONE
10,PAUL ANKA,DIANA
11,FRANKIE VAUGHAN,KISSES SWEETER THAN WINE
12,ELVIS PRESLEY,PARTY
12,BUDDY HOLLY,PEGGY SUE
14,LONNIE DONEGAN,JACK O'DIAMONDS
15,PAT BOONE,APRIL LOVE
16,JIMMIE RODGERS,KISSES SWEETER THAN WINE
17,SOUTHLANDERS,ALONE
17,WINIFRED ATWELL,LET'S HAVE A BALL
19,LAURIE LONDON,HE'S GOT THE WHOLE WORLD IN HIS HANDS
20,JIM DALE,BE MY GIRL
21,FRANKIE VAUGHAN AND THE KAYE SISTERS,"GOTTA HAVE SOMETHING IN THE BANK, FRANK"
22,SHEPHERD SISTERS,ALONE
23,PAT BOONE,REMEMBER YOU'RE MINE/THERE'S A GOLDMINE IN THE SKY
24,CRICKETS,OH BOY
25,ELVIS PRESLEY,SANTA BRING MY BABY BACK TO ME
26,BILLY WARD AND HIS DOMINOES,STARDUST
27,KAYE SISTERS,SHAKE ME I RATTLE/ALONE
28,JOHNNY DUNCAN AND THE BLUE GRASS BOYS,FOOTPRINTS IN THE SNOW
29,LONNIE DONEGAN,MY DIXIE DARLING
30,LITTLE RICHARD,KEEP A KNOCKIN'
