positions,artists,titles
1,JESSIE J FT BOB,PRICE TAG
2,CHIPMUNK FT CHRIS BROWN,CHAMPION
3,LADY GAGA,BORN THIS WAY
4,BRUNO MARS,GRENADE
5,ADELE,ROLLING IN THE DEEP
6,CHRIS BROWN,YEAH 3X
7,KESHA,WE R WHO WE R
8,TAIO CRUZ/MCCOY/MINOGUE,HIGHER
9,ENRIQUE IGLESIAS FT LUDACRIS,TONIGHT (I'M F**KIN' YOU)
10,DIDDY - DIRTY MONEY FT SKYLAR,COMING HOME
11,RIHANNA,S&M
12,JESSIE J,DO IT LIKE A DUDE
13,PINK,F**KIN' PERFECT
14,CHASE & STATUS FT LIAM BAILEY,BLIND FAITH
15,DAVID GUETTA FT RIHANNA,WHO'S THAT CHICK
16,MARTIN SOLVEIG & DRAGONETTE,HELLO
17,JLS,EYES WIDE SHUT
18,TINIE TEMPAH FT ELLIE GOULDING,WONDERMAN
19,RIHANNA FT DRAKE,WHAT'S MY NAME
20,WRETCH 32 FT L,TRAKTOR
21,DR DRE FT EMINEM & SKYLAR GREY,I NEED A DOCTOR
22,NICKI MINAJ FT DRAKE,MOMENT 4 LIFE
23,KATY B FT MS DYNAMITE,LIGHTS ON
24,BRUNO MARS,JUST THE WAY YOU ARE (AMAZING)
25,ADELE,MAKE YOU FEEL MY LOVE
26,BRITNEY SPEARS,HOLD IT AGAINST ME
27,AVRIL LAVIGNE,WHAT THE HELL
28,TINCHY STRYDER FT FIONA,LET IT RAIN
29,BLACK EYED PEAS,THE TIME (DIRTY BIT)
30,RIHANNA,ONLY GIRL (IN THE WORLD)
31,KATY PERRY,FIREWORK
32,NOAH & THE WHALE,L.I.F.E.G.O.E.S.O.N.
33,LETHAL BIZZLE FT GRIME ALL,POW 2011
34,ELLIE GOULDING,YOUR SONG
35,CEE LO GREEN,FORGET YOU
36,LOICK ESSIEN FT N-DUBZ,STUTTERING
37,PINK,RAISE YOUR GLASS
38,MODESTEP,FEEL GOOD
39,ALEXIS JORDAN,HAPPINESS
40,NEON TREES,ANIMAL
41,JEREMIH FT 50 CENT,DOWN ON ME
42,FAR EAST MOVEMENT/CATARACS/DEV,LIKE A G6
43,AGGRO SANTOS/KIMBERLEY WALSH,LIKE U LIKE
44,MATT CARDLE,WHEN WE COLLIDE
45,ERIC PRYDZ,NITON (THE REASON)
46,TINIE TEMPAH FT KELLY ROWLAND,INVINCIBLE
47,ADELE,SOMEONE LIKE YOU
48,NERO,ME AND YOU
49,MIKE POSNER,COOLER THAN ME
50,TIESTO VS DIPLO/BUSTA RHYMES,C'MON (CATCH 'EM BY SURPRISE)
51,MCFLY FT TAIO CRUZ,SHINE A LIGHT
52,NELLY,JUST A DREAM
53,OLLY MURS,THINKING OF ME
54,TAKE THAT,THE FLOOD
55,EMINEM FT RIHANNA,LOVE THE WAY YOU LIE
56,PITBULL FT T-PAIN,HEY BABY (DROP IT TO THE FLOOR)
57,TINIE TEMPAH FT ERIC TURNER,WRITTEN IN THE STARS
58,ELIZA DOOLITTLE,PACK UP
59,WILLOW,WHIP MY HAIR
60,WOMBATS,JUMP INTO THE FOG
61,TINIE TEMPAH,PASS OUT
62,YASMIN,ON MY OWN
63,GLEE CAST,TIME WARP
64,TWO DOOR CINEMA CLUB,WHAT YOU KNOW
65,CEE LO GREEN,IT'S OK
66,VACCINES,POST BREAK-UP SEX
67,JAY SEAN FT LIL WAYNE,HIT THE LIGHTS
68,BLACK EYED PEAS,I GOTTA FEELING
69,TAIO CRUZ,DYNAMITE
70,CHASE & STATUS FT PLAN B,END CREDITS
71,JLS,LOVE YOU MORE
72,GLEE CAST,TOUCH A TOUCH A TOUCH A TOUCH ME
73,BOB,I'LL BE IN THE SKY
74,SUGARLAND,STUCK LIKE GLUE
75,USHER,MORE
76,COLDPLAY,FIX YOU
77,SAVAGE GARDEN,TRULY MADLY DEEPLY
78,DEVLIN FT LABRINTH,LET IT GO
79,WANTED,ALL TIME LOW
80,RUMER,SLOW
81,RIHANNA,UNFAITHFUL
82,CHERYL COLE,THE FLOOD
83,WANTED,LOSE MY MIND
84,PROFESSOR GREEN FT MAVERICK,JUNGLE
85,GLEE CAST,RIVER DEEP MOUNTAIN HIGH
86,KANYE WEST FT DRAKE & RIHANNA,ALL OF THE LIGHTS
87,GYPTIAN,HOLD YOU
88,TRAVIE MCCOY FT BRUNO MARS,BILLIONAIRE
89,TEMPER TRAP,SWEET DISPOSITION
90,WILL I AM & NICKI MINAJ,CHECK IT OUT
91,DANNY BYRD FT NETSKY,TONIGHT
92,NICOLE SCHERZINGER,POISON
93,LONELY ISLAND FT AKON,I JUST HAD SEX
94,NE-YO,ONE IN A MILLION
95,BOB FT RIVERS CUOMO,MAGIC
96,FLORENCE & THE MACHINE,DOG DAYS ARE OVER
97,USHER FT PITBULL,DJ GOT US FALLIN' IN LOVE
98,SATURDAYS FT FLO RIDA,HIGHER
99,KATY B,KATY ON A MISSION
100,JODIE CONNOR FT WILEY,NOW OR NEVER
