positions,artists,titles
1,NATHAN EVANS/220KID/BILLEN TED,WELLERMAN
2,A1 & J1,LATEST TRENDS
3,JUSTIN BIEBER/CAESAR/GIVEON,PEACHES
4,RITON/NIGHTCRAWLERS/MUFASA,FRIDAY
5,TIESTO,THE BUSINESS
6,JOEL CORRY/RAYE/DAVID GUETTA,BED
7,KSI FT YUNGBLUD & POLO G,PATIENCE
8,ANNE-MARIE/KSI/DIGITAL FARM,DON'T PLAY
9,LIL TJAY & 6LACK,CALLING MY PHONE
10,JUSTIN BIEBER,HOLD ON
11,CENTRAL CEE,COMMITMENT ISSUES
12,ATB/TOPIC/A7S,YOUR LOVE (9PM)
13,TOM GRENNAN,LITTLE BIT OF LOVE
14,TRAVIS SCOTT & HVME,GOOSEBUMPS
15,WEEKND,SAVE YOUR TEARS
16,DOJA CAT,STREETS
17,CARDI B,UP
18,AVA MAX,MY HEAD & MY HEART
19,ELLA HENDERSON & TOM GRENNAN,LET'S GO HOME TOGETHER
20,SHANE CODD,GET OUT MY HEAD
21,OLIVIA RODRIGO,DRIVERS LICENSE
22,SILK SONIC/BRUNO MARS/PAAK,LEAVE THE DOOR OPEN
23,MASKED WOLF,ASTRONAUT IN THE OCEAN
24,JUSTIN BIEBER FT KHALID,AS I AM
25,GLASS ANIMALS,HEAT WAVES
26,CENTRAL CEE,6 FOR 6
27,NAVOS,BELIEVE ME
28,KID LAROI,WITHOUT YOU
29,DUA LIPA,WE'RE GOOD
30,D-BLOCK EUROPE/RAYE,FERRARI HORSES
31,RAG'N'BONE MAN,ALL YOU EVER WANTED
32,DRAKE,WHAT'S NEXT
33,DRAKE FT RICK ROSS,LEMON PEPPER FREESTYLE
34,WEEKND,BLINDING LIGHTS
35,JOEL CORRY FT MNEK,HEAD & HEART
36,DUA LIPA,LEVITATING
37,DUNCAN LAURENCE,ARCADE
38,MEDUZA FT DERMOT KENNEDY,PARADISE
39,GRIFF,BLACK HOLE
40,LIL TJAY/POLO G/FIVIO FOREIGN,HEADSHOT
41,DIGGA D & AJ TRACEY,BRINGING IT BACK
42,GIVEON,HEARTBREAK ANNIVERSARY
43,JAMES ARTHUR,MEDICINE
44,DRAKE FT LIL BABY,WANTS AND NEEDS
45,FREDO FT DAVE,MONEY TALKS
46,SAWEETIE FT DOJA CAT,BEST FRIEND
47,KALI UCHIS,TELEPATIA
48,TOM ZANETTI,DIDN'T KNOW
49,MAJESTIC & BONEY M,RASPUTIN
50,LITTLE MIX,SWEET MELODY
51,LANA DEL REY,WHITE DRESS
52,CENTRAL CEE,DAY IN THE LIFE
53,FREDO FT SUMMER WALKER,READY
54,24KGOLDN FT IANN DIOR,MOOD
55,POLO G,MARTIN & GINA
56,LEWIS CAPALDI,SOMEONE YOU LOVED
57,YUNG BLEU FT DRAKE,YOU'RE MINES STILL
58,JAE5 FT SKEPTA & REMA,DIMENSION
59,WEWANTWRAITHS,KNOW YOU
60,TONES & I,DANCE MONKEY
61,JORJA SMITH,ADDICTED
62,LANA DEL REY,CHEMTRAILS OVER THE COUNTRY CLUB
63,MACHINE GUN KELLY FT CORPSE,DAYWALKER
64,ELYOTTO,SUGARCRASH
65,AJ TRACEY,ANXIOUS
66,MAROON 5/MEGAN THEE STALLION,BEAUTIFUL MISTAKES
67,HARRY STYLES,WATERMELON SUGAR
68,MOOSKI,TRACK STAR
69,CJ,WHOOPTY
70,TATE MCRAE,YOU BROKE ME FIRST
71,ARIANA GRANDE,34+35
72,SZA,GOOD DAYS
73,SAM FISCHER & DEMI LOVATO,WHAT OTHER PEOPLE SAY
74,PAUL WOOLFORD & AMBER MARK,HEAT
75,DIGGA D,TOXIC
76,ED SHEERAN,AFTERGLOW
77,GORGON CITY & DRAMA,YOU'VE DONE ENOUGH
78,KILLERS,MR BRIGHTSIDE
79,MILEY CYRUS FT DUA LIPA,PRISONER
80,BAD BOY CHILLER CREW,DON'T YOU WORRY ABOUT ME
81,LANA DEL REY,TULSA JESUS FREAK
82,JAMES HYPE FT HARLEE,AFRAID
83,MILEY CYRUS,MIDNIGHT SKY
84,ED SHEERAN,PERFECT
85,COI LERAY FT LIL DURK,NO MORE PARTIES
86,INTERNET MONEY/GUNNA/TOLIVER,LEMONADE
87,LEWIS CAPALDI,BEFORE YOU GO
88,BUGZY MALONE FT EMELI SANDE,WELCOME TO THE HOOD
89,DIGGA D,BLUUWUU
90,ABRA CADABRA,MIXED EMOTIONS
91,LADY GAGA & BRADLEY COOPER,SHALLOW
92,RYN WEAVER,PIERRE
93,SAINT JHN,ROSES
94,POP SMOKE,WHAT YOU KNOW BOUT LOVE
95,M1LLIONZ FT LOTTO ASH,HOW MANY TIMES
96,GYM CLASS HEROES,CUPID'S CHOKEHOLD
97,SAVA/FUMEZ THE ENGINEER/BM,PLUGGED IN FREESTYLE
98,NOIZU,SUMMER 91 (LOOKING BACK)
99,CLEAN BANDIT FT IANN DIOR,HIGHER
100,AURORA,RUNAWAY
