positions,artists,titles
1,DAVID BOWIE AND MICK JAGGER,DANCING IN THE STREET
2,UB40 FEATURING CHRISSIE HYNDE,I GOT YOU BABE FT CHRISSIE HYNDE
3,BALTIMORA,TARZAN BOY
4,MADONNA,INTO THE GROOVE
5,KATE BUSH,RUNNING UP THAT HILL
6,THE CARS,DRIVE {1985}
7,PRINCESS,SAY I'M YOUR NUMBER ONE
8,KING,ALONE WITHOUT YOU
9,DIRE STRAITS,MONEY FOR NOTHING
10,BONNIE TYLER,HOLDING OUT FOR A HERO {1985}
11,MAI TAI,BODY AND SOUL
12,DAN HARTMAN,I CAN DREAM ABOUT YOU {1985}
13,LISA LISA AND CULT JAM WITH FULL FORCE,I WONDER IF I TAKE YOU HOME
14,MADONNA,HOLIDAY {1985}
15,THE THOMPSON TWINS,DON'T MESS WITH DR DREAM
16,AMII STEWART,KNOCK ON WOOD/LIGHT MY FIRE
17,BILLY IDOL,WHITE WEDDING
18,TINA TURNER,WE DON'T NEED ANOTHER HERO (THUNDERDOME)
19,D TRAIN,YOU'RE THE ONE FOR ME {1985}
20,STEVIE WONDER,PART-TIME LOVER
21,MADNESS,YESTERDAY'S MEN
22,AMAZULU,EXCITABLE
23,MARILLION,LAVENDER
24,TOTAL CONTRAST,TAKES A LITTLE TIME
25,EURYTHMICS,THERE MUST BE AN ANGEL (PLAYING WITH MY HEART)
26,BRYAN FERRY,DON'T STOP THE DANCE
27,MARC ALMOND,STORIES OF JOHNNY
28,REBECCA STORM,THE SHOW (THEME FROM 'CONNIE')
29,PHIL COLLINS,TAKE ME HOME
30,KOOL AND THE GANG,CHERISH
31,HUEY LEWIS AND THE NEWS,POWER OF LOVE/DO YOU BELIEVE IN LOVE
32,NIK KERSHAW,DON QUIXOTE
33,OPUS,LIVE IS LIFE
34,BANANARAMA,DO NOT DISTURB
35,DIO,ROCK 'N' ROLL CHILDREN
36,HAROLD FALTERMEYER,AXEL F
37,GO WEST,GOODBYE GIRL
38,MARIA VIDAL,BODY ROCK
39,THE CURE,IN BETWEEN DAYS
40,FIVE STAR,LET ME BE THE ONE
41,COLONEL ABRAMS,TRAPPED
42,MADONNA,CRAZY FOR YOU
43,RED BOX,LEAN ON ME (AH-LI-AYO)
44,BRYAN ADAMS,SUMMER OF '69
45,STING,LOVE IS THE SEVENTH WAVE
46,GARY MOORE,EMPTY ROOMS {1985}
47,SISTER SLEDGE,FRANKIE
48,PRINCE AND THE REVOLUTION,RASPBERRY BERET
49,JENNIFER RUSH,THE POWER OF LOVE
50,SISTER SLEDGE,DANCING ON THE JAGGED EDGE
51,BLANCMANGE,WHAT'S YOUR PROBLEM
52,TEARS FOR FEARS,SUFFER THE CHILDREN
53,THE CULT,SHE SELLS SANCTUARY
54,RENE AND ANGELA,I'LL BE GOOD
55,JAKI GRAHAM,ROUND AND AROUND
56,TRANS-X,LIVING ON VIDEO
57,MODERN TALKING,YOU'RE MY HEART YOU'RE MY SOUL
58,CHINA CRISIS,YOU DID CUT ME
59,JAKI GRAHAM,HEAVEN KNOWS
60,SCRITTI POLITTI,PERFECT WAY
61,BLACK LACE,I SPEAKA DA LINGO
62,NO WAY JOSE,TEQUILA
63,MIQUEL BROWN,CLOSE TO PERFECTION
64,GARY NUMAN,YOUR FASCINATION
65,ATLANTIC STARR,ONE LOVE
66,SIMPLE MINDS,DON'T YOU (FORGET ABOUT ME)
67,PROPAGANDA,P-MACHINERY
68,BRUCE SPRINGSTEEN,GLORY DAYS
69,THE COOL NOTES,IN YOUR CAR
70,ODYSSEY,(JOY) I KNOW IT
71,BILLY OCEAN,MYSTERY LADY
72,THE POINTER SISTERS,DARE ME
73,TEARS FOR FEARS,PALE SHELTER {1985}
74,DENISE LASALLE,MY TOOT TOOT
75,STEVE ARRINGTON,DANCIN' IN THE KEY OF LIFE
76,HIPSWAY,ASK THE LORD
77,SHAKATAK,CITY RHYTHM
78,THE POGUES,DIRTY OLD TOWN
79,MERCY MERCY,WHAT ARE WE GONNA DO ABOUT IT?
80,DREAM ACADEMY,THE LOVE PARADE
81,ROYALLE DELITE,(I'LL BE A) FREAK FOR YOU
82,JOHN PARR,ST. ELMO'S FIRE (MAN IN MOTION)
83,HAROLD FALTERMEYER,FLETCH TIME
84,VITAMIN Z,EVERY TIME THAT I SEE YOU
85,BON JOVI,HARDEST PART IS THE NIGHT
86,KAJA,SHOULDN'T DO THAT
87,ROBERT PLANT,LITTLE BY LITTLE
88,HUGH CORNELL,ONE IN A MILLION
89,STEPHEN 'TIN TIN' DUFFY,UNKISS THAT KISS
90,CHAKA KHAN,THROUGH THE FIRE
91,GLENN GREGORY/CLAUDIA BRUCKEN,WHEN YOUR HEART RUNS OUT OF TIME
92,COLOURS,LOVE ON SIGHT
93,SAXON,BACK ON THE STREETS
94,KING KURT,THE ROAD TO RACK AND RUIN
95,WORKING WEEK,I THOUGHT I'D NEVER SEE YOU AGAIN
96,MOTLEY CRUE,SMOKIN' IN THE BOYS ROOM
97,DUSTY SPRINGFIELD,SOMETIMES LIKE BUTTERFLIES
98,7TH HEAVEN,HOT FUN
99,SONIQUE,LET ME HOLD YOU
100,JIM DAVIDSON,MAGGIE
