positions,artists,titles
1,WIZZARD,SEE MY BABY JIVE
2,SUZI QUATRO,CAN THE CAN
3,MEDICINE HEAD,ONE AND ONE IS ONE
4,PERRY COMO,AND I LOVE YOU SO
5,10CC,RUBBER BULLETS
6,FLEETWOOD MAC,ALBATROSS {1973}
7,STEVIE WONDER,YOU ARE THE SUNSHINE OF MY LIFE
8,THE SWEET,HELL RAISER
9,DAWN FEATURING TONY ORLANDO,TIE A YELLOW RIBBON ROUND THE OLD OAK TREE FT TONY ORLANDO
10,THE PARTRIDGE FAMILY,WALKING IN THE RAIN
11,STEALERS WHEEL,STUCK IN THE MIDDLE WITH YOU
12,NAZARETH,BROKEN DOWN ANGEL
13,LOU REED,WALK ON THE WILD SIDE
14,DEODATO,ALSO SPRACH ZARATHUSTRA (2001)
15,DETROIT EMERALDS,"YOU WANT IT, YOU GOT IT"
16,DETROIT SPINNERS,COULD IT BE I'M FALLING IN LOVE
17,GEORGE HARRISON,GIVE ME LOVE (GIVE ME PEACE ON EARTH)
18,FIRST CHOICE,ARMED AND EXTREMELY DANGEROUS
19,PETERS AND LEE,WELCOME HOME
20,GARY GLITTER,HELLO! HELLO! I'M BACK AGAIN
21,JUNIOR CAMPBELL,SWEET ILLUSION
22,THE EDGAR WINTER GROUP,FRANKENSTEIN
23,ELVIS PRESLEY,POLK SALAD ANNIE
24,ROGER DALTREY,GIVING IT ALL AWAY
25,HOTSHOTS,SNOOPY VERSUS THE RED BARON
26,ANNE-MARIE DAVID,WONDERFUL DREAM
27,ALICE COOPER,NO MORE MR. NICE GUY
28,DAVID BOWIE,DRIVE-IN SATURDAY
29,STATUS QUO,MEAN GIRL
30,NEIL SEDAKA,STANDING ON THE INSIDE
31,HOT CHOCOLATE,BROTHER LOUIE
32,GLADYS KNIGHT AND THE PIPS,NEITHER ONE OF US
33,CHICORY TIP,GOOD GRIEF CHRISTINA
34,SHIRLEY BASSEY,NEVER NEVER NEVER
35,WINGS,MY LOVE
36,LINDA LEWIS,ROCK-A-DOODLE-DOO
37,PAUL MCCARTNEY AND WINGS,LIVE AND LET DIE
38,JEFF BECK AND ROD STEWART,I'VE BEEN DRINKING
39,JUDGE DREAD,BIG EIGHT
40,CLIFF RICHARD,HELP IT ALONG/TOMORROW RISING
41,THE JACKSON 5,HALLELUJAH DAY
42,LITTLE JIMMY OSMOND,TWEEDLE DEE
43,JAMES BOYS,OVER AND OVER
44,BARRY WHITE,I'M GONNA LOVE YOU JUST A LITTLE BIT MORE BABY
45,DAVID CASSIDY,I'M A CLOWN/SOME KIND OF SUMMER
46,GILBERT O'SULLIVAN,GET DOWN
47,DONNY OSMOND,THE TWELFTH OF NEVER
48,DAVE EDMUNDS,BORN TO BE WITH YOU
49,GENE PITNEY,24 SYCAMORE
50,GEORDIE,ALL BECAUSE OF YOU
