positions,artists,titles
1,X FACTOR FINALISTS 2009,YOU ARE NOT ALONE
2,BLACK EYED PEAS,MEET ME HALFWAY
3,JASON DERULO,WHATCHA SAY
4,LEONA LEWIS,HAPPY
5,CHERYL COLE,FIGHT FOR THIS LOVE
6,JLS,EVERYBODY IN LOVE
7,KESHA,TIK TOK
8,LADY GAGA,BAD ROMANCE
9,N-DUBZ,I NEED YOU
10,BRITNEY SPEARS,3
11,ALEXANDRA BURKE FT FLO RIDA,BAD BOYS
12,JAY SEAN FT LIL WAYNE,DOWN
13,SUGABABES,ABOUT A GIRL
14,BLACK EYED PEAS,I GOTTA FEELING
15,ALESHA DIXON,TO LOVE AGAIN
16,FLORENCE & THE MACHINE,YOU'VE GOT THE LOVE
17,JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND
18,PETER KAY'S ANIMATED ALL STAR,THE OFFICIAL BBC CHILDREN IN NEED MEDLEY
19,WESTLIFE,WHAT ABOUT NOW
20,PIXIE LOTT,CRY ME OUT
21,CHASE & STATUS FT PLAN B,END CREDITS
22,ROBBIE WILLIAMS,YOU KNOW ME
23,50 CENT FT NE-YO,BABY BY ME
24,MICHAEL BUBLE,HAVEN'T MET YOU YET
25,PAOLO NUTINI,PENCIL FULL OF LEAD
26,SHAKIRA,DID IT AGAIN
27,CHRIS BROWN FT LIL WAYNE,I CAN TRANSFORM YA
28,WHITNEY HOUSTON,MILLION DOLLAR BILL
29,SNOW PATROL,JUST SAY YES
30,MILEY CYRUS,PARTY IN THE USA
31,DIZZEE RASCAL,DIRTEE CASH
32,CHIPMUNK,OOPSY DAISY
33,TAIO CRUZ,BREAK YOUR HEART
34,SHAKIRA,SHE WOLF
35,CALVIN HARRIS,FLASHBACK
36,DAVID GUETTA FT AKON,SEXY CHICK
37,ROBBIE WILLIAMS,BODIES
38,TAKEN BY TREES,SWEET CHILD O' MINE
39,JOURNEY,DON'T STOP BELIEVIN'
40,AGNES,I NEED YOU NOW
41,JLS,BEAT AGAIN
42,BIG PINK,DOMINOS
43,CHERYL COLE FT WILL I AM,3 WORDS
44,CHIPMUNK FT TALAY RILEY,LOOK FOR ME
45,KINGS OF LEON,SEX ON FIRE
46,PITBULL,HOTEL ROOM SERVICE
47,TINCHY STRYDER,YOU'RE NOT ALONE
48,BEYONCE,BROKEN-HEARTED GIRL
49,SATURDAYS,FOREVER IS OVER
50,TEMPER TRAP,SWEET DISPOSITION
51,MUSE,UNDISCLOSED DESIRES
52,PIXIE LOTT,BOYS & GIRLS
53,ELLIE GOULDING,UNDER THE SHEETS
54,STEREOPHONICS,INNOCENT
55,LEONA LEWIS,STOP CRYING YOUR HEART OUT
56,SNOW PATROL,CHASING CARS
57,BEYONCE,SWEET DREAMS
58,BIFFY CLYRO,THE CAPTAIN
59,PAOLO NUTINI,LAST REQUEST
60,YOUNG SOUL REBELS,I GOT SOUL
61,BLACK EYED PEAS,BOOM BOOM POW
62,N-DUBZ FT MR HUDSON,PLAYING WITH FIRE
63,QUEEN,WHO WANTS TO LIVE FOREVER
64,LILY ALLEN,WHO'D HAVE KNOWN
65,SNOW PATROL/MARTHA WAINWRIGHT,SET THE FIRE TO THE THIRD BAR
66,TINCHY STRYDER FT N-DUBZ,NUMBER 1
67,TAKE THAT,RULE THE WORLD
68,JACE EVERETT,BAD THINGS
69,DUCK SAUCE,ANYWAY
70,LADY GAGA,POKER FACE
71,KINGS OF LEON,USE SOMEBODY
72,JASON MRAZ,I'M YOURS
73,KASABIAN,UNDERDOG
74,JAY-Z FT RIHANNA & KANYE WEST,RUN THIS TOWN
75,DAVID GUETTA FT ESTELLE,ONE LOVE
76,COBRA STARSHIP,GOOD GIRLS GO BAD
77,MARIAH CAREY,ALL I WANT FOR CHRISTMAS IS YOU
78,TAIO CRUZ,NO OTHER ONE
79,LEONA LEWIS,RUN
80,PETER ANDRE,UNCONDITIONAL
81,LADY GAGA,PAPARAZZI
82,QUEEN,DON'T STOP ME NOW
83,BON JOVI,WE WEREN'T BORN TO FOLLOW
84,LITTLE BOOTS,EARTHQUAKE
85,POGUES FT KIRSTY MACCOLL,FAIRYTALE OF NEW YORK
86,MUSE,UPRISING
87,NORAH JONES,CHASING PIRATES
88,TAYLOR SWIFT,LOVE STORY
89,JAY-Z FT MR HUDSON,YOUNG FOREVER
90,GUNS N' ROSES,SWEET CHILD O' MINE
91,JORDIN SPARKS,SOS (LET THE MUSIC PLAY)
92,DIZZEE RASCAL,HOLIDAY
93,QUEEN,BOHEMIAN RHAPSODY
94,ARCTIC MONKEYS,CORNERSTONE
95,TAKE THAT,GREATEST DAY
96,PALOMA FAITH,NEW YORK
97,SEAN KINGSTON,FACE DROP
98,LADY GAGA,LOVEGAME
99,LITTLE BOOTS,REMEDY
100,BEYONCE,SINGLE LADIES (PUT A RING ON IT)
