positions,artists,titles
1,ELVIS PRESLEY,SURRENDER
2,DEL SHANNON,RUNAWAY
3,THE SHADOWS,FRIGHTENED CITY
4,BOBBY VEE,MORE THAN I CAN SAY/STAYING IN
5,CLARENCE  'FROGMAN' HENRY,BUT I DO
6,SHIRLEY BASSEY,YOU'LL NEVER KNOW
7,HELEN SHAPIRO,DON'T TREAT ME LIKE A CHILD
8,LONNIE DONEGAN,HAVE A DRINK ON ME
9,BILLY FURY,HALFWAY TO PARADISE
10,LINDA SCOTT,I'VE TOLD EVERY LITTLE STAR
11,RICKY NELSON,HELLO MARY LOU/TRAVELIN' MAN
12,FLOYD CRAMER,ON THE REBOUND
13,NEIL SEDAKA,LITTLE DEVIL
14,JERRY LEE LEWIS,WHAT'D I SAY
15,MARCELS,BLUE MOON
16,TEMPERANCE SEVEN,YOU'RE DRIVING ME CRAZY
17,ROY ORBISON,RUNNING SCARED
18,EDEN KANE,WELL I ASK YOU
19,ELVIS PRESLEY,WOODEN HEART
20,ADAM FAITH,EASY GOING ME
21,BROOK BROTHERS,WAR PAINT
22,CLIFF RICHARD,GEE WHIZ IT'S YOU
23,ANTHONY NEWLEY,POP GOES THE WEASEL/BEE BOM
24,TEMPERANCE SEVEN,PASADENA
25,MATT MONRO,WHY NOT NOW?/CAN THIS BE LOVE?
26,BENNY HILL,TRANSISTOR RADIO
27,THE EVERLY BROTHERS,TEMPTATION
28,FERRANTE AND TEICHER,THEME FROM 'EXODUS'
29,DUANE EDDY,THEME FROM DIXIE
30,JOHNNY DANKWORTH,AFRICAN WALTZ
31,JOHNNY BURNETTE,LITTLE BOY SAD
32,CONNIE FRANCIS,BREAKING IN A BRAND NEW BROKEN HEART
33,MARK WYNTER,EXCLUSIVELY YOURS
34,EDDIE COCHRAN,WEEKEND
35,ANDY STEWART,THE BATTLE'S O'ER
36,ERNIE K-DOE,MOTHER-IN-LAW
37,ANDY STEWART,A SCOTTISH SOLDIER
38,CRAIG DOUGLAS,100 POUNDS OF CLAY
39,AL CAIOLA,THEME FROM 'THE MAGNIFICENT SEVEN'
40,PEARL CARR AND TEDDY JOHNSON,HOW WONDERFUL TO KNOW
41,GENE VINCENT,SHE SHE LITTLE SHEILA
42,KENNY BALL AND HIS JAZZMEN,I STILL LOVE YOU ALL
43,THE OUTLAWS,AMBUSH
44,KEN DODD,ONCE IN EVERY LIFETIME
45,THE SHADOWS,FBI
46,JO ANN CAMPBELL,MOTORCYCLE MICHAEL
47,ALLISONS,WORDS
48,CONNIE FRANCIS,WHERE THE BOYS ARE/BABY ROO
49,MAX BYGRAVES,BELLS OF AVIGNON
50,MARCELS,SUMMERTIME
