positions,artists,titles
1,A1,TAKE ON ME
2,MADONNA,MUSIC
3,SPILLER,GROOVEJET (IF THIS AIN'T LOVE)
4,ELEMENT FOUR,BIG BROTHER UK TV THEME
5,TRUE STEPPERS/BOWERS/BECKHAM,OUT OF YOUR MIND
6,ROBBIE WILLIAMS,ROCK DJ
7,BRITNEY SPEARS,LUCKY
8,MELANIE C,I TURN TO YOU
9,BOMFUNK MC'S,FREESTYLER
10,BON JOVI,SAY IT ISN'T SO
11,CRAIG DAVID,7 DAYS
12,TRU FAITH & DUB CONSPIRACY,FREAK LIKE ME
13,STORM,TIME TO BURN
14,LOLLY,GIRLS JUST WANNA HAVE FUN
15,EMINEM,THE REAL SLIM SHADY
16,JANET JACKSON,DOESN'T REALLY MATTER
17,FRANKIE GOES TO HOLLYWOOD,TWO TRIBES
18,RONAN KEATING,LIFE IS A ROLLERCOASTER
19,BABY D,LET ME BE YOUR FANTASY
20,BLOODHOUND GANG,THE BALLAD OF CHASEY LAIN
21,DAPHNE & CELESTE,SCHOOL'S OUT
22,ROBBIE RIVERA/RHYTHM BANGERS,BANG
23,LIMP BIZKIT,TAKE A LOOK AROUND (THEME FROM MI 2)
24,FIVE & QUEEN,WE WILL ROCK YOU
25,KID ROCK,AMERICAN BAD ASS
26,DARUDE,SANDSTORM
27,SANTANA FT THE PRODUCT G&B,MARIA MARIA
28,DESTINY'S CHILD,JUMPIN' JUMPIN'
29,AGNELLI & NELSON,HUDSON STREET
30,GLAMMA KID,BILLS TO PAY
31,HI-GATE,I CAN HEAR VOICES/CANED AND UNABLE
32,EN-CORE/ESKA/STEPHEN EMMANUEL,COOCHY COO
33,SAMANTHA MUMBA,GOTTA TELL YOU
34,CORRS,BREATHLESS
35,WOOKIE FT LAIN,BATTLE
36,SAVAGE GARDEN,AFFIRMATION
37,RUFF ENDZ,NO MORE
38,S CLUB 7,REACH
39,AALIYAH,TRY AGAIN
40,TOPLOADER,JUST HOLD ON
41,SONIQUE,IT FEELS SO GOOD
42,DANDY WARHOLS,BOHEMIAN LIKE YOU
43,LOUISE,2 FACED
44,COLDPLAY,YELLOW
45,UNDERWORLD,COWGIRL
46,YOMANDA,ON THE LEVEL
47,FERGIE,DECEPTION
48,AMAR,SOMETIMES IT SNOWS IN APRIL
49,BOB SINCLAR,I FEEL FOR YOU
50,MADASUN,FEEL GOOD
51,COLOUR GIRL,JOYRIDER (YOU'RE PLAYING WITH FIRE)
52,LIL' KIM,NO MATTER WHAT THEY SAY
53,DAVID GRAY,BABYLON
54,STEPS,WHEN I SAID GOODBYE/SUMMER OF LOVE
55,RED HOT CHILI PEPPERS,CALIFORNICATION
56,KYLIE MINOGUE,SPINNING AROUND
57,LEVELLERS,HAPPY BIRTHDAY REVOLUTION
58,CHRISTIAN FALK,MAKE IT RIGHT
59,ARTFUL DODGER/R CRAIG/C DAVID,WOMAN TROUBLE
60,ALICE DEEJAY,WILL I EVER
61,MANDY MOORE,I WANNA BE WITH YOU
62,BLACK LEGEND,YOU SEE THE TROUBLE WITH ME
63,EMILIANA TORRINI,UNEMPLOYED IN SUMMERTIME
64,SHANKS & BIGFOOT,SING-A-LONG
65,GIRL THING,LAST ONE STANDING
66,JJ72,OXYGEN
67,MANSUN,I CAN ONLY DISAPPOINT U
68,SCOOCH,FOR SURE
69,SPIN CITY,LANDSLIDE
70,MJ COLE,SINCERE
71,PARKS & WILSON,FEEL THE DRUM EP
72,REEF,SET THE RECORD STRAIGHT
73,LONESTAR,AMAZED
74,MADE IN LONDON,SHUT YOUR MOUTH
75,BACKSTREET BOYS,THE ONE
76,LEMON 8,BELLS OF REVOLUTION
77,BLINK 182,WHAT'S MY AGE AGAIN
78,PAUL WELLER,SWEET PEA MY SWEET PEA
79,OASIS,SUNDAY MORNING CALL
80,MAURO PICOTTO,KOMODO
81,CHICANE,NO ORDINARY MORNING/HALCYON
82,SOUTH STREET PLAYER,WHO KEEPS CHANGING YOUR MIND
83,DIFFERENT GEAR VS THE POLICE,WHEN THE WORLD IS RUNNING DOWN
84,NALIN & KANE,LIVE AT THE CRYSTAL PALACE
85,RICHARD BLACKWOOD,MAMA WHO DA MAN
86,DAMAGE,GHETTO ROMANCE
87,BON JOVI,IT'S MY LIFE
88,VELVET GIRL,WALKING IN SUNSHINE
89,YORK,ON THE BEACH
90,FRANKIE GOES TO HOLLYWOOD,THE POWER OF LOVE
91,BLEACHIN',PEAKIN'
92,ANGELICA,TAKE ME I'M YOUR DISEASE
93,MORCHEEBA,ROME WASN'T BUILT IN A DAY
94,PLACEBO,TASTE IN MEN
95,PRECIOUS,IT'S GONNA BE MY WAY
96,TOM NOVY FT VIRGINIA,I ROCK
97,NEXT,WIFEY
98,BENTLEY RHYTHM ACE,HOW'D I DO DAT
99,ZOMBIE NATION,KERNKRAFT
100,VENGABOYS,UNCLE JOHN FROM JAMAICA
