positions,artists,titles
1,CHESNEY HAWKES,THE ONE AND ONLY
2,JAMES,SIT DOWN {1991}
3,MADONNA,RESCUE ME
4,THE WATERBOYS,THE WHOLE OF THE MOON {1991}
5,THE WONDER STUFF,THE SIZE OF A COW
6,ROD STEWART,RHYTHM OF MY HEART
7,SIMPSONS,DEEP DEEP TROUBLE
8,DANNII MINOGUE,LOVE AND KISSES
9,N-JOI,ANTHEM {1991}
10,ROXETTE,JOYRIDE
11,GARY CLAIL ON-U SOUND SYSTEM,HUMAN NATURE
12,THE BEE GEES,SECRET LOVE
13,MIKE AND THE MECHANICS,WORD OF MOUTH
14,FEARGAL SHARKEY,I'VE GOT NEWS FOR YOU
15,THE CLASH,ROCK THE CASBAH {1991}
16,BLACK BOX,STRIKE IT UP
17,QUARTZ FEATURING DINA CARROLL,IT'S TOO LATE FT DINA CARROLL
18,MOCK TURTLES,CAN YOU DIG IT?
19,ORCHESTRAL MANOEUVRES IN THE DARK,SAILING ON THE SEVEN SEAS
20,MONIE LOVE VS ADEVA,RING MY BELL
21,C&C MUSIC FACTORY FEATURING FREEDOM WILLIAMS,HERE WE GO FT FREEDOM WILLIAMS
22,ZUCCHERO FEATURING PAUL YOUNG,SENZA UNA DONNA (WITHOUT A WOMAN) FT PAUL YOUNG
23,CHER,THE SHOOP SHOOP SONG (IT'S IN HIS KISS)
24,DEFINITION OF SOUND,WEAR YOUR LOVE LIKE HEAVEN
25,SNAP,SNAP MEGAMIX
26,SIMPLE MINDS,LET THERE BE LOVE
27,ALISON LIMERICK,WHERE LOVE LIVES (COME ON IN)
28,PETE WYLIE AND THE FARM,SINFUL! (SCARY JIGGIN' WITH DOCTOR LOVE)
29,THE SHAMEN,HYPERREAL
30,TRANSVISION VAMP,(I JUST WANNA) B WITH U
31,PET SHOP BOYS,WHERE THE STREETS HAVE NO NAME/CAN'T TAKE MY EYES OFF YOU/HOW CAN YOU EXPECT TO BE TAKEN SERIOUSLY?
32,QUADROPHONIA,QUADROPHONIA
33,SILVER BULLET,UNDERCOVER ANARCHIST
34,GLORIA ESTEFAN,SEAL OUR FATE
35,R.E.M.,LOSING MY RELIGION
36,SCRITTI POLITTI FEATURING SHABBA RANKS,SHE'S A WOMAN FT SHABBA RANKS
37,ZZ TOP,MY HEAD'S IN MISSISSIPPI
38,BANANARAMA,LONG TRAIN RUNNING
39,FRANCES NERO,FOOTSTEPS FOLLOWING ME
40,ROACHFORD,GET READY
41,QUEENSRYCHE,SILENT LUCIDITY
42,KATHERINE E,I'M ALRIGHT
43,REBEL MC FEATURING TENOR FLY,WICKEDEST SOUND FT TENOR FLY
44,BANDERAS,THIS IS YOUR LIFE
45,VANILLA ICE,I LOVE YOU
46,MILLTOWN BROTHERS,HERE I STAND
47,THE CLASH,SHOULD I STAY OR SHOULD I GO
48,CARLY SIMON,YOU'RE SO VAIN {1991}
49,OLETA ADAMS,YOU'VE GOT TO GIVE ME ROOM/RHYTHM OF LIFE
50,MORRISSEY,SING YOUR LIFE
51,JULIAN COPE,EASY RIDER
52,ALISON MOYET,IT WON'T BE LONG
53,INSPIRAL CARPETS,CARAVAN
54,SHADES OF RHYTHM,SWEET SENSATION
55,TRICKY DISCO,MASSIVE
56,MASSIVE,UNFINISHED SYMPATHY
57,MICHAEL BOLTON,LOVE IS A WONDERFUL THING
58,BEVERLEY CRAVEN,PROMISE ME
59,XPANSIONS,MOVE YOUR BODY (ELEVATION)
60,CLUBHOUSE,DEEP IN MY HEART
61,RAILWAY CHILDREN,SOMETHING SO GOOD
62,THE ALARM,RAW
63,HALE AND PACE AND THE STONKERS,THE STONK
64,THE ROLLING STONES,HIGHWIRE
65,INXS,BY MY SIDE
66,JIVE BUNNY AND THE MASTERMIXERS,OVER TO YOU JOHN (HERE WE GO AGAIN)
67,HAPPY MONDAYS,LOOSE FIT
68,PKA,TEMPERATURE RISING
69,STEVIE B,BECAUSE I LOVE YOU (THE POSTMAN SONG)
70,TARA KEMP,HOLD YOU TIGHT
71,BELINDA CARLISLE,VISION OF YOU {1991}
72,ADDAMS AND GEE,CHUNG KUO (REVISITED)
73,REAL PEOPLE,THE TRUTH
74,MADONNA,CRAZY FOR YOU {1991}
75,URBAN SOUL,ALRIGHT
