positions,artists,titles
1,FRANK SINATRA,STRANGERS IN THE NIGHT
2,THE ROLLING STONES,"PAINT IT, BLACK"
3,TROGGS,WILD THING
4,MERSEYS,SORROW
5,THE MAMAS AND THE PAPAS,MONDAY MONDAY
6,THE BEACH BOYS,SLOOP JOHN B
7,BOB DYLAN,RAINY DAY WOMEN NOS 12 AND 35
8,KEN DODD,PROMISES
9,PERCY SLEDGE,WHEN A MAN LOVES A WOMAN
10,THE SMALL FACES,HEY GIRL
11,"ROY ""C""",SHOTGUN WEDDING
12,MANFRED MANN,PRETTY FLAMINGO
13,THE ANIMALS,DON'T BRING ME DOWN
14,SANDIE SHAW,NOTHING COMES EASY
15,LOVIN' SPOONFUL,DAYDREAM
16,CRISPIAN ST. PETERS,PIED PIPER
17,DUSTY SPRINGFIELD,YOU DON'T HAVE TO SAY YOU LOVE ME
18,WAYNE FONTANA,COME ON HOME
19,PAUL AND BARRY RYAN,I LOVE HER
20,TOM JONES,ONCE THERE WAS A TIME/NOT RESPONSIBLE
21,YARDBIRDS,OVER UNDER SIDEWAYS DOWN
22,CHER,BANG BANG
23,THE MAMAS AND THE PAPAS,CALIFORNIA DREAMIN'
24,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",HOLD TIGHT!
25,THE RIGHTEOUS BROTHERS,(YOU'RE MY) SOUL AND INSPIRATION
26,SIMON AND GARFUNKEL,HOMEWARD BOUND
27,GARY WALKER,TWINKIE-LEE
28,TRINI LOPEZ,I'M COMIN' HOME CINDY
29,NANCY SINATRA,HOW DOES THAT GRAB YOU DARLIN'
30,THE BYRDS,EIGHT MILES HIGH
31,MINDBENDERS,CAN'T LIVE WITH YOU (CAN'T LIVE WITHOUT YOU)
32,NEIL CHRISTIAN,THAT'S NICE
33,THE BACHELORS,SOUND OF SILENCE
34,HANK LOCKLIN,I FEEL A CRY COMING ON
35,EDWIN STARR,STOP HER ON SIGHT (S.O.S)
36,VINCE HILL,MERCI CHERIE
37,CILLA BLACK,ALFIE
38,LEE DORSEY,CONFUSION
39,GENO WASHINGTON AND HIS RAM JAM BAND,WATER
40,CHRIS ANDREWS,WHATCHA GONNA DO NOW
41,SEEKERS,SOMEDAY ONE DAY
42,VAL DOONICAN,ELUSIVE BUTTERFLY
43,PRETTY THINGS,COME SEE ME
44,EDDY ARNOLD,MAKE THE WORLD GO AWAY
45,THE FOUR SEASONS,OPUS 17
46,ELVIS PRESLEY,FRANKIE AND JOHNNY
47,CHIFFONS,SWEET TALKIN' GUY
48,THE WHO,SUBSTITUTE
49,TONY MERRICK,LADY JANE
50,ALAN PRICE SET,I PUT A SPELL ON YOU
