positions,artists,titles
1,GABRIELLE,DREAMS
2,UB40,(I CAN'T HELP) FALLING IN LOVE WITH YOU
3,HADDAWAY,WHAT IS LOVE
4,ACE OF BASE,ALL THAT SHE WANTS
5,THE SPIN DOCTORS,TWO PRINCES
6,CHAKA DEMUS AND PLIERS,TEASE ME
7,ROD STEWART,HAVE I TOLD YOU LATELY
8,LISA STANSFIELD,IN ALL THE RIGHT PLACES
9,M PEOPLE,ONE NIGHT IN HEAVEN
10,INNER CIRCLE,SWEAT (A LA LA LA LA LONG) {1993}
11,GLORIA GAYNOR,I WILL SURVIVE {1993}
12,GREEN JELLY,THREE LITTLE PIGS
13,SNAP! FEATURING NIKI HARRIS,DO YOU SEE THE LIGHT (LOOKING FOR...) FT NIKI HARRIS
14,PET SHOP BOYS,CAN YOU FORGIVE HER
15,TERENCE TRENT D'ARBY FEATURING DES'REE,DELICATE FT DES'REE
16,EAST 17,WEST END GIRLS
17,SADE,NO ORDINARY LOVE {1993}
18,LOUCHIE LOU AND MICHIE ONE,SHOUT (IT OUT)
19,STING,FIELDS OF GOLD
20,THE TIME FREQUENCY,THE POWER ZONE EP
21,SHABBA RANKS FEATURING QUEEN LATIFAH,WHAT'CHA GONNA DO FT QUEEN LATIFAH
22,TINA TURNER,I DON'T WANNA FIGHT
23,BRIAN MAY WITH COZY POWELL,RESURRECTION
24,NIAMH KAVANAGH,IN YOUR EYES
25,SISTER SLEDGE,THINKING OF YOU {1993}
26,JAMIROQUAI,BLOW YOUR MIND
27,GEORGE MICHAEL AND QUEEN WITH LISA STANSFIELD,FIVE LIVE (EP)
28,2 UNLIMITED,TRIBAL DANCE
29,KINGMAKER,QUEEN JANE
30,HOUSE OF PAIN,JUMP AROUND/TOP O' THE MORNING TO YA
31,TEENAGE FANCLUB,RADIO
32,JOEY LAWRENCE,NOTHIN' MY LOVE CAN'T FIX
33,SWV,WEAK
34,BILLY IDOL,SHOCK TO THE SYSTEM
35,NENEH CHERRY,BUDDY X
36,JANET JACKSON,THAT'S THE WAY LOVE GOES
37,BLACKSTREET FEATURING TEDDY RILEY,BABY BE MINE FT TEDDY RILEY
38,MANIC STREET PREACHERS,FROM DESPAIR TO WHERE
39,THE THE,LOVE IS STRONGER THAN DEATH
40,R.E.M.,EVERYBODY HURTS
41,SYBIL,BEYOND YOUR WILDEST DREAMS
42,MANCHESTER UNITED AND THE CHAMPIONS,UNITED (WE LOVE YOU)
43,4 NON BLONDES,WHAT'S UP
44,BON JOVI,IN THESE ARMS
45,CLIFF RICHARD,HUMAN WORK OF ART
46,THE HOTHOUSE FLOWERS,ISN'T IT AMAZING
47,RUPAUL,SUPERMODEL (YOU BETTER WORK)
48,SOUL ASYLUM,RUNAWAY TRAIN
49,BJORK,HUMAN BEHAVIOUR
50,JUNGLE BOOK,THE JUNGLE BOOK GROOVE
51,THERAPY?,FACE THE STRANGE EP
52,THUNDER,LIKE A SATELLITE (EP)
53,PM DAWN FEATURING BOY GEORGE,MORE THAN LIKELY FT BOY GEORGE
54,A-HA,DARK IS THE NIGHT
55,JEAN-MICHEL JARRE,CHRONOLOGIE PART 4
56,JC 001,CUPID
57,UGLY KID JOE,BUSY BEE
58,FLUKE,ELECTRIC GUITAR
59,WILLIAM ORBIT,WATER FROM A VINE LEAF
60,UNITONE ROCKERS FEATURING STEEL,CHILDREN OF THE REVOLUTION FT STEEL
61,TIM FINN,PERSUASION
62,TEARS FOR FEARS,BREAK IT DOWN AGAIN
63,DANNI'ELLE,SECRET LOVE
64,BRAD,20TH CENTURY
65,NAUGHTY BY NATURE,IT'S ON
66,MARY J BLIGE,YOU REMIND ME
67,808 STATE,10 X 10
68,k.d. lang,MISS CHATELAINE
69,BOBBY BROWN,THAT'S THE WAY LOVE IS
70,SHINEHEAD,LET 'EM IN
71,WHITNEY HOUSTON,I HAVE NOTHING
72,SHABBA RANKS FEATURING MAXI PRIEST,HOUSECALL {1993} FT MAXI PRIEST
73,Q FEATURING TRACY ACKERMAN,GET HERE FT TRACY ACKERMAN
74,BRYAN FERRY,WILL YOU LOVE ME TOMORROW
75,MONIE LOVE,IN A WORD OR 2/THE POWER
