positions,artists,titles
1,FRANKIE GOES TO HOLLYWOOD,TWO TRIBES
2,NEIL,HOLE IN MY SHOE
3,FRANKIE GOES TO HOLLYWOOD,RELAX
4,PRINCE,WHEN DOVES CRY
5,TINA TURNER,WHAT'S LOVE GOT TO DO WITH IT
6,QUEEN,IT'S A HARD LIFE
7,GRANDMASTER FLASH AND MELLE MEL,WHITE LINES (DON'T DO IT)
8,CYNDI LAUPER,TIME AFTER TIME
9,SHAKATAK,DOWN ON THE STREET
10,PHIL FEARON AND GALAXY,EVERYBODY'S LAUGHING
11,THE BLUEBELLS,YOUNG AT HEART
12,GEORGE MICHAEL,CARELESS WHISPER
13,HAZELL DEAN,WHATEVER I DO (WHEREVER I GO)
14,ALISON MOYET,LOVE RESURRECTION
15,THE KANE GANG,CLOSEST THING TO HEAVEN
16,DIVINE,YOU THINK YOU'RE A MAN
17,NIK KERSHAW,I WON'T LET THE SUN GO DOWN ON ME {1984}
18,BILLY IDOL,EYES WITHOUT A FACE
19,BLACK LACE,AGADOO
20,JEFFREY OSBORNE,ON THE WINGS OF LOVE
21,WINDJAMMER,TOSSING AND TURNING
22,BLANCMANGE,THE DAY BEFORE YOU CAME
23,THE POINTER SISTERS,JUMP (FOR MY LOVE)
24,MIGHTY WAH!,COME BACK
25,LAURA BRANIGAN,SELF CONTROL
26,ECHO & THE BUNNYMEN,SEVEN SEAS
27,THE THOMPSON TWINS,SISTER OF MERCY
28,OLLIE AND JERRY,BREAKIN'... THERE'S NO STOPPING US NOW
29,JACKSONS WITH MICK JAGGER,STATE OF SHOCK
30,WHAM!,WAKE ME UP BEFORE YOU GO GO
31,BRONSKI BEAT,SMALLTOWN BOY
32,ROD STEWART,SOME GUYS HAVE ALL THE LUCK
33,LIONEL RICHIE,STUCK ON YOU
34,ORCHESTRAL MANOEUVRES IN THE DARK,TALKING LOUD AND CLEAR
35,SHANNON,SWEET SOMEBODY
36,TRACEY ULLMAN,SUNGLASSES
37,MICHAEL JACKSON,FAREWELL MY SUMMER LOVE
38,SISTER SLEDGE,THINKING OF YOU
39,BAND OF GOLD,LOVE SONGS ARE BACK AGAIN (MEDLEY)
40,ULTRAVOX,LAMENT
41,ELTON JOHN,SAD SONGS (SAY SO MUCH)
42,GRANDMASTER MELLE MEL AND THE FURIOUS FIVE,BEAT STREET BREAKDOWN
43,A FLOCK OF SEAGULLS,"THE MORE YOU LIVE, THE MORE YOU LOVE"
44,TREVOR WALTERS,STUCK ON YOU
45,THE SOS BAND,JUST THE WAY YOU LIKE IT
46,M AND M,BLACK STATIONS WHITE STATIONS
47,SCRITTI POLITTI,ABSOLUTE
48,MIKE OLDFIELD AND MAGGIE REILLY,TO FRANCE
49,AC/DC,NERVOUS SHAKEDOWN
50,FARMERS BOYS,IN THE COUNTRY
51,CAROL LYNN TOWNES,99 ½
52,SHRIEKBACK,HAND ON MY HEART
53,EVELYN THOMAS,HIGH ENERGY
54,JULIO IGLESIAS AND DIANA ROSS,ALL OF YOU
55,PAUL HARDCASTLE,GUILTY
56,SIVUCA,AIN'T NO SUNSHINE
57,NINO DE ANGELO,GUARDIAN ANGEL
58,CAPTAIN SENSIBLE,THERE ARE MORE SNAKES THAN LADDERS
59,FRIENDS AGAIN,THE FRIENDS AGAIN EP
60,CHANGE,CHANGE OF HEART
61,ARROW,HOT HOT HOT
62,THE HUMAN LEAGUE,LIFE ON YOUR OWN
63,KING KURT,BANANA BANANA
64,BILLY JOEL,GOODNIGHT SAIGON/LEAVE A TENDER MOMENT ALONE
65,KEVIN THE GERBIL,SUMMER HOLIDAY
66,SPANDAU BALLET,ONLY WHEN YOU LEAVE
67,BOB MARLEY & THE WAILERS,WAITING IN VAIN {1984}
68,THE ART COMPANY,SUSANNA
69,FOSTER & ALLEN,JUST FOR OLD TIME'S SAKE
70,HAROLD MELVIN AND THE BLUENOTES,TODAY'S YOUR LUCKY DAY
71,LOOSE ENDS,CHOOSE ME (RESCUE ME)
72,DAVID AUSTIN,TURN TO GOLD
73,HERBIE HANCOCK,HARDROCK
74,ULTRAVOX,DANCING WITH TEARS IN MY EYES
75,DENIECE WILLIAMS,LET'S HEAR IT FOR THE BOY
76,A BIGGER SPLASH,DON'T BELIEVE A WORD
77,TALK TALK,DUM DUM GIRL
78,HAZELL DEAN,SEARCHIN' (I GOTTA FIND A MAN) {1984}
79,KILLING JOKE,A NEW DAY
80,EVERYTHING BUT THE GIRL,MINE
81,THE BEATLES,A HARD DAY'S NIGHT {1984}
82,THE COLOUR FIELD,TAKE
83,THE ROLLING STONES,BROWN SUGAR
84,DIANA ROSS AND MICHAEL JACKSON,EASE ON DOWN THE ROAD {1984}
85,THE STYLE COUNCIL,GROOVIN' (YOU'RE THE BEST THING/BIG BOSS GROOVE)
86,THE POINTER SISTERS,AUTOMATIC
87,PAUL QUINN AND EDWYN COLLINS,PALE BLUE EYES
88,BOOTHILL FOOT-TAPPERS,GET YOUR FEET OUT OF MY SHOES
89,MATT BIANCO,WHOSE SIDE ARE YOU ON
90,JEFF LYNNE,VIDEO
91,JAKI GRAHAM,HEAVEN KNOWS (FEELS SO GOOD)
92,EARLENE BENTLEY,CAUGHT IN THE ACT
93,KID CREOLE AND THE COCONUTS,MY MALE CURIOSITY
94,BLACK UHURU,WHAT IS LIFE?
95,NEWCLEUS,JAM ON IT
96,VICIOUS PINK,CCCAN'T YOU SEE...
97,WORKING WEEK,STORM OF LIGHT
98,SOUL SONIC FORCE,PLANET ROCK
99,CHRIS REA,TOUCHE D'AMOUR
100,CHAS AND DAVE,THERE IN YOUR EYES
