positions,artists,titles
1,KLF FEATURING THE CHILDREN OF THE REVOLUTION,3AM ETERNAL FT THE CHILDREN OF THE REVOLUTION
2,QUEEN,INNUENDO
3,SIMPSONS,DO THE BARTMAN
4,2 IN A ROOM,WIGGLE IT
5,SEAL,CRAZY
6,ENIGMA,SADENESS PART 1
7,RICK ASTLEY,CRY FOR HELP
8,SOHO,HIPPY CHICK {1991}
9,EMF,I BELIEVE
10,C&C MUSIC FACTORY FEATURING FREEDOM WILLIAMS,GONNA MAKE YOU SWEAT FT FREEDOM WILLIAMS
11,KYLIE MINOGUE,WHAT DO I HAVE TO DO
12,OFF-SHORE,I CAN'T TAKE THE POWER
13,ROBERT PALMER,MERCY MERCY ME/I WANT YOU
14,NOMAD FEATURING MC MIKEE FREEDOM,(I WANNA GIVE YOU) DEVOTION FT MC MIKEE FREEDOM
15,A TRIBE CALLED QUEST,CAN I KICK IT?
16,BILL MEDLEY AND JENNIFER WARNES,(I'VE HAD) THE TIME OF MY LIFE {1990}
17,VANILLA ICE,PLAY THAT FUNKY MUSIC
18,RALPH TRESVANT,SENSITIVITY
19,PRAISE,ONLY YOU
20,OLETA ADAMS,GET HERE
21,THE FARM,ALL TOGETHER NOW
22,WHITNEY HOUSTON,ALL THE MAN THAT I NEED
23,JOHN TRAVOLTA AND OLIVIA NEWTON-JOHN,THE GREASE MEGAMIX
24,BELINDA CARLISLE,SUMMER RAIN
25,JESUS JONES,INTERNATIONAL BRIGHT YOUNG THING
26,VANILLA ICE,ICE ICE BABY
27,BANANARAMA,PREACHERMAN
28,PATSY CLINE,CRAZY {1990}
29,TONGUE 'N' CHEEK,FORGET ME NOTS
30,GLORIA ESTEFAN,COMING OUT OF THE DARK
31,KENNY THOMAS,OUTSTANDING {1991}
32,THE SOURCE,YOU GOT THE LOVE
33,LITTLE ANGELS,BONEYARD
34,WILL TO POWER,I'M NOT IN LOVE
35,MARK SUMMERS,SUMMER'S MAGIC
36,MIXMASTERS,THE NIGHT FEVER MEGAMIX
37,ALEXANDER O'NEAL,ALL TRUE MAN
38,MARIAH CAREY,SOMEDAY
39,MC HAMMER,PRAY
40,THIN LIZZY,DEDICATION
41,JIMMY SOMERVILLE WITH BRONSKI BEAT,SMALLTOWN BOY (1991 REMIX)
42,D-SHAKE,MY HEART THE BEAT
43,SNAP!,MARY HAD A LITTLE BOY
44,BIRDLAND,EVERYBODY NEEDS SOMEBODY
45,CHRIS ISAAK,BLUE HOTEL {1991}
46,ORBITAL,SATAN
47,BIG DISH,MISS AMERICA
48,LIVING COLOUR,LOVE REARS ITS UGLY HEAD
49,DINOSAUR JR,THE WAGON
50,POP WILL EAT ITSELF,"X, Y AND ZEE"
51,KING BEE,MUST BEE THE MUSIC
52,LINDY LAYTON,ECHO MY HEART
53,THE RIGHTEOUS BROTHERS,YOU'VE LOST THAT LOVIN' FEELIN' {1990}
54,STING,ALL THIS TIME
55,SLAUGHTER,FLY TO THE ANGELS
56,JIMMY BARNES AND INXS,GOOD TIMES
57,THE STRANGLERS,ALWAYS THE SUN {1991}
58,UB40,THE WAY YOU DO THE THINGS YOU DO
59,RAILWAY CHILDREN,EVERY BEAT OF THE HEART
60,SHADES OF RHYTHM,HOMICIDE/EXORCIST
61,NO SWEAT,TEAR DOWN THE WALLS {1991}
62,TOM JONES,COULDN'T SAY GOODBYE
63,MADONNA,JUSTIFY MY LOVE
64,LALAH HATHAWAY,BABY DON'T CRY
65,BLACK BOX,TOTAL MIX
66,SCIENTIST,THE BEE
67,BADMAN,MAGIC STYLE
68,IRON MAIDEN,BRING YOUR DAUGHTER... TO THE SLAUGHTER
69,MILLTOWN BROTHERS,WHICH WAY SHOULD I JUMP?
70,JOHNNY PANIC AND THE BIBLE OF DREAMS,JOHNNY PANIC AND THE BIBLE OF DREAMS
71,WINGER,MILES AWAY
72,DONNA SUMMER,BREAKAWAY
73,QUARTZ FEATURING DINA CARROLL,IT'S TOO LATE FT DINA CARROLL
74,JELLYFISH,THE KING IS HALF UNDRESSED
75,CARTER THE UNSTOPPABLE SEX MACHINE,BLOODSPORT FOR ALL
76,L.A. MIX,MYSTERIES OF LOVE
77,MARIA McKEE,BREATHE
78,THE GO-GO'S,COOL JERK
79,BROTHER BEYOND,THE GIRL I USED TO KNOW
80,FRANK 'K' AND WISTON OFFICE,EVERYBODY LET'S SOMEBODY LOVE
81,SHUT UP AND DANCE,DEREK WENT MAD
82,TANITA TIKARAM,ONLY THE ONES WE LOVE
83,V.I.M.,MAGGIE'S LAST PARTY
84,TIM SIMENON,LOVE SO TRUE
84,DARYL HALL AND JOHN OATES,EVERYWHERE I LOOK
86,4 HERO,THE SCORCHER/KIRK IS BACK
87,LONDON BOYS,FREEDOM
88,SPACEMEN 3,BIG CITY
89,IF?,SATURDAY'S ANGELS
90,NIRVANA,SLIVER
91,DAMN YANKEES,HIGH ENOUGH
92,INNOCENCE,A MATTER OF FACT
93,BLUE NILE,SATURDAY NIGHT
94,MANIC STREET PREACHERS,MOTOWN JUNK
95,JJ,IF THIS IS LOVE
96,JUNIOR GISCOMBE,MORNING WILL COME
97,3 TIMES DOPE,MR SANDMAN
98,LEFTFIELD,MORE THAN I KNOW
99,CACTUS RAIN,TILL COMES THE MORNING
100,GANG OF FOUR,TO HELL WITH POVERTY
