positions,artists,titles
1,SIMON AND GARFUNKEL,BRIDGE OVER TROUBLED WATER
2,LEE MARVIN,WAND'RIN' STAR
3,ANDY WILLIAMS,CAN'T HELP FALLING IN LOVE
4,THE BEATLES,LET IT BE
5,PICKETTYWITCH,THAT SAME OLD FEELING
6,BOB AND MARCIA,"YOUNG, GIFTED AND BLACK"
7,MARY HOPKIN,"KNOCK, KNOCK WHO'S THERE?"
8,THE DAVE CLARK FIVE,EVERYBODY GET TOGETHER
9,ELVIS PRESLEY,DON'T CRY DADDY
10,STEAM,NA NA HEY HEY KISS HIM GOODBYE
11,KENNY ROGERS AND THE FIRST EDITION,SOMETHING'S BURNING
12,THE JACKSON 5,I WANT YOU BACK
13,HERMAN'S HERMITS,YEARS MAY COME AND YEARS MAY GO
14,CANNED HEAT,LET'S WORK TOGETHER
15,JOHN LENNON AND YOKO ONO WITH THE PLASTIC ONO BAND,INSTANT KARMA
16,SACHA DISTEL,RAINDROPS KEEP FALLIN' ON MY HEAD
17,BROTHERHOOD OF MAN,UNITED WE STAND
18,JIMMY RUFFIN,FAREWELL IS A LONELY SOUND
19,EDISON LIGHTHOUSE,LOVE GROWS (WHERE MY ROSEMARY GOES)
20,JOE DOLAN,YOU'RE SUCH A GOOD LOOKING WOMAN
21,WHITE PLAINS,MY BABY LOVES LOVIN'
22,THE FOUR TOPS,I CAN'T HELP MYSELF {1970}
23,"PETER, PAUL AND MARY",LEAVIN' ON A JET PLANE
24,ROLF HARRIS,TWO LITTLE BOYS
25,CLIFF AND HANK,JOY OF LIVING
26,CUFFLINKS,WHEN JULIE COMES AROUND
27,RARE BIRD,SYMPATHY
28,BORIS GARDINER,ELIZABETHAN REGGAE
29,JUICY LUCY,WHO DO YOU LOVE
30,DES O'CONNOR,I'LL GO ON HOPING
31,PIPKINS,GIMME DAT DING
32,DOROTHY SQUIRES,TILL
33,NORMAN GREENBAUM,SPIRIT IN THE SKY
34,MARY HOPKIN,TEMMA HARBOUR
35,JIM REEVES,NOBODY'S FOOL
36,BLUE MINK,GOOD MORNING FREEDOM
37,SHOCKING BLUE,VENUS
38,GENE PITNEY,A STREET CALLED HOPE
39,THE TREMELOES,BY THE WAY
40,FRANK SINATRA,MY WAY
41,ARCHIES,"SUGAR, SUGAR"
42,RADHA KRISHNA TEMPLE,GOVINDA
43,DIANA ROSS AND THE SUPREMES WITH THE TEMPTATIONS,WHY (MUST WE FALL IN LOVE)
44,THE TAMS,"BE YOUNG, BE FOOLISH, BE HAPPY"
45,NILSSON,EVERYBODY'S TALKIN'
46,STEVIE WONDER,NEVER HAD A DREAM COME TRUE
47,DAVE DEE,MY WOMAN'S MAN
48,FRIJID PINK,HOUSE OF THE RISING SUN
49,THE BEE GEES,I.O.I.O.
50,JUDY COLLINS,BOTH SIDES NOW
