positions,artists,titles
1,FRANKIE LAINE,I BELIEVE
2,FRANK CHACKSFIELD,TERRY'S THEME FROM 'LIMELIGHT'
3,EDDIE FISHER WITH SALLY SWEETLAND,I'M WALKING BEHIND YOU
4,MURIEL SMITH,HOLD ME THRILL ME KISS ME
5,MANTOVANI,THE SONG FROM THE MOULIN ROUGE
6,RON GOODWIN,TERRY'S THEME FROM 'LIMELIGHT'
7,NAT 'KING' COLE,PRETEND
8,TED HEATH AND HIS MUSIC,HOT TODDY
8,DORIS DAY AND JOHNNIE RAY,LET'S WALK THAT-A-WAY
9,EDDIE FISHER,DOWNHEARTED
10,JIMMY BOYD AND FRANKIE LAINE,TELL ME A STORY
11,GISELE MACKENZIE,SEVEN LONELY DAYS
12,AL MARTINO,RACHEL
