positions,artists,titles
1,ART GARFUNKEL,BRIGHT EYES
2,RACEY,SOME GIRLS
3,SQUEEZE,COOL FOR CATS
4,THE JACKSONS,SHAKE YOUR BODY (DOWN TO THE GROUND)
5,M,POP MUZIK
6,MILK AND HONEY,HALLELUJAH
7,SUPERTRAMP,THE LOGICAL SONG
8,SEX PISTOLS AND TEN POLE TUDOR,SILLY THING/WHO KILLED BAMBI
9,WINGS,GOODNIGHT TONIGHT
10,THE THREE DEGREES,THE RUNNER
11,SISTER SLEDGE,HE'S THE GREATEST DANCER
12,KANDIDATE,I DON'T WANNA LOSE YOU
13,DIRE STRAITS,SULTANS OF SWING
14,KATE BUSH,WOW
15,THE VILLAGE PEOPLE,IN THE NAVY
16,NEIL DIAMOND,FOREVER IN BLUE JEANS
17,SHOWADDYWADDY,REMEMBER THEN
18,SHAM 69,QUESTIONS AND ANSWERS
19,BONEY M,"HOORAY HOORAY, IT'S A HOLI-HOLIDAY"
20,AMII STEWART,KNOCK ON WOOD
21,THE BEE GEES,LOVE YOU INSIDE OUT
22,THE JAM,STRANGE TOWN
23,GENERATION X,VALLEY OF THE DOLLS
24,SIOUXSIE AND THE BANSHEES,THE STAIRCASE (MYSTERY)
25,GONZALEZ,HAVEN'T STOPPED DANCING YET
26,THE SEX PISTOLS,SOMETHING ELSE/FRIGGIN' IN THE RIGGIN'
27,THE DICKIES,BANANA SPLITS
28,ERUPTION,ONE WAY TICKET
29,PEACHES AND HERB,REUNITED
30,GLORIA GAYNOR,I WILL SURVIVE
31,CHIC,I WANT YOUR LOVE
32,PLAYERS ASSOCIATION,TURN THE MUSIC UP
33,GEORGE BENSON,LOVE BALLAD
34,CHILD,ONLY YOU (AND YOU ALONE)
35,ANGELIC UPSTARTS,I'M AN UPSTART
36,MEMBERS,OFFSHORE BANKING BUSINESS
37,THE BEACH BOYS,HERE COMES THE NIGHT
38,LEIF GARRETT,FEEL THE NEED
39,GARY MOORE,PARISIENNE WALKWAYS
40,MIKE OLDFIELD,GUILTY
41,ROXY MUSIC,DANCE AWAY
42,THE POLICE,ROXANNE
43,MONKS,NICE LEGS SHAME ABOUT HER FACE
44,CHRIS REA,DIAMONDS
45,X-RAY SPEX,HIGHLY INFLAMMABLE
46,THE AVERAGE WHITE BAND,WALK ON BY
47,LIGHT OF THE WORLD,SWINGIN'
48,VOYAGE,LET'S FLY AWAY
49,QUEEN,DON'T STOP ME NOW
50,SPARKS,THE NUMBER ONE SONG IN HEAVEN
51,SYLVESTER,I (WHO HAVE NOTHING)
52,THE POINTER SISTERS,FIRE
53,SARAH BRIGHTMAN AND HOT GOSSIP,ADVENTURES OF A LOVE CRUSADER
54,GIBSON BROTHERS,CUBA
55,ELVIS COSTELLO AND THE ATTRACTIONS,OLIVER'S ARMY
56,THE WHO,LONG LIVE ROCK
57,THE UNDERTONES,JIMMY JIMMY
58,CROWN HEIGHTS AFFAIR,DANCE LADY DANCE
59,THE TUBES,PRIME TIME
60,LENE LOVICH,LUCKY NUMBER
61,THE SHADOWS,THEME FROM 'THE DEER HUNTER' (CAVATINA)
62,UFO,SHOOT SHOOT
63,ANNE MURRAY,I JUST FALL IN LOVE AGAIN
64,SKIDS,INTO THE VALLEY
65,ROCKY SHARPE AND THE REPLAYS,IMAGINATION
66,REAL THING,CAN YOU FEEL THE FORCE?
67,BILLY JOEL,UNTIL THE NIGHT
68,GINO SOCCIO,DANCER
69,BARRY WHITE,SHA LA LA MEANS I LOVE YOU
70,GARY'S GANG,KEEP ON DANCING
71,DANA,SOMETHING'S COOKIN' IN THE KITCHEN
72,GORDON GILTRAP,FEAR OF THE DARK
73,CHRIS MONTEZ/LONNIE MACK,LET'S DANCE/MEMPHIS
74,MOTORHEAD,OVERKILL
75,DENNIS BROWN,MONEY IN MY POCKET
