positions,artists,titles
1,SHAKESPEARS SISTER,STAY
2,DEF LEPPARD,LET'S GET ROCKED
3,MR BIG,TO BE WITH YOU
4,RIGHT SAID FRED,DEEPLY DIPPY
5,CE CE PENISTON,FINALLY {1992}
6,ANNIE LENNOX,WHY
7,ERIC CLAPTON,TEARS IN HEAVEN
8,ERASURE,BREATH OF LIFE
9,SOUL II SOUL,JOY
10,SHANICE,I LOVE YOUR SMILE {1992}
11,VANESSA WILLIAMS,SAVE THE BEST FOR LAST
12,MR BEAN AND THE SMEAR CAMPAIGN,(I WANT TO BE) ELECTED
13,CROWDED HOUSE,WEATHER WITH YOU
14,HAMMER,DO NOT PASS ME BY
15,THE TEMPTATIONS,MY GIRL {1992}
16,LISA STANSFIELD,TIME TO MAKE YOU MINE
17,W.A.S.P.,CHAINSAW CHARLIE (MURDERS IN THE NEW MORGUE)
18,THE CURE,HIGH
19,PRINCE AND THE NEW POWER GENERATION,MONEY DON'T MATTER 2 NIGHT
20,LIQUID,SWEET HARMONY (EP)
21,ROXETTE,CHURCH OF YOUR HEART
22,KYM SIMS,TAKE MY ADVICE
23,SALT-N-PEPA,EXPRESSION {1992}
24,MANIC STREET PREACHERS,SLASH 'N' BURN
25,PRAGA KHAN FEATURING JADE 4 U,FREE YOUR BODY/INJECTED WITH A POISON FT JADE 4 U
26,THE PASADENAS,MAKE IT WITH YOU
27,BRUCE SPRINGSTEEN,HUMAN TOUCH
28,CURTIS STIGERS,YOU'RE ALL THAT MATTERS TO ME
29,INNER CITY,HALLELUJAH '92
30,KLF,AMERICA: WHAT TIME IS LOVE
31,WET WET WET,MORE THAN LOVE
32,TEN SHARP,YOU
33,SHAWN CHRISTOPHER,DON'T LOSE THE MAGIC
34,TOM PETTY AND THE HEARTBREAKERS,TOO GOOD TO BE TRUE
35,TOXIC TWO,RAVE GENERATOR
36,THE LIGHTNING SEEDS,THE LIFE OF RILEY
37,JAMES,RING THE BELLS
38,CLIVILLES AND COLE,A DEEPER LOVE
39,TORI AMOS,WINTER
40,LOVE/HATE,WASTED IN AMERICA
41,URBAN SOUL,ALWAYS
42,L7,PRETEND WE'RE DEAD
43,U2,ONE
44,OPUS III,IT'S A FINE DAY
45,EUROPE,HALFWAY TO HEAVEN
46,NEW ATLANTIC,I KNOW
47,SPINAL TAP,BITCH SCHOOL
48,DINAH WASHINGTON,MAD ABOUT THE BOY
49,CHAKA KHAN,LOVE YOU ALL MY LIFETIME
50,JOE COCKER,(ALL I KNOW) FEELS LIKE FOREVER
51,XTC,THE DISAPPOINTED
52,FRANKIE MILLER,CALEDONIA
53,SKIN UP,A JUICY RED APPLE
54,NIRVANA,COME AS YOU ARE
55,MADNESS,IT MUST BE LOVE {1992}
56,GUNS N' ROSES,NOVEMBER RAIN
57,DJ PROFESSOR,ROCK ME STEADY
58,DANGER DANGER,I STILL THINK ABOUT YOU
59,SONIC SOLUTION,BEATSTIME
60,DISPOSABLE HEROES OF HIPHOPRISY,TELEVISION THE DRUG OF THE NATION
61,REBEL MC,RICH AH GETTING RICHER
62,ALISON LIMERICK,MAKE IT ON MY OWN
63,YAZZ,ONE TRUE WOMAN
64,GUN,STEAL YOUR FIRE
65,BRYAN ADAMS,THOUGHT I'D DIED AND GONE TO HEAVEN
66,THE PASADENAS,I'M DOING FINE NOW
67,LOUD,EASY
68,ADAMSKI,GET YOUR BODY!
69,RED HOT CHILI PEPPERS,UNDER THE BRIDGE
70,JETHRO TULL,ROCKS ON THE ROAD
71,EN VOGUE,MY LOVIN'
72,BARBRA STREISAND,PLACES THAT BELONG TO YOU
73,MICHAEL JACKSON,REMEMBER THE TIME
74,DES'REE,MIND ADVENTURES
75,CUD,THROUGH THE ROOF
