positions,artists,titles
1,ADAM ANT,GOODY TWO SHOES
2,SOFT CELL,TORCH
3,CHARLENE,I'VE NEVER BEEN TO ME
4,ABC,THE LOOK OF LOVE
5,MADNESS,HOUSE OF FUN
6,DURAN DURAN,HUNGRY LIKE THE WOLF
7,KID CREOLE AND THE COCONUTS,"I'M A WONDERFUL THING, BABY"
8,TIGHT FIT,FANTASY ISLAND
9,GARY NUMAN,WE TAKE MYSTERY (TO BED)
10,DIANA ROSS,WORK THAT BODY
11,GENESIS,3 X 3 (EP)
12,JUNIOR,MAMA USED TO SAY
13,YAZOO,ONLY YOU
14,BOW WOW WOW,I WANT CANDY
15,STEVIE WONDER,DO I DO
16,ASSOCIATES,CLUB COUNTRY
17,THE FUN BOY THREE,THE TELEPHONE ALWAYS RINGS
18,ODYSSEY,INSIDE OUT
19,ECHO & THE BUNNYMEN,THE BACK OF LOVE
20,BLONDIE,ISLAND OF LOST SOULS
21,TOYAH,BRAVE NEW WORLD
22,PATRICE RUSHEN,FORGET ME NOTS
23,SIOUXSIE AND THE BANSHEES,FIREWORKS
24,NATASHA,IKO IKO
25,THE BEATLES,THE BEATLES MOVIE MEDLEY
26,IRON MAIDEN,THE NUMBER OF THE BEAST
27,MIDGE URE,NO REGRETS
28,THE ROLLING STONES,GOING TO A GO GO
29,PRELUDE,AFTER THE GOLD RUSH {1982}
30,SHALAMAR,A NIGHT TO REMEMBER
31,NEW ORDER,TEMPTATION
32,QUEEN,LAS PALABRAS DE AMOR
33,ROXY MUSIC,AVALON
34,PHD,I WON'T LET YOU DOWN
35,THE BELLE STARS,IKO IKO
36,A FLOCK OF SEAGULLS,SPACE AGE LOVE SONG
37,STATUS QUO,SHE DON'T FOOL ME
38,THE STEVE MILLER BAND,ABRACADABRA
39,CHERI,MURPHY'S LAW
40,HOT CHOCOLATE,GIRL CRAZY
41,NICOLE,A LITTLE PEACE
42,UB40,LOVE IS ALL IS ALL RIGHT
43,THE CARS,SINCE YOU'RE GONE
44,JAPAN,CANTONESE BOY
45,SCOTLAND WORLD CUP SQUAD,WE HAVE A DREAM
46,DEPECHE MODE,THE MEANING OF LOVE
47,ALTERED IMAGES,PINKY BLUE
48,LYNYRD SKYNYRD,FREE BIRD
49,MIKE OLDFIELD,FAMILY MAN
50,THE MOOD,PARIS IS ONE DAY AWAY
51,DOLLAR,VIDEOTHEQUE
52,MONSOON,SHAKTI (THE MEANING OF WITHIN)
53,TEMPTATIONS FEATURING RICK JAMES,STANDING AT THE TOP (PART 1) FT RICK JAMES
54,QUICK,RHYTHM OF THE JUNGLE
55,BLUE ZOO,I'M YOUR MAN
56,SHAKATAK,STREETWALKIN'
57,ELTON JOHN,EMPTY GARDEN
58,JOAN JETT AND THE BLACKHEARTS,I LOVE ROCK 'N ROLL
59,BAUHAUS,SPIRIT
60,BERTIE HIGGINS,KEY LARGO
61,ADRIAN GURVITZ,YOUR DREAM
62,CANDI STATON,SUSPICIOUS MINDS
63,THE GO-GO'S,OUR LIPS ARE SEALED
64,RANDY CRAWFORD,ONE HELLO
65,BUCKS FIZZ,NOW THOSE DAYS ARE GONE
66,ELVIS COSTELLO AND THE ATTRACTIONS,YOU LITTLE FOOL
67,THE GAP BAND,EARLY IN THE MORNING
68,PARIS,NO GETTING OVER YOU
69,THE TEARDROP EXPLODES,TINY CHILDREN
70,ENGLAND WORLD CUP SQUAD,THIS TIME (WE'LL GET IT RIGHT)
71,BILLY FIELD,YOU WEREN'T IN LOVE WITH ME
72,SPANDAU BALLET,INSTINCTION
73,LEO SAYER,HEART (STOP BEATING IN TIME)
74,CLASSIX NOUVEAUX,BECAUSE YOU'RE YOUNG
75,SIMPLE MINDS,PROMISED YOU A MIRACLE
