positions,artists,titles
1,SLADE,MERRY XMAS EVERYBODY
2,THE NEW SEEKERS,YOU WON'T FIND ANOTHER FOOL LIKE ME FT. LYN PAUL
3,GARY GLITTER,I LOVE YOU LOVE ME LOVE
4,WIZZARD,I WISH IT COULD BE CHRISTMAS EVERY DAY
5,ALVIN STARDUST,MY COO-CA-CHOO
6,MARIE OSMOND,PAPER ROSES
7,LEO SAYER,THE SHOW MUST GO ON
8,DAVID ESSEX,LAMPLIGHT
9,MOTT THE HOOPLE,ROLL AWAY THE STONE
10,ROXY MUSIC,STREET LIFE
11,ROY WOOD,FOREVER
12,GILBERT O'SULLIVAN,"WHY, OH WHY, OH WHY"
13,ROBERT KNIGHT,LOVE ON A MOUNTAIN TOP
14,COZY POWELL,DANCE WITH THE DEVIL
15,T. REX,TRUCK ON (TYKE)
16,THE FACES,POOL HALL RICHARD/I WISH IT WOULD RAIN
17,STEELEYE SPAN,GAUDETE
18,DONNY OSMOND,WHEN I FALL IN LOVE
19,KIKI DEE,AMOUREUSE
20,MILLICAN AND NESBITT,VAYA CON DIOS
21,MUD,DYNA-MITE
22,DRUPI,VADO VIA
23,THE OSMONDS,LET ME IN
24,ELTON JOHN,STEP INTO CHRISTMAS
25,PAUL MCCARTNEY AND WINGS,HELEN WHEELS
26,GOLDEN EARRING,RADAR LOVE
27,THE CARPENTERS,TOP OF THE WORLD
28,BARRY BLUE,DO YOU WANNA DANCE?
29,PERRY COMO,FOR THE GOOD TIMES
30,DAVID CASSIDY,DAYDREAMER/PUPPY SONG
31,SIMON PARK ORCHESTRA,EYE LEVEL {1973}
32,EDDIE KENDRICKS,KEEP ON TRUCKIN'
33,JOHN LENNON,MIND GAMES
34,DAVID BOWIE,SORROW
35,RINGO STARR,PHOTOGRAPH
36,ANDY WILLIAMS,SOLITAIRE
37,CLIFF RICHARD,TAKE ME HIGH
38,THE FOUR TOPS,SWEET UNDERSTANDING LOVE
39,PERRY COMO,WALK RIGHT BACK
40,MATT MONRO,AND YOU SMILED
41,DAWN FEATURING TONY ORLANDO,TIE A YELLOW RIBBON ROUND THE OLD OAK TREE FT TONY ORLANDO
42,MAX BYGRAVES,DECK OF CARDS
43,DIANA ROSS,ALL OF MY LIFE
44,ELTON JOHN,GOODBYE YELLOW BRICK ROAD
45,SUZI QUATRO,DAYTONA DEMON
46,CHARLES AZNAVOUR,THE OLD FASHIONED WAY
47,WINK MARTINDALE,DECK OF CARDS {1973}
48,DON DOWNING,"LONELY DAYS, LONELY NIGHTS"
49,NAZARETH,THIS FLIGHT TONIGHT
50,ELVIS PRESLEY,RAISED ON ROCK
