positions,artists,titles
1,SPICE GIRLS,WANNABE
2,FUGEES,KILLING ME SOFTLY
3,GARY BARLOW,FOREVER LOVE
4,PETER ANDRE FT BUBBLER RANX,MYSTERIOUS GIRL
5,UNDERWORLD,BORN SLIPPY
6,MARK MORRISON,CRAZY
7,WINK,HIGHER STATE OF CONSCIOUSNESS 96 REMIXES
8,LOS DEL RIO,MACARENA
9,LIVIN' JOY,DON'T STOP MOVIN'
10,BADDIEL/SKINNER/LIGHTNING SEED,THREE LIONS
11,CELINE DION,BECAUSE YOU LOVED ME
12,TINA TURNER,MISSING YOU
13,TONI BRAXTON,YOU'RE MAKIN ME HIGH
14,PATO BANTON/REGGAE REVOLUTION,GROOVIN'
15,ADAM CLAYTON & LARRY MULLEN,THEME FROM MISSION: IMPOSSIBLE
16,UMBOZA,SUNSHINE
17,2 PAC FEATURING K-CI AND JOJO,HOW DO U WANT IT
18,SEX PISTOLS,PRETTY VACANT LIVE
19,OMC,HOW BIZARRE
20,TODD TERRY FT M WASH/J BROWN,KEEP ON JUMPIN'
21,LUSH,500 (SHAKE BABY SHAKE)
22,JOYRIDER,RUSH HOUR
23,APOLLO FOUR FORTY,KRUPA
24,BELINDA CARLISLE,IN TOO DEEP
25,KULA SHAKER,TATTVA
26,REEL 2 REAL,JAZZ IT UP
27,MARIAH CAREY,ALWAYS BE MY BABY
28,TONY RICH PROJECT,NOBODY KNOWS
29,OCEAN COLOUR SCENE,THE DAY WE CAUGHT THE TRAIN
30,NIGHTCRAWLERS/J REID/A WARREN,KEEP ON PUSHING OUR LOVE
31,WHO,MY GENERATION
32,ERIC CLAPTON,CHANGE THE WORLD
33,ALEX REECE,CANDLES
34,JULIAN COPE,"I COME FROM ANOTHER PLANET, BABY"
35,TERRORVISION,BAD ACTRESS
36,SPACE,FEMALE OF THE SPECIES
37,EVERYTHING BUT THE GIRL,WRONG
38,SLEEPER,NICE GUY EDDIE
39,ALISON LIMERICK,WHERE LOVE LIVES
40,PRESIDENTS OF THE USA,DUNE BUGGY
41,JX,THERE'S NOTHING I WON'T DO
42,SUBLIMINAL CUTS,LE VOIE LE SOLEIL
43,LIONROCK,FIRE UP THE SHOESAW
44,ASH,OH YEAH
45,GALLIANO,EASE YOUR MIND
46,SHAMPOO,GIRL POWER
47,MAXI PRIEST FEATURING SHAGGY,THAT GIRL
48,GINA G,OOH AAH...JUST A LITTLE BIT
49,BON JOVI,HEY GOD
50,SUPER FURRY ANIMALS,SOMETHING 4 THE WEEKEND
51,BLACK CROWES,ONE MIRROR TOO MANY
52,DIVINE COMEDY,SOMETHING FOR THE WEEKEND
53,CRANBERRIES,FREE TO DECIDE
54,LEVELLERS,EXODUS - LIVE
55,LOS DEL MAR,MACARENA
56,MARK MORRISON,RETURN OF THE MACK
57,HONEYCRACK,SITTING AT HOME
58,SIMPLY RED,WE'RE IN THIS TOGETHER
59,GEORGE MICHAEL,FASTLOVE
60,LOUISE,NAKED
61,ZION TRAIN,RISE
62,SUGGS & LOUCHIE LOU/MICHIE ONE,CECILIA
63,FRANK BLACK,I DON'T WANT TO HURT YOU (EVERY SINGLE..
64,STIX 'N' STONED,OUTRAGEOUS
65,PRODIGY,FIRESTARTER
66,SCOT PROJECT,U (I GOT A FEELING)
67,PIANOMAN,BLURRED
68,DEF LEPPARD,WORK IT OUT
69,LISA MARIE EXPERIENCE,KEEP ON JUMPIN'
70,ELECTRONIC,FORBIDDEN CITY
71,MANIC STREET PREACHERS,A DESIGN FOR LIFE
72,FULL MONTY ALL-STARS/TJ DAVIS,BRILLIANT FEELING
73,R.A.F.,ANGEL'S SYMPHONY
74,SEBADOH,BEAUTY OF THE RIDE
75,LET LOOSE,MAKE IT WITH YOU
76,IMF,THEME FROM MISSION: IMPOSSIBLE
77,HOOTIE & THE BLOWFISH,TUCKER'S TOWN
78,60FT DOLLS,HAPPY SHOPPER
79,BACKSTREET BOYS,GET DOWN (YOU'RE THE ONE FOR ME)
80,DANA DAWSON,HOW I WANNA BE LOVED
81,ROBYN,YOU'VE GOT THAT SOMETHIN'
82,ULTRA HIGH,ARE YOU READY FOR LOVE
83,3T,24/7
84,D'JAIMIN,GIVE YOU
85,SMASHING PUMPKINS,"TONIGHT, TONIGHT"
86,ELVIS COSTELLO AND ATTRACTIONS,THE OTHER END OF THE TELESCOPE
87,BLUETONES,CUT SOME RUG/CASTLE ROCK
88,OASIS,WHATEVER
89,JOHN ALFORD,BLUE MOON/ONLY YOU
90,BLACK GRAPE,FAT NECK
91,EDWARD BALL,THE MILL HILL SELF HATE CLUB
92,ROXETTE,JUNE AFTERNOON
93,PET SHOP BOYS,BEFORE
94,KLUBBHEADS,KLUBBHOPPING
95,DIVA,EVERYBODY (MOVE YOUR BODY)
96,BUSTA RHYMES,WOO-HAH!! GOT YOU ALL IN CHECK
97,METALLICA,UNTIL IT SLEEPS
98,DEF LEPPARD,SLANG
99,OASIS,DON'T LOOK BACK IN ANGER
100,COCTEAU TWINS,VIOLAINE
