positions,artists,titles
1,FRANKIE LAINE,I BELIEVE
2,NAT 'KING' COLE,PRETEND
3,FRANK CHACKSFIELD,TERRY'S THEME FROM 'LIMELIGHT'
4,EDDIE FISHER,DOWNHEARTED
5,GUY MITCHELL,PRETTY LITTLE BLACK EYED SUSIE
6,MURIEL SMITH,HOLD ME THRILL ME KISS ME
7,EDDIE FISHER WITH SALLY SWEETLAND,I'M WALKING BEHIND YOU
8,BILLY COTTON AND HIS BAND,IN A GOLDEN COACH (THERE'S A HEART OF GOLD)
9,JIMMY BOYD AND FRANKIE LAINE,TELL ME A STORY
10,MANTOVANI,THE SONG FROM THE MOULIN ROUGE
11,RON GOODWIN,TERRY'S THEME FROM 'LIMELIGHT'
12,JOHNNIE RAY,SOMEBODY STOLE MY GAL
12,WINIFRED ATWELL,CORONATION RAG
